CONTRACTS WHERE THE GPC IS THE PAYMENT METHOD,
SUMMARY OF EXPENDITURE,


,Feb-14
IT CONSUMBLES CONTRACT,"330,127.27"
NEW STATIONERY CONTRACT,"329,483.25"

DEFENCE TRAVEL CONTRACT - HOTELS,"242,998.20"
DEFENCE TRAVEL CONTRACT - SCHEDULE AIRLINES,"4,853,960.68"
DEFENCE TRAVEL CONTRACT - LOW COST AIRLINES,"1,043,899.50"
DEFENCE TRAVEL CONTRACT - RAIL,"1,780,287.37"
DEFENCE TRAVEL CONTRACT - OVERSEAS CAR HIRE,"210,729.91"
DEFENCE TRAVEL CONTRACT - BOOKING FEES,"20,783.28"
