Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number ,Amount
Home Office,CRB - Criminal Records Bureau,04/10/2010,Legal Fees,CRB - Criminal Records Bureau,Treasury Solicitor's Cash A/C,14912    3,"28,338.13"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Cambridgeshire Police Auth,14950    2,"60,163.57"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Cheshire Police Authority,14950    5,"64,710.66"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Cleveland Police Authority,14950    7,"28,218.04"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Devon & Cornwall Police Author,14950    8,"38,928.43"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Gloucestershire Police Authori,14950    10,"42,453.70"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Lancashire Police Authority,14950    12,"54,622.86"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Disclosure Scotland,14950    17,"32,487.55"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Avon & Somerset Police,14950    19,"193,594.72"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,Staffordshire Police Authority,14950    20,"78,641.41"
Home Office,CRB - Criminal Records Bureau,08/10/2010,Police costs per check,CRB - Criminal Records Bureau,West Mercia Police Fund,14950    24,"79,143.36"
Home Office,CRB - Criminal Records Bureau,08/10/2010,PPP costs,CRB - Criminal Records Bureau,Capita Business Services Ltd,14956    12,"302,472.65"
Home Office,CRB - Criminal Records Bureau,15/10/2010,Police costs per check,CRB - Criminal Records Bureau,Durham Police Authority,14975    12,"30,707.84"
Home Office,CRB - Criminal Records Bureau,15/10/2010,Police costs per check,CRB - Criminal Records Bureau,Dyfed-Powys Police Fund - Main,14975    13,"30,133.64"
Home Office,CRB - Criminal Records Bureau,15/10/2010,Police costs per check,CRB - Criminal Records Bureau,Gwent Police Authority,14975    18,"28,990.47"
Home Office,CRB - Criminal Records Bureau,15/10/2010,Police costs per check,CRB - Criminal Records Bureau,Hampshire Police Authority,14975    19,"72,365.02"
Home Office,CRB - Criminal Records Bureau,15/10/2010,Police costs per check,CRB - Criminal Records Bureau,Hertfordshire Police Authority,14975    21,"56,447.11"
