Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,,,,,,,,
Home Office,Home Office,04/03/2016,Nat Applications ICT,CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001839040,"11,000.00",,,,,,,,
Home Office,Home Office,04/03/2016,Nat Applications ICT,CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001839040,"15,200.00",,,,,,,,
Home Office,Home Office,04/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001839040,"5,300.00",,,,,,,,
Home Office,Home Office,04/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001839040,"30,050.00",,,,,,,,
Home Office,Home Office,07/03/2016,Professional & Admin Services,CSG - Corporate Services Group,L-3 COMMUNICATIONS ASA LTD,1001839639,"36,729.80",,,,,,,,
Home Office,Home Office,10/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001841338,"391,048.96",,,,,,,,
Home Office,Home Office,11/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001842080,"86,465.60",,,,,,,,
Home Office,Home Office,11/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001842080,"23,952.60",,,,,,,,
Home Office,Home Office,11/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,SUNGARD AVAILABILITY SERVICES UK LTD,1001842080,"33,202.60",,,,,,,,
Home Office,Home Office,15/03/2016,Nat Applications ICT,CSG - Corporate Services Group,NORTHGATE PUBLIC SERVICES (UK) LTD,1001843309,"60,835.20",,,,,,,,
Home Office,Home Office,15/03/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001843330,"64,542.00",,,,,,,,
Home Office,Home Office,15/03/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001843330,"123,776.40",,,,,,,,
Home Office,Home Office,16/03/2016,Advertising Media,CSG - Corporate Services Group,FARSIGHT SERVICES LTD,7000011093,"31,763.07",,,,,,,,
Home Office,Home Office,16/03/2016,Advertising Media,CSG - Corporate Services Group,FARSIGHT SERVICES LTD,7000011093,"35,000.00",,,,,,,,
Home Office,Home Office,18/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001844945,"127,399.56",,,,,,,,
Home Office,Home Office,18/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1001844945,"87,518.38",,,,,,,,
Home Office,Home Office,18/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001845008,"57,861.03",,,,,,,,
Home Office,Home Office,18/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001845008,"78,631.50",,,,,,,,
Home Office,Home Office,21/03/2016,Procurement Card,CSG - Corporate Services Group,BARCLAYS BANK,1001845663,66.00,,,,,,,,
Home Office,Home Office,22/03/2016,"IT, TelecommsSoftware (COTS).ERP",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001846361,"50,594.05",,,,,,,,
Home Office,Home Office,22/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,CGI IT UK LTD,1001846333,"221,757.20",,,,,,,,
Home Office,Home Office,22/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,CGI IT UK LTD,1001846333,"221,757.20",,,,,,,,
Home Office,Home Office,22/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,CGI IT UK LTD,1001846333,"71,869.20",,,,,,,,
Home Office,Home Office,23/03/2016,Professional & Admin Services,CSG - Corporate Services Group,HM REVENUE & CUSTOMS,1001846921,"25,826.70",,,,,,,,
Home Office,Home Office,24/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001847477,"107,869.03",,,,,,,,
Home Office,Home Office,24/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001847477,"1,017,017.91",,,,,,,,
Home Office,Home Office,24/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001847466,"72,455.74",,,,,,,,
Home Office,Home Office,24/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001847466,"223,585.15",,,,,,,,
Home Office,Home Office,29/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001848679,"250,000.00",,,,,,,,
Home Office,Home Office,29/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001848630,"33,857.70",,,,,,,,
Home Office,Home Office,29/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001848630,"44,084.69",,,,,,,,
Home Office,Home Office,29/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001848630,"46,785.01",,,,,,,,
Home Office,Home Office,29/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001848630,"82,175.74",,,,,,,,
Home Office,Home Office,30/03/2016,"IT, TelecommsSoftware (COTS).ERP",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001849332,"65,696.40",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"177,765.56",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"79,406.49",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"67,717.62",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"102,760.00",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"418,360.36",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"549,712.91",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"475,600.05",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"233,265.52",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"89,132.23",,,,,,,,
Home Office,Home Office,30/03/2016,Grants,CSG - Corporate Services Group,NATIONAL CRIME AGENCY (NCA) (G),3000052108,"241,057.06",,,,,,,,
Home Office,Home Office,30/03/2016,Nat Applications ICT,CSG - Corporate Services Group,CGI IT UK LTD,1001849311,"84,537.60",,,,,,,,
Home Office,Home Office,30/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,MEDLEY BUSINESS SOLUTIONS LTD,1001849353,"158,792.64",,,,,,,,
Home Office,Home Office,30/03/2016,Advertising Media,CSG - Corporate Services Group,MARKET & OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MRI,1001849349,"27,456.00",,,,,,,,
Home Office,Home Office,30/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001849323,"740,364.00",,,,,,,,
Home Office,Home Office,30/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001849323,"197,187.96",,,,,,,,
Home Office,Home Office,30/03/2016,Advertising Media,CSG - Corporate Services Group,DENTSU AEGIS UK LIMITED,1001849323,"640,628.00",,,,,,,,
Home Office,Home Office,04/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",Group Human Resources,KAINOS,1001838954,"56,359.42",,,,,,,,
Home Office,Home Office,04/03/2016,"IT, Broadcasting & Telecomms.IT Run Costs",Group Human Resources,KAINOS,1001838954,"15,923.42",,,,,,,,
Home Office,Home Office,04/03/2016,Healthcare Services,Group Human Resources,HEALTH MANAGEMENT LTD,1001838946,"40,559.23",,,,,,,,
Home Office,Home Office,07/03/2016,Professional & Admin Services,Group Human Resources,FCO SERVICES,3000052018,"74,878.80",,,,,,,,
Home Office,Home Office,07/03/2016,Professional & Admin Services,Group Human Resources,FCO SERVICES,3000052018,"95,895.60",,,,,,,,
Home Office,Home Office,10/03/2016,Healthcare Services,Group Human Resources,HEALTH MANAGEMENT LTD,1001841357,"43,517.61",,,,,,,,
Home Office,Home Office,10/03/2016,Healthcare Services,Group Human Resources,HEALTH MANAGEMENT LTD,1001841357,"138,523.61",,,,,,,,
Home Office,Home Office,22/03/2016,Healthcare Services,Group Human Resources,HEALTH MANAGEMENT LTD,1001846368,"36,194.23",,,,,,,,
Home Office,Home Office,23/03/2016,Education & Training Services,Group Human Resources,HM REVENUE & CUSTOMS,1001846921,"28,484.81",,,,,,,,
Home Office,Home Office,29/03/2016,Education & Training Services,Group Human Resources,HM REVENUE & CUSTOMS,1001848655,"29,634.05",,,,,,,,
Home Office,Home Office,29/03/2016,Education & Training Services,Group Human Resources,HM REVENUE & CUSTOMS,1001848655,"2,995.39",,,,,,,,
Home Office,Home Office,29/03/2016,Education & Training Services,Group Human Resources,HM REVENUE & CUSTOMS,1001848655,"5,560.33",,,,,,,,
Home Office,Home Office,29/03/2016,Healthcare Services,Group Human Resources,HEALTH MANAGEMENT LTD,1001848653,"138,854.76",,,,,,,,
Home Office,Home Office,30/03/2016,Legal Services,Group Human Resources,MINISTRY OF JUSTICE,3000052105,"1,217,615.94",,,,,,,,
Home Office,Home Office,01/03/2016,Professional & Admin Services,HMPO - HM Passport Office,BROOK STREET (UK) LTD,1001837330,"33,000.00",,,,,,,,
Home Office,Home Office,02/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DHL GLOBAL FORWARDING UK LTD,1001837856,"505,858.40",,,,,,,,
Home Office,Home Office,02/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DHL GLOBAL FORWARDING UK LTD,1001837856,"192,196.97",,,,,,,,
Home Office,Home Office,04/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001838920,"1,200,738.60",,,,,,,,
Home Office,Home Office,04/03/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001838920,"220,356.60",,,,,,,,
Home Office,Home Office,04/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001838929,"1,289,442.11",,,,,,,,
Home Office,Home Office,04/03/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,STATIONERY OFFICE LTD (THE),1001839038,"88,383.53",,,,,,,,
Home Office,Home Office,04/03/2016,Professional & Admin Services,HMPO - HM Passport Office,VF WORLDWIDE HOLDINGS LTD,7000011037,"219,658.77",,,,,,,,
Home Office,Home Office,04/03/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001839080,"96,379.92",,,,,,,,
Home Office,Home Office,04/03/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001839080,"46,224.36",,,,,,,,
Home Office,Home Office,04/03/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001839080,"56,281.68",,,,,,,,
Home Office,Home Office,08/03/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,COMPAREX UK LTD,1001840274,"49,893.60",,,,,,,,
Home Office,Home Office,09/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,BRAMBLE HUB LTD,1001840685,"55,057.86",,,,,,,,
Home Office,Home Office,10/03/2016,Professional & Admin Services,HMPO - HM Passport Office,FOREIGN AND COMMONWEALTH OFFICE,3000052026,"469,678.23",,,,,,,,
Home Office,Home Office,10/03/2016,Passport Production,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001841407,"51,807.25",,,,,,,,
Home Office,Home Office,10/03/2016,Passport Production,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001841407,"713,965.42",,,,,,,,
Home Office,Home Office,11/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DHL GLOBAL FORWARDING UK LTD,1001841997,"446,104.23",,,,,,,,
Home Office,Home Office,11/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DHL GLOBAL FORWARDING UK LTD,1001841997,"155,430.11",,,,,,,,
Home Office,Home Office,16/03/2016,"Transport, Storage & Mail Services",HMPO - HM Passport Office,ROYAL MAIL,1001843888,"27,356.31",,,,,,,,
Home Office,Home Office,18/03/2016,Professional & Admin Services,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001845007,"955,904.36",,,,,,,,
Home Office,Home Office,18/03/2016,"Transport, Storage & Mail Services",HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001845007,"936,056.63",,,,,,,,
Home Office,Home Office,18/03/2016,Office Equip Access Supplies,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001845007,"970,826.78",,,,,,,,
Home Office,Home Office,18/03/2016,Passport Production,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001845007,"5,415,309.31",,,,,,,,
Home Office,Home Office,18/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001845014,"1,477,701.30",,,,,,,,
Home Office,Home Office,21/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001845694,"51,347.69",,,,,,,,
Home Office,Home Office,22/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001846340,"15,812.43",,,,,,,,
Home Office,Home Office,22/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001846340,"69,483.91",,,,,,,,
Home Office,Home Office,22/03/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001846340,"13,246.96",,,,,,,,
Home Office,Home Office,22/03/2016,"Building, Construction Services",HMPO - HM Passport Office,GRESHAM OFFICE FURNITURE LTD,1001846365,"40,597.20",,,,,,,,
Home Office,Home Office,22/03/2016,"Building, Construction Services",HMPO - HM Passport Office,GRESHAM OFFICE FURNITURE LTD,1001846365,"36,504.50",,,,,,,,
Home Office,Home Office,22/03/2016,"Building, Construction Services",HMPO - HM Passport Office,GRESHAM OFFICE FURNITURE LTD,1001846365,"31,298.74",,,,,,,,
Home Office,Home Office,22/03/2016,"Building, Construction Services",HMPO - HM Passport Office,GRESHAM OFFICE FURNITURE LTD,1001846365,"45,369.07",,,,,,,,
Home Office,Home Office,22/03/2016,Comm&SocialServices,HMPO - HM Passport Office,ICM RESEARCH LTD,1001846371,"37,974.00",,,,,,,,
Home Office,Home Office,22/03/2016,Office Equip Access Supplies,HMPO - HM Passport Office,WILLIAMS LEA,1001846432,"38,104.57",,,,,,,,
Home Office,Home Office,23/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DHL GLOBAL FORWARDING UK LTD,1001846901,"732,959.27",,,,,,,,
Home Office,Home Office,23/03/2016,Secure Delivery Costs,HMPO - HM Passport Office,DHL GLOBAL FORWARDING UK LTD,1001846901,"250,996.16",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"312,235.55",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"338,253.99",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"314,418.15",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"330,052.05",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"1,340,298.93",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"433,372.75",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"304,169.83",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"303,137.35",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"303,340.01",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"314,111.49",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"352,524.16",,,,,,,,
Home Office,Home Office,23/03/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001846958,"505,519.35",,,,,,,,
Home Office,Home Office,24/03/2016,Professional & Admin Services,HMPO - HM Passport Office,CARILLION (MAPLE OAK) LTD,1001847456,"73,123.63",,,,,,,,
Home Office,Home Office,24/03/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001847463,"31,866.24",,,,,,,,
Home Office,Home Office,24/03/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001847463,"51,689.12",,,,,,,,
Home Office,Home Office,24/03/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001847463,"177,739.99",,,,,,,,
Home Office,Home Office,24/03/2016,"Transport, Storage & Mail Services",HMPO - HM Passport Office,ROYAL MAIL,1001847526,"25,112.72",,,,,,,,
Home Office,Home Office,24/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,SPECIALIST COMPUTER CENTRES PLC,1001847536,"1,516.51",,,,,,,,
Home Office,Home Office,24/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,SPECIALIST COMPUTER CENTRES PLC,1001847536,"1,648.32",,,,,,,,
Home Office,Home Office,24/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,SPECIALIST COMPUTER CENTRES PLC,1001847536,"2,727.46",,,,,,,,
Home Office,Home Office,24/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,SPECIALIST COMPUTER CENTRES PLC,1001847536,"28,274.69",,,,,,,,
Home Office,Home Office,24/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,SPECIALIST COMPUTER CENTRES PLC,1001847536,278.16,,,,,,,,
Home Office,Home Office,24/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,SPECIALIST COMPUTER CENTRES PLC,1001847536,932.59,,,,,,,,
Home Office,Home Office,29/03/2016,Comm&SocialServices,HMPO - HM Passport Office,ICM RESEARCH LTD,1001848660,"31,200.00",,,,,,,,
Home Office,Home Office,30/03/2016,"IT,TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001849321,"117,127.20",,,,,,,,
Home Office,Home Office,30/03/2016,"IT,TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001849321,"112,127.20",,,,,,,,
Home Office,Home Office,30/03/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001849321,"422,617.20",,,,,,,,
Home Office,Home Office,30/03/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001849321,"87,273.20",,,,,,,,
Home Office,Home Office,30/03/2016,Professional & Admin Services,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,6200058928,"-923,234.50",,,,,,,,
Home Office,Home Office,30/03/2016,"Transport, Storage & Mail Services",HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,6200058928,"-921,340.75",,,,,,,,
Home Office,Home Office,30/03/2016,Office Equip Access Supplies,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,6200058928,"-924,658.30",,,,,,,,
Home Office,Home Office,30/03/2016,Passport Production,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,6200058928,"-1,348,722.25",,,,,,,,
Home Office,Home Office,30/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,6200058928,"497,375.93",,,,,,,,
Home Office,Home Office,30/03/2016,IT & Telecoms Components,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,6200058928,"29,185.94",,,,,,,,
Home Office,Home Office,30/03/2016,Other Government Department,HMPO - HM Passport Office,DEPARTMENT OF FINANCE & PERSONNEL,1001849324,"55,000.00",,,,,,,,
Home Office,Home Office,30/03/2016,"Building, Construction Services",HMPO - HM Passport Office,GRESHAM OFFICE FURNITURE LTD,1001849335,"43,644.59",,,,,,,,
Home Office,Home Office,30/03/2016,"Building, Construction Services",HMPO - HM Passport Office,GRESHAM OFFICE FURNITURE LTD,1001849335,"34,343.59",,,,,,,,
Home Office,Home Office,01/03/2016,Professional & Admin Services,Home Office Science,UNIVERSITY OF BEDFORDSHIRE,1001837409,"34,635.77",,,,,,,,
Home Office,Home Office,07/03/2016,Legal Services,Home Office Science,MEASUREMENT SOLUTIONS LTD,1001839645,"17,946.00",,,,,,,,
Home Office,Home Office,07/03/2016,Advertising Media,Home Office Science,MEASUREMENT SOLUTIONS LTD,1001839645,"17,946.00",,,,,,,,
Home Office,Home Office,07/03/2016,Professional & Admin Services,Home Office Science,MEASUREMENT SOLUTIONS LTD,1001839645,"2,640.00",,,,,,,,
Home Office,Home Office,07/03/2016,Professional & Admin Services,Home Office Science,MEASUREMENT SOLUTIONS LTD,1001839645,"9,888.00",,,,,,,,
Home Office,Home Office,11/03/2016,Laboratory & Scientific Equipment,Home Office Science,KEYSIGHT TECHNOLOGIES UK LTD,1001841930,"1,692.00",,,,,,,,
Home Office,Home Office,11/03/2016,Laboratory & Scientific Equipment,Home Office Science,KEYSIGHT TECHNOLOGIES UK LTD,1001841930,"1,678.46",,,,,,,,
Home Office,Home Office,11/03/2016,Laboratory & Scientific Equipment,Home Office Science,KEYSIGHT TECHNOLOGIES UK LTD,1001841930,"28,560.96",,,,,,,,
Home Office,Home Office,11/03/2016,Scientific Aids,Home Office Science,KEYSIGHT TECHNOLOGIES UK LTD,1001841930,0.18,,,,,,,,
Home Office,Home Office,16/03/2016,Professional & Admin Services,Home Office Science,HM TREASURY,3000052044,"52,800.00",,,,,,,,
Home Office,Home Office,16/03/2016,Professional & Admin Services,Home Office Science,HM TREASURY,3000052044,"10,373.91",,,,,,,,
Home Office,Home Office,16/03/2016,Professional & Admin Services,Home Office Science,HM TREASURY,3000052044,"2,578.46",,,,,,,,
Home Office,Home Office,16/03/2016,Professional & Admin Services,Home Office Science,HM TREASURY,3000052044,"35,160.00",,,,,,,,
Home Office,Home Office,16/03/2016,Professional & Admin Services,Home Office Science,UNIVERSITY OF THE WEST OF ENGLAND,1001843908,"72,817.20",,,,,,,,
Home Office,Home Office,18/03/2016,Legal Services,Home Office Science,GOVERNMENT LEGAL DEPARTMENT,3000052053,"29,669.72",,,,,,,,
Home Office,Home Office,18/03/2016,Legal Services,Home Office Science,GOVERNMENT LEGAL DEPARTMENT,3000052053,"5,926.17",,,,,,,,
Home Office,Home Office,22/03/2016,Social Research,Home Office Science,ANCON TECHNOLOGIES LTD,1001846314,"128,568.00",,,,,,,,
Home Office,Home Office,29/03/2016,Social Research,Home Office Science,DIGITAL BARRIERS SERVICES LTD,1001848632,"73,200.00",,,,,,,,
Home Office,Home Office,01/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001837347,"59,887.93",,,,,,,,
Home Office,Home Office,02/03/2016,Social Research,OSCT - Office of Security and Counter-Terrorism,BEHAVIOURAL INSIGHTS LTD (THE),1001837831,"56,760.00",,,,,,,,
Home Office,Home Office,03/03/2016,Grants,OSCT - Office of Security and Counter-Terrorism,COMMUNITY SECURITY TRUST (G),1001838230,"1,399,315.13",,,,,,,,
Home Office,Home Office,04/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001838924,"34,142.86",,,,,,,,
Home Office,Home Office,07/03/2016,"IT, Tele ApplicConsult&Development",OSCT - Office of Security and Counter-Terrorism,MEDLEY BUSINESS SOLUTIONS LTD,1001839646,"29,937.60",,,,,,,,
Home Office,Home Office,11/03/2016,Grants,OSCT - Office of Security and Counter-Terrorism,NORTHERN IRELAND OFFICE (G),1001841752,"236,841.18",,,,,,,,
Home Office,Home Office,16/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,KINDRED AGENCY,1001843860,"9,842.80",,,,,,,,
Home Office,Home Office,16/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,KINDRED AGENCY,1001843860,"24,973.80",,,,,,,,
Home Office,Home Office,17/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001844366,"199,150.39",,,,,,,,
Home Office,Home Office,17/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001844366,"203,817.95",,,,,,,,
Home Office,Home Office,17/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001844366,"122,251.35",,,,,,,,
Home Office,Home Office,17/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001844366,"43,848.00",,,,,,,,
Home Office,Home Office,17/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001844366,"-45,046.51",,,,,,,,
Home Office,Home Office,18/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001845008,"34,184.91",,,,,,,,
Home Office,Home Office,18/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001845008,"99,470.14",,,,,,,,
Home Office,Home Office,18/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001845008,"16,159.39",,,,,,,,
Home Office,Home Office,18/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001845008,"20,534.16",,,,,,,,
Home Office,Home Office,18/03/2016,Professional & Admin Services,OSCT - Office of Security and Counter-Terrorism,PILLA CONSULTANCY LTD,1001845058,"16,534.32",,,,,,,,
Home Office,Home Office,18/03/2016,Professional & Admin Services,OSCT - Office of Security and Counter-Terrorism,PILLA CONSULTANCY LTD,1001845058,"38,280.00",,,,,,,,
Home Office,Home Office,18/03/2016,Professional & Admin Services,OSCT - Office of Security and Counter-Terrorism,PILLA CONSULTANCY LTD,1001845058,"12,680.00",,,,,,,,
Home Office,Home Office,23/03/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001846900,"29,381.99",,,,,,,,
Home Office,Home Office,24/03/2016,Grants,OSCT - Office of Security and Counter-Terrorism,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001847306,"114,734.00",,,,,,,,
