UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC255,05-Apr-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,167.60",255
MODGPC256,05-Apr-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł669.15,256
MODGPC257,05-Apr-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł831.37,257
MODGPC258,05-Apr-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,"Ł6,802.50",258
MODGPC259,05-Apr-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"Ł2,252.16",259
MODGPC260,05-Apr-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł644.56,260
MODGPC261,05-Apr-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,361.37",261
MODGPC262,05-Apr-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł747.00,262
MODGPC263,05-Apr-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,462.88",263
MODGPC264,05-Apr-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł900.00,264
MODGPC265,05-Apr-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł951.33,265
MODGPC266,05-Apr-11,Computer Equipment & Services      , COMPUTER MAINT/SVCS - DEF,"Ł1,356.04",266
MODGPC267,05-Apr-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł758.49,267
MODGPC268,05-Apr-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł1,762.80",268
MODGPC269,05-Apr-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł1,577.40",269
MODGPC270,05-Apr-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł1,577.40",270
MODGPC271,05-Apr-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł881.25,271
MODGPC272,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł825.62,272
MODGPC273,05-Apr-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł654.00,273
MODGPC274,05-Apr-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł610.71,274
MODGPC275,05-Apr-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł4,077.55",275
MODGPC276,05-Apr-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,051.20",276
MODGPC277,05-Apr-11,General Retail and Wholesale       , SPORTING GOODS STORES,Ł980.00,277
MODGPC278,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł15,120.00",278
MODGPC279,05-Apr-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,692.81",279
MODGPC280,05-Apr-11,General Retail and Wholesale       , WOMENS ACCESS/SPECIALTY,Ł795.44,280
MODGPC281,05-Apr-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,Ł889.20,281
MODGPC282,05-Apr-11,General Retail and Wholesale       , TENT AND AWNING SHOPS,"Ł1,647.88",282
MODGPC283,05-Apr-11,General Retail and Wholesale       , FLOOR COVERING STORES,"Ł2,814.00",283
MODGPC284,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,990.71",284
MODGPC285,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł635.28,285
MODGPC286,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,219.50",286
MODGPC287,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,167.38",287
MODGPC288,05-Apr-11,General Retail and Wholesale       , WOMENS ACCESS/SPECIALTY,"Ł2,942.09",288
MODGPC289,05-Apr-11,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,Ł648.50,289
MODGPC290,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,090.50",290
MODGPC291,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,095.20",291
MODGPC292,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł724.92,292
MODGPC293,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł7,246.53",293
MODGPC294,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł522.00,294
MODGPC295,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł8,178.88",295
MODGPC296,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł10,296.91",296
MODGPC297,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,751.50",297
MODGPC298,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł6,353.76",298
MODGPC299,05-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł6,822.51",299
MODGPC300,05-Apr-11,General Retail and Wholesale       , HOME SUPPLY WAREHOUSE STORES,Ł586.08,300
MODGPC301,05-Apr-11,General Retail and Wholesale       , COSMETIC STORES,"Ł4,310.62",301
MODGPC302,05-Apr-11,Leisure Activities                 , BOWLING ALLEYS,Ł539.00,302
MODGPC303,05-Apr-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,Ł880.00,303
MODGPC304,05-Apr-11,Leisure Activities                 , TRAILER PARKS/CAMPGROUNDS,"Ł3,224.00",304
MODGPC305,05-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł697.70,305
MODGPC306,05-Apr-11,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,"Ł2,914.00",306
MODGPC307,05-Apr-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł578.77,307
MODGPC308,05-Apr-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł3,491.40",308
MODGPC309,05-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,358.45",309
MODGPC310,05-Apr-11,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,Ł780.00,310
MODGPC311,05-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,434.24",311
MODGPC312,05-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł9,451.54",312
MODGPC313,05-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,849.08",313
MODGPC314,05-Apr-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł598.00,314
MODGPC315,05-Apr-11,Medical Supplies and Services      , OPTICIANS,"Ł1,030.50",315
MODGPC316,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł1,928.88",316
MODGPC317,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł2,585.06",317
MODGPC318,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł2,329.62",318
MODGPC319,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł4,887.60",319
MODGPC320,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł1,368.76",320
MODGPC321,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł4,698.43",321
MODGPC322,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł5,173.20",322
MODGPC323,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł1,928.88",323
MODGPC324,05-Apr-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł1,167.02",324
MODGPC325,05-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,177.20",325
MODGPC326,05-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł960.00,326
MODGPC327,05-Apr-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł1,136.26",327
MODGPC328,05-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł732.00,328
MODGPC329,05-Apr-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"Ł2,203.97",329
MODGPC330,05-Apr-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł792.00,330
MODGPC331,05-Apr-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł792.00,331
MODGPC332,05-Apr-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł792.00,332
MODGPC333,05-Apr-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł792.00,333
MODGPC334,05-Apr-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł792.00,334
MODGPC335,05-Apr-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł792.00,335
MODGPC336,05-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,646.95",336
MODGPC337,05-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł624.86,337
MODGPC338,05-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,837.20",338
MODGPC339,05-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,837.20",339
MODGPC340,05-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł588.00,340
MODGPC341,05-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,220.00",341
MODGPC342,05-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,220.00",342
MODGPC343,05-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł7,707.96",343
MODGPC344,05-Apr-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł585.60,344
MODGPC345,05-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,394.16",345
MODGPC346,05-Apr-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł952.20,346
MODGPC347,05-Apr-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł3,800.04",347
MODGPC348,05-Apr-11,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł602.94,348
MODGPC349,05-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł849.00,349
MODGPC350,05-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,526.58",350
MODGPC351,05-Apr-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,Ł605.10,351
MODGPC352,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,265.00",352
MODGPC353,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł554.40,353
MODGPC354,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł701.99,354
MODGPC355,05-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"Ł5,201.64",355
MODGPC356,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł794.48,356
MODGPC357,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł560.41,357
MODGPC358,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł2,469.01",358
MODGPC359,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,696.98",359
MODGPC360,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł4,760.67",360
MODGPC361,05-Apr-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł3,569.21",361
MODGPC362,05-Apr-11,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,Ł580.00,362
MODGPC363,05-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł1,298.95",363
MODGPC364,05-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł575.33,364
MODGPC365,05-Apr-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł1,928.50",365
MODGPC366,05-Apr-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,050.00",366
MODGPC367,05-Apr-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,402.80",367
MODGPC368,05-Apr-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł903.18,368
MODGPC369,05-Apr-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł4,507.87",369
MODGPC370,05-Apr-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł2,268.00",370
MODGPC371,05-Apr-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,360.80",371
MODGPC372,05-Apr-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł2,268.00",372
MODGPC373,05-Apr-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,814.40",373
MODGPC374,05-Apr-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł5,977.91",374
MODGPC375,05-Apr-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł644.94,375
MODGPC376,05-Apr-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł2,718.00",376
MODGPC377,05-Apr-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł1,429.80",377
MODGPC378,05-Apr-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,378
MODGPC379,05-Apr-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł640.00,379
MODGPC380,05-Apr-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł2,464.63",380
MODGPC381,05-Apr-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"Ł1,440.00",381
MODGPC382,05-Apr-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,183.78",382
MODGPC383,05-Apr-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł4,800.00",383
MODGPC384,05-Apr-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,Ł806.40,384
MODGPC385,05-Apr-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł552.00,385
MODGPC386,05-Apr-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł1,134.37",386
MODGPC387,05-Apr-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł1,485.41",387
MODGPC388,06-Apr-11,Auto Rental                        ,Auto Rental                        ,Ł506.06,388
MODGPC389,06-Apr-11,Auto Rental                        ,Auto Rental                        ,Ł699.58,389
MODGPC390,06-Apr-11,Books and Periodicals              , BOOK STORES,"Ł1,959.60",390
MODGPC391,06-Apr-11,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,"Ł3,600.00",391
MODGPC392,06-Apr-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,213.09",392
MODGPC393,06-Apr-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,244.00",393
MODGPC394,06-Apr-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł762.61,394
MODGPC395,06-Apr-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł7,280.07",395
MODGPC396,06-Apr-11,Building Services                  , ELECTRICAL CONTRACTORS,"Ł3,677.86",396
MODGPC397,06-Apr-11,Building Services                  ," HEATING, PLUMBING, AIR COND","Ł1,735.82",397
MODGPC398,06-Apr-11,Building Services                  ," HEATING, PLUMBING, AIR COND","Ł3,240.00",398
MODGPC399,06-Apr-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł520.20,399
MODGPC400,06-Apr-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"Ł1,273.98",400
MODGPC401,06-Apr-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"Ł31,553.16",401
MODGPC402,06-Apr-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,Ł903.81,402
MODGPC403,06-Apr-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"Ł1,124.70",403
MODGPC404,06-Apr-11,Cleaning Services and Supplies     , DRY CLEANERS,"Ł1,878.31",404
MODGPC405,06-Apr-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"Ł2,095.69",405
MODGPC406,06-Apr-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł3,038.00",406
MODGPC407,06-Apr-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł589.91,407
MODGPC408,06-Apr-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł863.99,408
MODGPC409,06-Apr-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"Ł1,175.75",409
MODGPC410,06-Apr-11,General Retail and Wholesale       , HARDWARE STORES,"Ł1,870.20",410
MODGPC411,06-Apr-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł600.00,411
MODGPC412,06-Apr-11,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"Ł1,249.50",412
MODGPC413,06-Apr-11,General Retail and Wholesale       , TENT AND AWNING SHOPS,Ł630.00,413
MODGPC414,06-Apr-11,General Retail and Wholesale       , FLOOR COVERING STORES,"Ł1,433.64",414
MODGPC415,06-Apr-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",Ł534.00,415
MODGPC416,06-Apr-11,General Retail and Wholesale       , HARDWARE STORES,"Ł1,952.40",416
MODGPC417,06-Apr-11,General Retail and Wholesale       , HARDWARE STORES,Ł980.40,417
MODGPC418,06-Apr-11,General Retail and Wholesale       , HARDWARE STORES,Ł619.20,418
MODGPC419,06-Apr-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł3,233.36",419
MODGPC420,06-Apr-11,General Retail and Wholesale       , GROCERY STORES/SUPERMARKETS,Ł588.80,420
MODGPC421,06-Apr-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"Ł3,500.00",421
MODGPC422,06-Apr-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł967.20,422
MODGPC423,06-Apr-11,General Retail and Wholesale       , SPORTING GOODS STORES,Ł503.99,423
MODGPC424,06-Apr-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł886.55,424
MODGPC425,06-Apr-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"Ł1,550.40",425
MODGPC426,06-Apr-11,General Retail and Wholesale       , DEPARTMENT STORES,"Ł1,129.34",426
MODGPC427,06-Apr-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"Ł8,452.92",427
MODGPC428,06-Apr-11,General Retail and Wholesale       , SPORTING GOODS STORES,Ł784.00,428
MODGPC429,06-Apr-11,General Retail and Wholesale       , SPORTING GOODS STORES,Ł552.00,429
MODGPC430,06-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł7,495.24",430
MODGPC431,06-Apr-11,General Retail and Wholesale       , SPORTING GOODS STORES,Ł513.90,431
MODGPC432,06-Apr-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł816.00,432
MODGPC433,06-Apr-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł4,015.20",433
MODGPC434,06-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,292.88",434
MODGPC435,06-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,924.22",435
MODGPC436,06-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł566.65,436
MODGPC437,06-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł5,974.20",437
MODGPC438,06-Apr-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,223.18",438
MODGPC439,06-Apr-11,Leisure Activities                 , MOTION PICTURE THEATRES,"Ł1,267.80",439
MODGPC440,06-Apr-11,Leisure Activities                 , RECREATION SERVICES,"Ł1,311.30",440
MODGPC441,06-Apr-11,Leisure Activities                 , RECREATION SERVICES,"Ł1,311.30",441
MODGPC442,06-Apr-11,Leisure Activities                 , BOAT DEALERS,"Ł1,500.00",442
MODGPC443,06-Apr-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł645.31,443
MODGPC444,06-Apr-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,106.39",444
MODGPC445,06-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł6,728.11",445
MODGPC446,06-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł981.57,446
MODGPC447,06-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,187.63",447
MODGPC448,06-Apr-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,404.99",448
MODGPC449,06-Apr-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,378.80",449
MODGPC450,06-Apr-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł3,600.00",450
MODGPC451,06-Apr-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł2,322.00",451
MODGPC452,06-Apr-11,Medical Supplies and Services      , PODIATRISTS/CHIROPODISTS,"Ł2,899.56",452
MODGPC453,06-Apr-11,Medical Supplies and Services      , DENTAL/LAB/MED EQUIPMENT,Ł762.00,453
MODGPC454,06-Apr-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,Ł582.00,454
MODGPC455,06-Apr-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł806.11,455
MODGPC456,06-Apr-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł2,251.75",456
MODGPC457,06-Apr-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł764.09,457
MODGPC458,06-Apr-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł3,687.60",458
MODGPC459,06-Apr-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,872.00",459
MODGPC460,06-Apr-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł4,254.00",460
MODGPC461,06-Apr-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,284.60",461
MODGPC462,06-Apr-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,Ł606.00,462
MODGPC463,06-Apr-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł500.00,463
MODGPC464,06-Apr-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,452.00",464
MODGPC465,06-Apr-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł794.59,465
