Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,5.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,62.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,37.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,124,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,51.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,65.4,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,59,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,52.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,41,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,41,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,47,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,15.95,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,115.7,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,43.3,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,86,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,30,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard May 2010,5.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard May 2010,10,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard May 2010,87,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,79,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,124.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,16.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,18,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,47,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,85.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,93,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,76,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,52.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,76,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,116.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,119.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,119.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,119.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,34,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,21.2,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,6.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,59.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,17,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,26.4,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,76.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,119,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard May 2010,55,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard May 2010,74.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard May 2010,-70,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard May 2010,26,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard May 2010,36,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard May 2010,43.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,101.8,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,232,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,123.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,120.3,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,9.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,31.5,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,119.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,18,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,28.7,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,50,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,34.9,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,14.3,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,74.2,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,28.3,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,-36.2,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Policy Relevant Info & Reporting,Barclaycard Business,Barclaycard May 2010,93.2,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Policy Relevant Info & Reporting,Barclaycard Business,Barclaycard May 2010,37.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,37.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,37.6,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,4,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,4.12,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,Global Advice,Barclaycard Business,Barclaycard May 2010,"1,122.00",
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,4.07,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,4.09,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,222,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,143,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,234.54,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,252,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,227,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,Policy Relevant Info & Reporting,Barclaycard Business,Barclaycard May 2010,157,
Defra,JNCC,18-Jun-10,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,192,
Defra,JNCC,18-Jun-10,PRIVATE VEHICLE TRAVEL,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,5,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,7.1,
Defra,JNCC,18-Jun-10,CAR PARKING,Global Advice,Barclaycard Business,Barclaycard May 2010,12,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,14.2,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,13.8,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,4,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,9.5,
Defra,JNCC,18-Jun-10,CAR PARKING,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,17.5,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,7.1,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,28.4,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,6,
Defra,JNCC,18-Jun-10,CAR PARKING,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,25.5,
Defra,JNCC,18-Jun-10,CAR PARKING,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,18.5,
Defra,JNCC,18-Jun-10,CAR PARKING,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,37.5,
Defra,JNCC,18-Jun-10,CAR PARKING,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,25,
Defra,JNCC,18-Jun-10,CAR PARKING,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,7.5,
Defra,JNCC,18-Jun-10,CAR PARKING,Global Advice,Barclaycard Business,Barclaycard May 2010,12.5,
Defra,JNCC,18-Jun-10,CAR PARKING,Global Advice,Barclaycard Business,Barclaycard May 2010,12.5,
Defra,JNCC,18-Jun-10,COACH/BUS TRAVEL,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,115,
Defra,JNCC,18-Jun-10,TAXI,Global Advice,Barclaycard Business,Barclaycard May 2010,22.9,
Defra,JNCC,18-Jun-10,TAXI,Global Advice,Barclaycard Business,Barclaycard May 2010,16.4,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,183,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,97,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,45,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,55,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,550,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,124.54,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,124.54,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,59.95,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,60.03,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,79,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,117.45,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,75.95,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,6.1,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,54.65,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,85,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,89,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,75,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,90,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,75,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,54.45,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,78,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,180,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,180,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,180,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,180,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,198,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,95,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,80,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,190,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,76,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,156,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,69,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,89.76,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,70,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,99,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,179.8,
Defra,JNCC,18-Jun-10,ACCOMMODATION - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,34.95,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard May 2010,310.95,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Global Advice,Barclaycard Business,Barclaycard May 2010,"1,272.55",
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,257.89,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,251.44,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,761.64,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,98.33,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Global Advice,Barclaycard Business,Barclaycard May 2010,230.2,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Global Advice,Barclaycard Business,Barclaycard May 2010,115.1,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Access to Information,Barclaycard Business,Barclaycard May 2010,90.04,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,41.39,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,0.18,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,77.76,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,37.37,
Defra,JNCC,18-Jun-10,ACCOMMODATION - OVERSEAS,Policy Relevant Info & Reporting,Barclaycard Business,Barclaycard May 2010,104.86,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,16.5,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,4.45,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard May 2010,11.45,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,14.04,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,145.94,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,18.24,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,11.25,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,7.49,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,9.65,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,20.55,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,50,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,18.67,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,86.32,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,12.1,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,6.64,
Defra,JNCC,18-Jun-10,SUBSISTENCE - UK,Access to Information,Barclaycard Business,Barclaycard May 2010,9.16,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,42.75,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,300,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,12.48,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard May 2010,61.34,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Surveillance & Monitoring,Barclaycard Business,Barclaycard May 2010,41.13,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,16.14,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,103.1,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Conservation Advice,Barclaycard Business,Barclaycard May 2010,41.13,
Defra,JNCC,18-Jun-10,HOSPITALITY                                                 ,Access to Information,Barclaycard Business,Barclaycard May 2010,105.25,
Defra,JNCC,18-Jun-10,STAFF WELFARE,Governance & Corporate Services,Barclaycard Business,Barclaycard May 2010,68.65,
Defra,JNCC,18-Jun-10,MEMBERSHIP TO SCIENTIFIC ORGANISATIONS,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,150.13,
Defra,JNCC,18-Jun-10,MEMBERSHIP TO SCIENTIFIC ORGANISATIONS,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,60,
Defra,JNCC,18-Jun-10,SCIENTIFIC EQUIPMENT PURCHASE                               ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,135,
Defra,JNCC,18-Jun-10,SCIENTIFIC EQUIPMENT PURCHASE                               ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,27.96,
Defra,JNCC,18-Jun-10,SCIENTIFIC EQUIPMENT PURCHASE                               ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,100.97,
Defra,JNCC,18-Jun-10,SCIENTIFIC EQUIPMENT PURCHASE                               ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,37.25,
Defra,JNCC,18-Jun-10,SCIENTIFIC EQUIPMENT REPAIR                                 ,Marine Protected Areas,Barclaycard Business,Barclaycard May 2010,217.45,
Defra,JNCC,18-Jun-10,EXTERNAL CONFERENCES                                        ,Global Advice,Barclaycard Business,Barclaycard May 2010,211.5,
Defra,JNCC,18-Jun-10,EXTERNAL CONFERENCES                                        ,Marine Management Advice,Barclaycard Business,Barclaycard May 2010,158.62,
Defra,JNCC,18-Jun-10,EXTERNAL CONFERENCES                                        ,Conservation Advice,Barclaycard Business,Barclaycard May 2010,740,
Defra,JNCC,18-Jun-10,EXTERNAL CONFERENCES                                        ,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,211.5,
Defra,JNCC,18-Jun-10,EXTERNAL CONFERENCES                                        ,Conservation Advice,Barclaycard Business,Barclaycard May 2010,420,
Defra,JNCC,18-Jun-10,EXTERNAL CONFERENCES                                        ,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,311.64,
Defra,JNCC,18-Jun-10,EXTERNAL CONFERENCES                                        ,Sustainability Advice,Barclaycard Business,Barclaycard May 2010,211.5,
Defra,JNCC,18-Jun-10,EXTERNAL CONFERENCES                                        ,Marine Surveillance,Barclaycard Business,Barclaycard May 2010,303.33,
Defra,JNCC,01-Jun-10,OFFICE RENT,Governance & Corporate Services,MJ Mapp LLP,4077,"39,362.50",
