Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001829848,"5,245,472.85",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001829849,"13,196,526.71",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001829850,"5,683,787.28",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001829851,"3,221,172.41",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001829852,"3,000,286.77",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001829853,"5,553,200.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001829853,"16,265,761.40",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001829854,"9,173,653.03",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001829855,"6,192,202.75",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001829856,"4,404,482.96",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001829857,"6,928,142.37",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001829858,"8,159,160.26",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001829859,"3,246,020.63",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001829860,"7,818,834.75",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001829861,"3,627,588.94",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GWENT (G),1001829862,"3,727,428.58",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001829863,"10,818,731.32",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001829864,"4,675,214.61",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001829865,"9,572,161.58",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001829866,"4,481,216.87",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001829867,"4,009,783.24",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001829868,"4,463,726.28",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE (G),1001829869,"9,754,346.18",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001829870,"9,237,872.79",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001829871,"4,574,194.21",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001829872,"7,313,374.43",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001829873,"2,871,306.81",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001829874,"2,609,041.07",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001829877,"9,499,865.36",,,,,,,,
Home Office ,Home Office ,10/02/2016,"IT, TelecommsManaged Service",CPG - Crime & Policing Group,VODAFONE LTD,1001830054,"67,696.80",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001829878,"6,155,808.34",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001829879,"18,838,335.39",,,,,,,,
Home Office ,Home Office ,11/02/2016,Grant,CPG - Crime & Policing Group,NATIONAL CRIME AGENCY (NCA) (G),3000051190,"784,607.68",,,,,,,,
Home Office ,Home Office ,12/02/2016,Grant,CPG - Crime & Policing Group,GANGMASTERS LICENSING AUTHORITY (G),1001830834,"113,863.00",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001831660,"283,817.00",,,,,,,,
Home Office ,Home Office ,15/02/2016,Legal Services,CPG - Crime & Policing Group,DENTONS UKMEA LLP,1001831767,"65,960.88",,,,,,,,
Home Office ,Home Office ,15/02/2016,Legal Services,CPG - Crime & Policing Group,DENTONS UKMEA LLP,1001831767,"11,628.35",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001831666,"71,071.65",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001831667,"48,224.70",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001831668,"59,532.00",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001831668,"32,180.00",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001831669,"308,056.00",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001831669,"234,605.00",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001831669,"44,953.87",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001831670,"139,825.50",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,RAPE CRISIS ENGLAND AND WALES (G),1001831672,"75,000.00",,,,,,,,
Home Office ,Home Office ,15/02/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001831673,"79,148.00",,,,,,,,
Home Office ,Home Office ,16/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001832165,"34,000.00",,,,,,,,
Home Office ,Home Office ,17/02/2016,Professional & Admin Services,CPG - Crime & Policing Group,GOVERNMENT ACTUARY'S DEPARTMENT,3000051204,"25,404.65",,,,,,,,
Home Office ,Home Office ,17/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001832714,"453,383.00",,,,,,,,
Home Office ,Home Office ,17/02/2016,Professional & Admin Services,CPG - Crime & Policing Group,SELEX ES LTD,1001832917,"25,515.26",,,,,,,,
Home Office ,Home Office ,22/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001833957,"1,918,364.00",,,,,,,,
Home Office ,Home Office ,23/02/2016,Professional & Admin Services,CPG - Crime & Policing Group,SHEILA DREW SMITH,1001834680,"33,892.36",,,,,,,,
Home Office ,Home Office ,23/02/2016,Professional & Admin Services,CPG - Crime & Policing Group,SHEILA DREW SMITH,1001834680,"5,732.36",,,,,,,,
Home Office ,Home Office ,23/02/2016,Professional & Admin Services,CPG - Crime & Policing Group,SHEILA DREW SMITH,1001834680,"5,914.16",,,,,,,,
Home Office ,Home Office ,26/02/2016,Professional & Admin Services,CPG - Crime & Policing Group,SELEX ES LTD,1001836410,"28,092.42",,,,,,,,
Home Office ,Home Office ,01/02/2016,Grant,CSG - Corporate Services Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001825875,"200,000.00",,,,,,,,
Home Office ,Home Office ,05/02/2016,"IT, Broadcasting & Telecomms Components",CSG - Corporate Services Group,SHARED SERVICES CONNECTED LTD (SSCL),1001828419,"1,384,170.71",,,,,,,,
Home Office ,Home Office ,10/02/2016,"IT, Broadcasting & Telecomms Components",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001829993,"107,869.03",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"73,800.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"81,052.96",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"16,510.96",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"-81,052.96",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"29,543.56",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"18,786.56",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"-29,543.56",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"33,371.18",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"22,614.18",,,,,,,,
Home Office ,Home Office ,10/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001830034,"-33,371.18",,,,,,,,
Home Office ,Home Office ,12/02/2016,Advertising Media,CSG - Corporate Services Group,RAINEY KELLY CAMPBELL ROALFE/Y&R,1001831203,"190,510.80",,,,,,,,
Home Office ,Home Office ,26/02/2016,"IT, Broadcasting & Telecomms Components",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001836348,"821,364.96",,,,,,,,
Home Office ,Home Office ,04/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1001838966,"25,991.92",,,,,,,,
Home Office ,Home Office ,04/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1001838966,"26,324.68",,,,,,,,
Home Office ,Home Office ,04/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1001838966,"28,488.35",,,,,,,,
Home Office ,Home Office ,10/03/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,BT GLOBAL SERVICES,1001841320,"260,944.87",,,,,,,,
Home Office ,Home Office ,10/03/2016,"IT, Tele ApplicConsult&Development",CSG - Corporate Services Group,TEST PEOPLE LTD (THE),1001841409,"26,244.48",,,,,,,,
Home Office ,Home Office ,02/02/2016,Public Administration Services,Group HR,MINISTRY OF JUSTICE,3000051146,"166,999.20",,,,,,,,
Home Office ,Home Office ,03/02/2016,Healthcare Services,Group HR,HEALTH MANAGEMENT LTD,1001827288,"70,125.95",,,,,,,,
Home Office ,Home Office ,03/02/2016,Healthcare Services,Group HR,HEALTH MANAGEMENT LTD,1001827288,"101,593.58",,,,,,,,
Home Office ,Home Office ,08/02/2016,Healthcare Services,Group HR,HEALTH MANAGEMENT LTD,1001828872,"49,473.42",,,,,,,,
Home Office ,Home Office ,15/02/2016,Public Administration Services,Group HR,MINISTRY OF JUSTICE,3000051198,"333,998.40",,,,,,,,
Home Office ,Home Office ,16/02/2016,Social Research,Group HR,CABINET OFFICE,1001832398,"55,650.71",,,,,,,,
Home Office ,Home Office ,23/02/2016,Education & Training Services,Group HR,HM REVENUE & CUSTOMS,3000051224,"1,008,977.84",,,,,,,,
Home Office ,Home Office ,24/02/2016,Legal Services,Group HR,MINISTRY OF JUSTICE,3000051236,"1,841,394.50",,,,,,,,
Home Office ,Home Office ,01/02/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001826053,"717,305.16",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001827271,"388,739.93",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001827271,"119,997.62",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001827271,"58,112.00",,,,,,,,
Home Office ,Home Office ,05/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,BRAMBLE HUB LTD,1001828301,"54,259.92",,,,,,,,
Home Office ,Home Office ,05/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,BRAMBLE HUB LTD,1001828301,"-54,259.92",,,,,,,,
Home Office ,Home Office ,08/02/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,BRAMBLE HUB LTD,1001828843,"30,321.72",,,,,,,,
Home Office ,Home Office ,08/02/2016,HOPG Construction  Framework,HMPO - HM Passport Office,CARILLION (MAPLE OAK) LTD,1001828853,"946,957.45",,,,,,,,
Home Office ,Home Office ,09/02/2016,Passport Production,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001829514,"49,524.55",,,,,,,,
Home Office ,Home Office ,09/02/2016,Passport Production,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001829514,"730,156.91",,,,,,,,
Home Office ,Home Office ,11/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001830506,"77,727.54",,,,,,,,
Home Office ,Home Office ,12/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001831056,"180,192.62",,,,,,,,
Home Office ,Home Office ,12/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001831056,"33,099.74",,,,,,,,
Home Office ,Home Office ,12/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001831056,"109,430.65",,,,,,,,
Home Office ,Home Office ,12/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001831056,"798,022.42",,,,,,,,
Home Office ,Home Office ,19/02/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001833602,"1,359,222.48",,,,,,,,
Home Office ,Home Office ,22/02/2016,Professional & Admin Services,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001834021,"806,418.14",,,,,,,,
Home Office ,Home Office ,22/02/2016,"Transport, Storage & Mail Services",HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001834021,"782,502.49",,,,,,,,
Home Office ,Home Office ,22/02/2016,Office Equipment & Machines,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001834021,"821,340.56",,,,,,,,
Home Office ,Home Office ,22/02/2016,Passport Production,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001834021,"4,522,459.90",,,,,,,,
Home Office ,Home Office ,22/02/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001834022,"36,526.90",,,,,,,,
Home Office ,Home Office ,22/02/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001834085,"35,249.76",,,,,,,,
Home Office ,Home Office ,23/02/2016,Professional & Admin Services,HMPO - HM Passport Office,BEHAVIOURAL INSIGHTS LTD (THE),1001834606,"33,900.00",,,,,,,,
Home Office ,Home Office ,23/02/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001834628,"40,900.72",,,,,,,,
Home Office ,Home Office ,24/02/2016,"Transport, Storage & Mail Services",HMPO - HM Passport Office,ROYAL MAIL,1001835266,"25,646.45",,,,,,,,
Home Office ,Home Office ,25/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001835708,"1,140,759.00",,,,,,,,
Home Office ,Home Office ,25/02/2016,"IT, TelecommsHardware",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001835708,"203,773.00",,,,,,,,
Home Office ,Home Office ,25/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001835708,"612,980.60",,,,,,,,
Home Office ,Home Office ,25/02/2016,"IT, TelecommsHardware",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001835708,"104,208.60",,,,,,,,
Home Office ,Home Office ,25/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001835708,"1,000,188.40",,,,,,,,
Home Office ,Home Office ,25/02/2016,"IT, TelecommsHardware",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001835708,"168,114.40",,,,,,,,
Home Office ,Home Office ,25/02/2016,Professional & Admin Services,HMPO - HM Passport Office,FOREIGN AND COMMONWEALTH OFFICE,3000051240,"42,251.79",,,,,,,,
Home Office ,Home Office ,26/02/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836333,"45,597.14",,,,,,,,
Home Office ,Home Office ,26/02/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836333,"55,854.11",,,,,,,,
Home Office ,Home Office ,26/02/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836333,"64,990.80",,,,,,,,
Home Office ,Home Office ,26/02/2016,"IT, Broadcasting & Telecomms Components",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836333,"478,548.00",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836335,"201,750.14",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836335,"109,430.65",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836335,"109,430.65",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836335,"786,279.11",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001836335,"786,279.11",,,,,,,,
Home Office ,Home Office ,26/02/2016,"Transport, Storage & Mail Services",HMPO - HM Passport Office,ROYAL MAIL,1001836408,"27,250.32",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"1,147,330.12",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"387,252.47",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"268,558.46",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"268,326.57",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"268,091.47",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"278,053.85",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"311,324.82",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"276,849.98",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"303,224.03",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"276,957.65",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"295,615.88",,,,,,,,
Home Office ,Home Office ,26/02/2016,Passport Production,HMPO - HM Passport Office,SOPRA STERIA LTD,1001836415,"470,623.19",,,,,,,,
Home Office ,Home Office ,01/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,ACRO CRIMINAL RECORDS OFFICE (ACRO) (G),1001825873,"91,020.00",,,,,,,,
Home Office ,Home Office ,01/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,ACRO CRIMINAL RECORDS OFFICE (ACRO) (G),1001825873,"60,299.00",,,,,,,,
Home Office ,Home Office ,01/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001826044,"140,368.56",,,,,,,,
Home Office ,Home Office ,01/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001826044,"-25,025.84",,,,,,,,
Home Office ,Home Office ,01/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001826044,"170,174.71",,,,,,,,
Home Office ,Home Office ,01/02/2016,Advertising Media,OSCT - Office of Security and Counter-Terrorism,DENTSU AEGIS UK LIMITED,1001826044,"94,965.83",,,,,,,,
Home Office ,Home Office ,01/02/2016,Citizen Ceremonies Receipts,OSCT - Office of Security and Counter-Terrorism,TENBOSS LTD,1001826139,"115,346.40",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,BIRMINGHAM CITY COUNCIL (G),1001826522,"112,554.34",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,CAMBRIDGESHIRE COUNTY COUNCIL (G),1001826528,"31,289.78",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,CARDIFF COUNTY COUNCIL 1 (G),1001826529,"36,375.00",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,CITY OF WAKEFIELD METROPOLITAN DISTRICT COUNCIL (G),1001826534,"32,443.69",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,CITY OF WESTMINSTER (G),1001826535,"49,142.63",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,CITY OF YORK COUNCIL 1 (G),1001826536,"42,559.12",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,ESSEX COUNTY COUNCIL 1 (G),1001826543,"58,411.12",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,HERTFORDSHIRE COUNTY COUNCIL 1 (G),1001826550,"116,832.58",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,KIRKLEES METROPOLITAN COUNCIL 2 (G),1001826552,"32,525.53",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH OF ENFIELD 1 (G),1001826562,"83,339.48",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH OF HOUNSLOW (G),1001826566,"28,500.00",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH OF LEWISHAM (G),1001826567,"59,542.08",,,,,,,,
Home Office ,Home Office ,02/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,LONDON BOROUGH OF NEWHAM (G),1001826569,"62,783.68",,,,,,,,
Home Office ,Home Office ,02/02/2016,Professional & Admin Services,OSCT - Office of Security and Counter-Terrorism,SOUTH CAMBS DISTRICT COUNCIL (G),1001826588,"27,552.28",,,,,,,,
Home Office ,Home Office ,02/02/2016,Citizen Ceremonies Receipts,OSCT - Office of Security and Counter-Terrorism,THURROCK COUNCIL (G),1001826594,"30,918.75",,,,,,,,
Home Office ,Home Office ,03/02/2016,"IT, TelecommsManaged Service",OSCT - Office of Security and Counter-Terrorism,GOVERNMENT COMMUNICATION BUREAU,3000051150,"303,500.00",,,,,,,,
Home Office ,Home Office ,04/02/2016,Grant,OSCT - Office of Security and Counter-Terrorism,COMMUNITY SECURITY TRUST (G),1001827611,"1,013,712.86",,,,,,,,
Home Office ,Home Office ,04/02/2016,Other Govt Department,OSCT - Office of Security and Counter-Terrorism,FOREIGN AND COMMONWEALTH OFFICE,3000051154,"38,667.24",,,,,,,,
