Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001827102,"85,858.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001827103,"2,601,133.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001827103,"325,811.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001827103,"1,460,421.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001827103,"30,651.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001827103,"207,154.11",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001827103,"73,050.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001827104,"14,375,914.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001827104,"1,205,590.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001827104,"10,837,733.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001827104,"880,055.32",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001827104,"185,486.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001827105,"11,835,974.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001827105,"992,159.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001827105,"6,192,862.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001827105,"720,366.24",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001827105,"281,035.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001827106,"5,152,811.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001827106,"525,779.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001827106,"48,794.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001827106,"3,752,034.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001827106,"315,503.28",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001827106,"113,452.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001827107,"3,868,093.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001827107,"572,352.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001827107,"3,229,406.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001827107,"250,833.75",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001827107,"66,666.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001827108,"5,206,505.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001827108,"612,165.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001827108,"3,160,642.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001827108,"304,102.03",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001827108,"112,834.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001827109,"8,609,915.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001827109,"1,089,093.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001827109,"5,290,080.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001827109,"538,139.08",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001827109,"199,354.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001827110,"2,619,590.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001827110,"506,303.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001827110,"154,873.99",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001827111,"8,614,347.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001827111,"916,030.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001827111,"4,687,778.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001827111,"455,923.33",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001827111,"177,748.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001827112,"2,882,276.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001827112,"373,207.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001827112,"1,637,017.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001827112,"180,866.30",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001827112,"93,063.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GWENT (G),1001827113,"3,601,705.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GWENT (G),1001827113,"218,980.86",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001827114,"10,058,409.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001827114,"868,681.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001827114,"5,291,814.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001827114,"564,867.41",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001827114,"209,995.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001827115,"5,983,712.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001827115,"545,275.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001827115,"56,442.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001827115,"3,048,121.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001827115,"55,695.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001827115,"286,237.07",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001827115,"138,358.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001827116,"8,427,698.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001827116,"926,054.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001827116,"6,634,091.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001827116,"534,767.06",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001827116,"142,841.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001827117,"3,218,632.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001827117,"481,241.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001827117,"1,703,447.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001827117,"188,976.21",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001827117,"88,222.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001827118,"3,783,232.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001827118,"537,972.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001827118,"225,252.40",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001827119,"3,493,459.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001827119,"478,842.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001827119,"2,266,316.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001827119,"51,630.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001827119,"210,116.28",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001827119,"127,685.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE (G),1001827120,"7,444,798.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE (G),1001827120,"475,033.70",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001827121,"8,431,206.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001827121,"799,270.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001827121,"6,492,429.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001827121,"522,140.42",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001827121,"105,745.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001827122,"5,210,130.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001827122,"563,209.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001827122,"2,448,823.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001827122,"298,839.89",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001827122,"205,069.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001827123,"8,199,147.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001827123,"844,969.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001827123,"4,516,747.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001827123,"73,873.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001827123,"441,527.03",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001827123,"181,293.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001827124,"3,141,658.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001827124,"320,166.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001827124,"1,733,462.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001827124,"33,524.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001827124,"198,197.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001827124,"82,546.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001827125,"3,380,541.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001827125,"323,866.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001827125,"1,955,086.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001827125,"204,703.49",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001827125,"62,578.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001827126,"9,229,890.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001827126,"572,223.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001827126,"32,426.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001827126,"8,998,972.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001827126,"615,654.56",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001827126,"75,994.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001827127,"5,560,752.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001827127,"766,660.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001827127,"3,636,416.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001827127,"66,627.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001827127,"355,999.59",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001827127,"164,640.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001827128,"21,021,902.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001827128,"1,419,533.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001827128,"15,109,206.00",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001827128,"1,199,798.01",,,,,,,,
Home Office ,Home Office ,03/02/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001827128,"165,945.00",,,,,,,,
Home Office ,Home Office ,04/02/2016,Grant,CPG - Crime & Policing Group,COLLEGE OF POLICING (G),1001827610,"1,677,570.00",,,,,,,,
Home Office ,Home Office ,04/02/2016,Professional & Admin Services,CPG - Crime & Policing Group,"DEPARTMENT FOR BUSINESS, INNOVATION & SKILLS",3000051152,"74,878.39",,,,,,,,
Home Office ,Home Office ,04/02/2016,Grant,CPG - Crime & Policing Group,FOREIGN AND COMMONWEALTH OFFICE (G),3000051155,"110,000.00",,,,,,,,
Home Office ,Home Office ,04/02/2016,Grant,CPG - Crime & Policing Group,INDEPENDENT POLICE COMPLAINTS COMISSION (G),1001827613,"6,000,000.00",,,,,,,,
Home Office ,Home Office ,04/02/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001827614,"248,720.00",,,,,,,,
Home Office ,Home Office ,05/02/2016,Grant,CPG - Crime & Policing Group,HERTFORDSHIRE COUNTY COUNCIL 1 (G),1001828148,"40,000.00",,,,,,,,
Home Office ,Home Office ,05/02/2016,Public Administration Services,CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001828371,"377,880.48",,,,,,,,
Home Office ,Home Office ,05/02/2016,Grant,CPG - Crime & Policing Group,WOMENS AID (G),1001828165,"125,000.00",,,,,,,,
Home Office ,Home Office ,08/02/2016,Grant,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001828759,"980,681.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001829821,"8,094,793.33",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001829826,"3,934,720.31",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001829828,"2,420,735.25",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001829829,"2,571,296.06",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001829831,"4,704,673.92",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,GANGMASTERS LICENSING AUTHORITY (G),1001829832,"171,978.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001829839,"63,769,701.13",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001829841,"3,485,449.00",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001829842,"7,509,845.30",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001829843,"3,913,141.79",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001829844,"4,585,295.42",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001829845,"9,006,405.23",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001829846,"16,424,399.91",,,,,,,,
Home Office ,Home Office ,10/02/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001829847,"5,618,842.15",,,,,,,,
