DEFRA,Environment Agency,02-Nov-10,Construction Supplies,Capital WiP,Westminster Dredging Co Ltd,2240286,"Ł364,250.00"
DEFRA,Environment Agency,09-Nov-10,Engineering Services,HO Fleet Operations,Fraikin Ltd,2240738,"Ł361,977.17"
DEFRA,Environment Agency,04-Nov-10,Construction Service Providers,Capital WiP,Atkins Ltd,2240308,"Ł359,308.92"
DEFRA,Environment Agency,18-Nov-10,Specialist Contractors,CI Solutions Delivery Management,Rullion Computer Personnel Ltd,2241856,"Ł353,467.23"
DEFRA,Environment Agency,04-Nov-10,Main Contractors,Capital WiP,Jackson Civil Engineering Ltd,2240425,"Ł346,319.21"
DEFRA,Environment Agency,25-Nov-10,Environmental Services,Capital WiP,Capita Symonds Ltd,2242293,"Ł331,752.81"
DEFRA,Environment Agency,02-Nov-10,Main Contractors,Capital WiP,Interserve Project Services Ltd,2240103,"Ł287,073.32"
DEFRA,Environment Agency,16-Nov-10,Main Contractors,Capital WiP,Morrison Construction Ltd,2241509,"Ł284,429.58"
DEFRA,Environment Agency,02-Nov-10,Fuels,HO Fleet Operations,Arval Phh,2239963,"Ł257,326.27"
DEFRA,Environment Agency,09-Nov-10,Systems Delivery,HO Environmental Protection,Scisys UK Ltd,2240890,"Ł257,160.70"
DEFRA,Environment Agency,11-Nov-10,Main Contractors,Capital WiP,Team Van Oord,2241239,"Ł252,349.78"
DEFRA,Environment Agency,01-Nov-10,Environmental Services,Nat Trading and Reg Services,Climate Change Secretariat,ITL2011,"Ł246,842.57"
DEFRA,Environment Agency,16-Nov-10,Leasing,Capital WiP,Hydrex Equipment UK Ltd,2241442,"Ł238,917.49"
DEFRA,Environment Agency,23-Nov-10,"Marine, Coastal & Inland Waterways Services",Capital WiP,Entec UK Ltd,2242030,"Ł227,709.61"
DEFRA,Environment Agency,25-Nov-10,Building Management,Capital WiP,Warrington Borough Council,2242592,"Ł224,815.00"
DEFRA,Environment Agency,04-Nov-10,Main Contractors,Capital WiP,Pevensey Coastal Defence Ltd,2240487,"Ł219,404.26"
DEFRA,Environment Agency,23-Nov-10,Software,HO Commercial Development,CEH,2241980,"Ł210,854.41"
DEFRA,Environment Agency,16-Nov-10,Main Contractors, Capital WiP,Amco Engineering,2241290,"Ł209,223.37"
DEFRA,Environment Agency,02-Nov-10,Main Contractors, Capital WiP,Birse Civils Ltd,2239981,"Ł208,804.19"
DEFRA,Environment Agency,11-Nov-10,Vehicles Maintenance,HO Fleet Operations,Hitachi Capital Commercial Vehicle Services,2241095,"Ł197,432.99"
DEFRA,Environment Agency,16-Nov-10,Staff Childcare,Recharge to Staff,Edenred Childcare Vouchers Ltd,2241386,"Ł197,230.94"
DEFRA,Environment Agency,25-Nov-10,"Marine, Coastal & Inland Waterways Services",Capital WiP,Haskoning UK Ltd,2242388,"Ł191,065.16"
DEFRA,Environment Agency,25-Nov-10,Purchase,Capital WiP,Adsyst Automation Ltd,2242239,"Ł186,991.42"
DEFRA,Environment Agency,09-Nov-10,Main Contractors,Capital WiP,Team Van Oord,2240920,"Ł184,333.47"
DEFRA,Environment Agency,02-Nov-10,Business Process Outsourcing Services,National Enforcement Service,Post Office Ltd,2240191,"Ł180,409.99"
DEFRA,Environment Agency,16-Nov-10,Construction Service Providers, Capital WiP,Halcrow Group Ltd,2241431,"Ł176,520.81"
DEFRA,Environment Agency,04-Nov-10,Pension Services,HR,Capita Hartshead Ltd,2240333,"Ł175,034.00"
DEFRA,Environment Agency,02-Nov-10,Construction Supplies, Capital WiP,Barhale Construction Plc,2239969,"Ł170,266.02"
DEFRA,Environment Agency,25-Nov-10,Building Management,FM Operating Unit - Central and South West,Jones Lang Le Salle,2242418,"Ł170,051.88"
DEFRA,Environment Agency,16-Nov-10,Vehicle Maintenance,HO Fleet Operations,Briggs Marine Contractors Ltd,2241318,"Ł169,225.56"
DEFRA,Environment Agency,16-Nov-10,Specialist Contractors,CI SD Management MRA,Elan Computing Ltd,2241390,"Ł168,119.13"
DEFRA,Environment Agency,16-Nov-10,Leasing,HO Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,2033473,"Ł167,173.05"
DEFRA,Environment Agency,11-Nov-10,Environmental Services,NW South-AEM - Merseyside,Jeremy Benn Associates Ltd,2241116,"Ł166,409.36"
DEFRA,Environment Agency,09-Nov-10,Purchase,HO Capital WiP,Mitsubishi Motors,2240824,"Ł162,909.45"
DEFRA,Environment Agency,09-Nov-10,Rail,Head Office,Redfern Travel Ltd,2240875,"Ł160,788.56"
DEFRA,Environment Agency,23-Nov-10,Main Contractors,Capital WiP,Volkerstevin Ltd,2242215,"Ł159,426.28"
DEFRA,Environment Agency,11-Nov-10,Environmental Services,Capital WiP,Broadland Environmental Services Ltd,2241003,"Ł156,830.48"
DEFRA,Environment Agency,11-Nov-10,Main Contractors,Capital WiP,P & R Plant Lincolnshire Ltd,2241173,"Ł154,080.15"
DEFRA,Environment Agency,09-Nov-10,Main Contractors,Capital WiP,Birse Civils Ltd,2240632,"Ł152,525.75"
DEFRA,Environment Agency,11-Nov-10,Main Contractors,NE Yorkshire Area Ops Delivery,Amco Engineering,2240978,"Ł146,836.00"
DEFRA,Environment Agency,11-Nov-10,Electricity,HO Facilities Management,EDF Energy Ltd,2241053,"Ł145,803.78"
DEFRA,Environment Agency,02-Nov-10,Environmental Services,NW Water Management,Atkins Ltd,2239965,"Ł145,790.11"
DEFRA,Environment Agency,11-Nov-10,Construction Service Providers, Capital WiP,Jacobs Engineering UK Ltd,2241112,"Ł143,184.40"
DEFRA,Environment Agency,25-Nov-10,Purchase, Capital WiP,Mitsubishi Motors,2242469,"Ł138,855.65"
DEFRA,Environment Agency,23-Nov-10,Building Management,FM Operating Unit - Northern,Amas Ltd,2241935,"Ł138,517.81"
DEFRA,Environment Agency,02-Nov-10,Hardware,HO Geomatics,Computacenter UK Ltd,2240027,"Ł136,011.45"
DEFRA,Environment Agency,18-Nov-10,Main Contractors,Capital WiP,LES Engineering Ltd,2241785,"Ł135,819.48"
DEFRA,Environment Agency,02-Nov-10,Systems Delivery,CIS Capital WiP,CDC Climat,113132,"Ł134,930.87"
DEFRA,Environment Agency,16-Nov-10,Engineering Services, Capital WiP,MAN Diesel Ltd,2241494,"Ł132,900.13"
DEFRA,Environment Agency,09-Nov-10,Main Contractors, Capital WiP,Interserve Project Services Ltd,2240774,"Ł131,857.80"
DEFRA,Environment Agency,04-Nov-10,"Marine, Coastal & Inland Waterways Services",Incident Management Manager,Capita Symonds Ltd,2240335,"Ł130,555.33"
DEFRA,Environment Agency,09-Nov-10,Non Procurement Related,MI East-AEM - 3,Peak District National Park Authority,2240854,"Ł126,312.50"
DEFRA,Environment Agency,09-Nov-10,Construction Service Providers, Capital WiP,EC Harris Llp,2240706,"Ł123,051.62"
DEFRA,Environment Agency,16-Nov-10,Main Contractors,SW Procurement,United Utilities Industrial Ltd,2241603,"Ł118,976.73"
DEFRA,Environment Agency,04-Nov-10,Main Contractors, Capital WiP,Land & Water Services Ltd,2240438,"Ł108,594.29"
DEFRA,Environment Agency,04-Nov-10,Main Contractors, Capital WiP,JU Bowen Construction Ltd,2033306,"Ł104,432.25"
DEFRA,Environment Agency,04-Nov-10,Main Contractors, Capital WiP,Morrison Construction Ltd,2240459,"Ł102,468.88"
DEFRA,Environment Agency,23-Nov-10,Staff Training & Development,Incident Management Manager,University of the West of England,2242211,"Ł102,300.00"
DEFRA,Environment Agency,16-Nov-10,Main Contractors,SO SSD - Ops Delivery,Knowlton & Newman Portsmouth Ltd,2241482,"Ł94,571.69"
DEFRA,Environment Agency,02-Nov-10,Main Contractors, Capital WiP,G F Tomlinson Civil Engineering Ltd,2240076,"Ł91,817.27"
DEFRA,Environment Agency,02-Nov-10,Construction Service Providers,HO NCPMS National,Arcadis AYH,2239961,"Ł91,188.56"
DEFRA,Environment Agency,23-Nov-10,Construction Service Providers, Capital WiP,Haskoning UK Ltd,2242058,"Ł90,566.37"
DEFRA,Environment Agency,02-Nov-10,Construction Service Providers, Capital WiP,Black & Veatch Ltd,2239982,"Ł88,793.04"
DEFRA,Environment Agency,09-Nov-10,Non Procurement Related, Capital WiP,National Trust,2240833,"Ł85,000.00"
DEFRA,Environment Agency,09-Nov-10,Waste Management Services,National Monitoring,AMEC Nuclear UK Ltd,2240609,"Ł84,368.68"
DEFRA,Environment Agency,04-Nov-10,Pathology,NLS Operations ,PerkinElmer LAS UK Ltd,2240485,"Ł82,578.60"
DEFRA,Environment Agency,02-Nov-10,Main Contractors,NW Capital WiP,Mayson Brothers Ltd,2240145,"Ł81,932.75"
DEFRA,Environment Agency,04-Nov-10,Fleet Management,Vehicle Incidents,Nationwide Network Services,2240463,"Ł81,408.44"
DEFRA,Environment Agency,16-Nov-10,Building Management,TH South East-Tidal Defence Mgr,Port Of London Authority,2241543,"Ł80,001.86"
DEFRA,Environment Agency,23-Nov-10,Environmental Services,National Monitoring,Environmental Scientifics Group,2242031,"Ł79,364.16"
DEFRA,Environment Agency,09-Nov-10,Construction Service Providers, Capital WiP,Ove Arup & Partners Ltd,2240851,"Ł78,842.31"
DEFRA,Environment Agency,11-Nov-10,Telecoms,HO Flood Warning Systems,MM Teleperformance Ltd,2241152,"Ł78,383.01"
DEFRA,Environment Agency,09-Nov-10,Construction Service Providers,Capital WiP,Jacobs Engineering UK Ltd,2240780,"Ł78,154.70"
DEFRA,Environment Agency,04-Nov-10,Construction Service Providers,Capital WiP,Black & Veatch Ltd,2240320,"Ł77,509.70"
DEFRA,Environment Agency,23-Nov-10,Main Contractors,Capital WiP,Team Van Oord,2242198,"Ł76,522.00"
DEFRA,Environment Agency,04-Nov-10,Purchase,HO Capital WiP,Mitsubishi Motors,2240457,"Ł76,217.31"
DEFRA,Environment Agency,25-Nov-10,Construction Service Providers,NE North East Area FRM / Ops Delivery,Jacobs Engineering UK Ltd,2242410,"Ł75,040.37"
DEFRA,Environment Agency,16-Nov-10,Main Contractors, Capital WiP,Team Van Oord,2241589,"Ł73,682.58"
DEFRA,Environment Agency,16-Nov-10,Construction Service Providers, Capital WiP,ECS Engineering Services Ltd,2241384,"Ł73,307.08"
DEFRA,Environment Agency,16-Nov-10,Specialist Contractors,CI Solutions Delivery Management,Sopra Group Ltd,2241573,"Ł73,185.57"
DEFRA,Environment Agency,02-Nov-10,Environmental Services,SO KES - Ops Delivery,Land & Water Services Ltd,2240124,"Ł72,529.85"
DEFRA,Environment Agency,18-Nov-10,Environmental Services,Strategy and Engagement Manager,NERC,2241822,"Ł72,355.55"
DEFRA,Environment Agency,18-Nov-10,Security,TH South East-Tidal Defence Mgr,MITIE Security London Ltd,2241810,"Ł72,213.12"
DEFRA,Environment Agency,18-Nov-10,Main Contractors, Capital WiP,AE Yates Ltd,2241636,"Ł71,706.35"
DEFRA,Environment Agency,23-Nov-10,Environmental Services, Capital WiP,Vinci Construction UK Ltd,2242214,"Ł67,200.82"
DEFRA,Environment Agency,23-Nov-10,Specialist Contractors,Programmes,Rullion Computer Personnel Ltd,2242172,"Ł64,988.74"
DEFRA,Environment Agency,18-Nov-10,Leasing ,HO Geomatics,RVL Survey Ltd,2241858,"Ł61,527.14"
DEFRA,Environment Agency,11-Nov-10,Construction Service Providers, Capital WiP,Atkins Ltd,2240986,"Ł61,452.66"
DEFRA,Environment Agency,23-Nov-10,Main Contractors,NE Yorkshire Area Ops Delivery,Lumsden & Carroll Construction Ltd,2242109,"Ł60,903.12"
DEFRA,Environment Agency,25-Nov-10,"Marine, Coastal & Inland Waterways Services",SW Wessex-Ops Delivery,Nomenca Ltd,2242479,"Ł60,711.71"
DEFRA,Environment Agency,16-Nov-10,Construction Service Providers, Capital WiP,Jeremy Benn Associates Ltd,2241460,"Ł60,268.66"
DEFRA,Environment Agency,09-Nov-10,Main Contractors,SW Devon & Cornwall Area - Devon AEM,Bridge Civil Engineering,2240640,"Ł60,157.65"
DEFRA,Environment Agency,04-Nov-10,Non Procurement Related,NE North East Area PACS,Rural Development Initiative Ltd,2240508,"Ł60,000.00"
DEFRA,Environment Agency,23-Nov-10,Environmental Services, Capital WiP,JW Salmon,2242091,"Ł59,848.63"
DEFRA,Environment Agency,18-Nov-10,Main Contractors, Capital WiP,Raymond Brown Construction Ltd,2241844,"Ł58,812.58"
DEFRA,Environment Agency,25-Nov-10,Non Procurement Related,NE North East Area PACS,University Of Newcastle Upon Tyne,2242585,"Ł58,750.00"
DEFRA,Environment Agency,11-Nov-10,Main Contractors,Capital WiP,Barhale Construction Plc,2240990,"Ł58,577.84"
DEFRA,Environment Agency,04-Nov-10,Main Contractors, Capital WiP,Team Van Oord,2240543,"Ł57,652.81"
DEFRA,Environment Agency,04-Nov-10,Main Contractors, Capital WiP,Amco Engineering,2240298,"Ł57,606.20"
DEFRA,Environment Agency,16-Nov-10,Main Contractors, Capital WiP,Lumsden & Carroll Construction Ltd,2241493,"Ł56,773.04"
DEFRA,Environment Agency,09-Nov-10,Construction Service Providers, Capital WiP,Halcrow Group Ltd,2033344,"Ł56,738.68"
DEFRA,Environment Agency,16-Nov-10,Leasing,Fleet Management,Hitachi Capital Vehicle Solutions Ltd,2241440,"Ł56,291.07"
DEFRA,Environment Agency,16-Nov-10,"Marine, Coastal & Inland Waterways Services", Capital WiP,OPUS International Consultants,2241519,"Ł55,351.07"
DEFRA,Environment Agency,09-Nov-10,Building Management,National Estates Manager,DEFRA,2240693,"Ł54,137.09"
DEFRA,Environment Agency,09-Nov-10,Building Management,WA Regional Facilities,Integral UK Ltd,2033345,"Ł54,091.14"
DEFRA,Environment Agency,11-Nov-10,Environmental Services,Nat Trading and Reg Services,Climate Change Secretariat,ITL Balance,"Ł51,451.92"
DEFRA,Environment Agency,09-Nov-10,Construction Service Providers, Capital WiP,Morrison Construction Ltd,2240828,"Ł50,521.24"
DEFRA,Environment Agency,02-Nov-10,"Marine, Coastal & Inland Waterways Services", Capital WiP,Jackson Civil Engineering Ltd,2240106,"Ł50,518.56"
DEFRA,Environment Agency,09-Nov-10,Environmental Services,"Research, Monitoring and Innovation",HR Wallingford Ltd,2240759,"Ł49,295.95"
DEFRA,Environment Agency,02-Nov-10,Building Repair & Maintenance,FM Operating Unit - Northern,Cofely Ltd,2240022,"Ł49,181.63"
DEFRA,Environment Agency,11-Nov-10,Systems Delivery,HO Capital WiP,Codegate Ltd,2241023,"Ł49,181.25"
DEFRA,Environment Agency,25-Nov-10,Staff Training & Development,Incident Management Manager,University of the West of England,2242586,"Ł48,050.00"
DEFRA,Environment Agency,16-Nov-10,Building Repair & Maintenance,HO National Property Team,King Sturge,2241478,"Ł47,940.00"
DEFRA,Environment Agency,02-Nov-10,Construction Service Providers, Capital WiP,Halcrow Group Ltd,2240088,"Ł47,411.23"
DEFRA,Environment Agency,23-Nov-10,Main Contractors,AN Central-Ops Delivery,CR Reynolds Plant Hire Ltd,2242000,"Ł46,936.84"
DEFRA,Environment Agency,23-Nov-10,Post & Courier,National Facilities Manager,DX Network Services Ltd,2242020,"Ł45,866.83"
DEFRA,Environment Agency,04-Nov-10,Construction Service Providers,Capital WiP,Faithful & Gould Ltd,2240392,"Ł45,659.95"
DEFRA,Environment Agency,09-Nov-10,Construction Service Providers,HO NCPMS National,Ove Arup & Partners Ltd,2033356,"Ł45,658.76"
DEFRA,Environment Agency,16-Nov-10,Software,CI SD Management MRA,Oracle Corporation UK Ltd,2241520,"Ł45,550.05"
DEFRA,Environment Agency,25-Nov-10,Building Management,NLS Operations Leeds,Leeds City Council,2242435,"Ł44,555.00"
DEFRA,Environment Agency,23-Nov-10,Managed/Outsourced Services,Nat Trading and Reg Services,Siemens IT Solutions & Services Ltd,2242185,"Ł43,826.03"
DEFRA,Environment Agency,04-Nov-10,Construction Service Providers, Capital WiP,Jacobs Engineering UK Ltd,2240426,"Ł43,408.34"
DEFRA,Environment Agency,25-Nov-10,Legal Services,HO Legal Services,University College London,2242584,"Ł43,181.25"
DEFRA,Environment Agency,25-Nov-10,Construction Service Providers, Capital WiP,Atkins Ltd,2242260,"Ł43,039.72"
DEFRA,Environment Agency,04-Nov-10,Building Repair & Maintenance,HO Facilities Management,DTZ Debenham Tie Leung,2240371,"Ł42,906.18"
DEFRA,Environment Agency,16-Nov-10,Building Repair & Maintenance,HO Facilities Management,DTZ Debenham Tie Leung,2241379,"Ł42,906.18"
DEFRA,Environment Agency,25-Nov-10,Main Contractors,AN Capital WiP,ECS Engineering Services Ltd,2242346,"Ł42,535.01"
DEFRA,Environment Agency,11-Nov-10,Leasing,HO Fleet - EA Wales,Hewden Stuart Plc,2033403,"Ł41,650.89"
DEFRA,Environment Agency,18-Nov-10,"Marine, Coastal & Inland Waterways Services",AN Regional Flood Programme Manager,Jeremy Benn Associates Ltd,2241771,"Ł41,403.19"
DEFRA,Environment Agency,02-Nov-10,Fuels,HO Fleet - EA Wales,Arval Phh,2033231,"Ł41,039.97"
DEFRA,Environment Agency,16-Nov-10,Environmental Services,Licensing Support,Food Standards Agency,Nuclear Lic Sites,"Ł40,980.07"
DEFRA,Environment Agency,02-Nov-10,Environmental Services, Capital WiP,JW Salmon,2240112,"Ł40,866.50"
DEFRA,Environment Agency,18-Nov-10,Main Contractors, Capital WiP,Morrison Construction Ltd,2241815,"Ł40,798.31"
DEFRA,Environment Agency,25-Nov-10,Building Management,FM Operating Unit - Northern,Eddisons,2242347,"Ł40,757.81"
DEFRA,Environment Agency,16-Nov-10,Main Contractors, Capital WiP,Dean & Dyball Civil Engineering Ltd,2241372,"Ł40,555.21"
DEFRA,Environment Agency,11-Nov-10,Main Contractors,NE Yorkshire Area Ops Delivery,Anderson Tree Care Ltd,2240980,"Ł39,867.16"
DEFRA,Environment Agency,04-Nov-10,Building Repair & Maintenance,NW Incidents and Emergencies Manager,Boulting Technology,2240323,"Ł39,552.22"
DEFRA,Environment Agency,02-Nov-10,Building Repair & Maintenance,MI Regional Facilities,Gelder Ltd,2240080,"Ł39,373.92"
DEFRA,Environment Agency,16-Nov-10,Construction Service Providers, Capital WiP,Ove Arup & Partners Ltd,2241525,"Ł39,323.36"
DEFRA,Environment Agency,11-Nov-10,Main Contractors, Capital WiP,Lumsden & Carroll Construction Ltd,2241141,"Ł39,119.94"
DEFRA,Environment Agency,23-Nov-10,Construction Service Providers, Capital WiP,Halcrow Group Ltd,2242053,"Ł39,077.01"
DEFRA,Environment Agency,16-Nov-10,Engineering Services,AN Eastern-Ops Del (Norfolk & Suffolk),Dabbrook Services Ltd,2241369,"Ł38,865.37"
DEFRA,Environment Agency,11-Nov-10,Non Procurement Related,Capital WiP,University Of Newcastle Upon Tyne,2241249,"Ł38,856.07"
DEFRA,Environment Agency,18-Nov-10,"Marine, Coastal & Inland Waterways Services",MI West - Ops Delivery,Balfour Beatty Civil & Construction,2241657,"Ł38,312.06"
DEFRA,Environment Agency,16-Nov-10,Electricity,National Facilities Manager,EDF Energy Ltd,2241387,"Ł38,194.14"
DEFRA,Environment Agency,09-Nov-10,Environmental Services,National Monitoring,LGC Ltd,2240803,"Ł37,970.71"
DEFRA,Environment Agency,09-Nov-10,Main Contractors, Capital WiP,A Torn Construction Ltd,2240586,"Ł37,847.48"
DEFRA,Environment Agency,02-Nov-10,Electricity,HO Business Finance,Southern Electric,2240237,"Ł37,538.53"
DEFRA,Environment Agency,25-Nov-10,Main Contractors, Capital WiP,Amco Engineering,2242246,"Ł36,567.02"
DEFRA,Environment Agency,02-Nov-10,Main Contractors, Capital WiP,Rampling Plant Hire Ltd,2240195,"Ł36,303.98"
DEFRA,Environment Agency,16-Nov-10,Construction Service Providers, Capital WiP,Faithful & Gould Ltd,2241402,"Ł36,158.98"
DEFRA,Environment Agency,16-Nov-10,Construction Service Providers, Capital WiP,EC Harris Llp,2241383,"Ł35,824.33"
DEFRA,Environment Agency,11-Nov-10,Software,CI Solutions Delivery Management,Wallingford Hydrosolutions,2241257,"Ł35,247.42"
DEFRA,Environment Agency,04-Nov-10,Building Management,FM Operating Unit - Northern,South Holland District Council,2240530,"Ł35,245.00"
DEFRA,Environment Agency,23-Nov-10,"Marine, Coastal & Inland Waterways Services",MI West-AEM - 1,Serck Controls Ltd,2242178,"Ł35,158.65"
DEFRA,Environment Agency,02-Nov-10,Construction Service Providers,HO Met Office Joint Venture Manager,Peter Brett Associates Llp,2240182,"Ł34,880.29"
DEFRA,Environment Agency,11-Nov-10,"Marine, Coastal & Inland Waterways Services",SW Capital WiP,Haskoning UK Ltd,2241089,"Ł34,715.58"
DEFRA,Environment Agency,23-Nov-10,Managed/Outsourced Services,Nat Trading and Reg Services,AEA Technology Plc,2241930,"Ł34,530.91"
DEFRA,Environment Agency,09-Nov-10,"Marine, Coastal & Inland Waterways Services", Capital WiP,ITT Flygt Ltd,2240777,"Ł34,525.61"
DEFRA,Environment Agency,04-Nov-10,Construction Service Providers, Capital WiP,Haskoning UK Ltd,2240407,"Ł34,463.47"
DEFRA,Environment Agency,18-Nov-10,Construction Supplies, Capital WiP,EDF Energy Ltd,2241720,"Ł33,936.83"
DEFRA,Environment Agency,18-Nov-10,Pathology,NLS CARD R&D,Metlab Supplies Ltd,2241803,"Ł33,761.74"
DEFRA,Environment Agency,23-Nov-10,"Marine, Coastal & Inland Waterways Services", Capital WiP,Hyder Consulting UK Ltd,2242070,"Ł33,585.06"
DEFRA,Environment Agency,16-Nov-10,Temporary Workers,National Enforcement Service,G4S Policing Solutions Ltd,2241416,"Ł33,546.65"
DEFRA,Environment Agency,02-Nov-10,Main Contractors,SO KES - Ops Delivery,Knowlton & Newman Portsmouth Ltd,2240122,"Ł33,255.24"
DEFRA,Environment Agency,23-Nov-10,Main Contractors, Capital WiP,Birch Brothers Kidderminster Ltd,2241955,"Ł33,239.58"
DEFRA,Environment Agency,11-Nov-10,Pathology,NLS Operations Leeds,Metlab Supplies Ltd,2241146,"Ł32,699.06"
DEFRA,Environment Agency,18-Nov-10,Specialist Contractors,CI Solutions Delivery Management,Elan Computing Ltd,2241723,"Ł32,636.57"
DEFRA,Environment Agency,09-Nov-10,Construction Service Providers, Capital WiP,Jeremy Benn Associates Ltd,2240782,"Ł32,624.43"
DEFRA,Environment Agency,09-Nov-10,Engineering Services,HO Fleet ,Fraikin Ltd,2033342,"Ł32,603.59"
DEFRA,Environment Agency,18-Nov-10,Environmental Services , Capital WiP,Michael Murphy Associates,2241804,"Ł32,540.12"
DEFRA,Environment Agency,23-Nov-10,Environmental Services, Capital WiP,Blom Aerofilms Ltd,2241958,"Ł32,417.08"
DEFRA,Environment Agency,18-Nov-10,"Marine, Coastal & Inland Waterways Services", Capital WiP,Mott Macdonald Ltd,2241816,"Ł32,320.05"
DEFRA,Environment Agency,09-Nov-10,Environmental Services, Capital WiP,PG Wright,2240857,"Ł32,200.87"
DEFRA,Environment Agency,04-Nov-10,"Marine, Coastal & Inland Waterways Services",SW Wessex-Ops Delivery,Nomenca Ltd,2240468,"Ł31,847.55"
DEFRA,Environment Agency,16-Nov-10,Building Repair & Maintenance,WA Regional Facilities,Integral UK Ltd,2033476,"Ł31,672.35"
DEFRA,Environment Agency,16-Nov-10,Technical Consultancy,E and B Heads of Business,Entec UK Ltd,2241393,"Ł31,627.36"
DEFRA,Environment Agency,04-Nov-10,Cleaning,AN Eastern-AEM - Norfolk,Superclean Services Wothorpe Ltd,2240537,"Ł31,514.34"
DEFRA,Environment Agency,04-Nov-10,Building Repair & Maintenance,FM Operating Unit - Central and South East,Inviron Ltd,2240421,"Ł31,433.25"
DEFRA,Environment Agency,11-Nov-10,Building Repair & Maintenance,NLS Support Nottingham,Cofely Ltd,2241024,"Ł31,023.54"
DEFRA,Environment Agency,18-Nov-10,Environmental Services, Capital WiP,Halcrow Group Ltd,2241747,"Ł30,954.55"
DEFRA,Environment Agency,02-Nov-10,Environmental Services,NW North-Ops Delivery,Aquajet GB Ltd,2239959,"Ł30,370.30"
DEFRA,Environment Agency,16-Nov-10,Post & Courier,NLS Central Functions,City Sprint,2241348,"Ł30,324.81"
DEFRA,Environment Agency,25-Nov-10,Electricity,SO SSD - Ops Delivery,Southern Electric,2242552,"Ł30,272.41"
DEFRA,Environment Agency,18-Nov-10,Building Repair & Maintenance,NW South-Ops Delivery,Boulting Technology,2241670,"Ł30,258.69"
DEFRA,Environment Agency,09-Nov-10,Construction Service Providers, Capital WiP,Ove Arup & Partners Ltd,2240850,"Ł30,242.24"
DEFRA,Environment Agency,04-Nov-10,Building Repair & Maintenance, Capital WiP,Vinci Construction UK Ltd,2240552,"Ł29,768.94"
DEFRA,Environment Agency,16-Nov-10,Environmental Services,HO Capital WiP,Hydrock Consultants Ltd,2241443,"Ł29,527.29"
DEFRA,Environment Agency,25-Nov-10,Building Repair & Maintenance,National Facilities Manager,Inviron Ltd,2242405,"Ł29,412.58"
DEFRA,Environment Agency,23-Nov-10,Construction Service Providers,TH RSU Mgr,Anser Group Ltd,2241939,"Ł29,375.00"
DEFRA,Environment Agency,23-Nov-10,Environmental Services,Capital WiP,Aquajet GB Ltd,2241940,"Ł29,082.44"
DEFRA,Environment Agency,02-Nov-10,Construction Service Providers,Capital WiP,Wyre Borough Council,2240290,"Ł29,034.39"
DEFRA,Environment Agency,11-Nov-10,Main Contractors,Capital WiP,BAM Nuttall Ltd,2240989,"Ł28,926.69"
DEFRA,Environment Agency,25-Nov-10,Main Contractors,Capital WiP,Jackson Civil Engineering Ltd,2242409,"Ł28,892.19"
DEFRA,Environment Agency,16-Nov-10,Main Contractors,Capital WiP,Jackson Civil Engineering Ltd,2241456,"Ł28,645.88"
DEFRA,Environment Agency,09-Nov-10,"Marine, Coastal & Inland Waterways Services",Capital WiP,J Breheny Contractors Ltd,2240778,"Ł28,634.15"
