DEFRA,Environment Agency,09-Nov-10,Pathology,Capital WiP,Safelab Systems Ltd,2240886,"Ł28,305.76"
DEFRA,Environment Agency,25-Nov-10,Fleet Management,Vehicle Incidents,Nationwide Network Services,2242474,"Ł28,260.79"
DEFRA,Environment Agency,11-Nov-10,"Marine, Coastal & Inland Waterways Services",AN Northern-Ops Delivery,Burton Brothers,2241009,"Ł28,141.25"
DEFRA,Environment Agency,18-Nov-10,Construction Service Providers,MI West - Ops Delivery,Alun Griffiths Contractors Ltd,2241644,"Ł28,129.14"
DEFRA,Environment Agency,09-Nov-10,Industrial, Capital WiP,Bright Green Energy Ltd,2240641,"Ł28,124.85"
DEFRA,Environment Agency,18-Nov-10,"Marine, Coastal & Inland Waterways Services", Capital WiP,Rotork Controls Ltd,2241854,"Ł28,030.80"
DEFRA,Environment Agency,18-Nov-10,Environmental Services,SO SSD - Ops Delivery,Land & Water Services Ltd,2241782,"Ł27,965.46"
DEFRA,Environment Agency,09-Nov-10,Main Contractors,TH West-Ops Delivery,JT Mackley & Co Ltd,2240787,"Ł27,922.23"
DEFRA,Environment Agency,11-Nov-10,Construction Service Providers, Capital WiP,Faithful & Gould Ltd,2241071,"Ł27,901.40"
DEFRA,Environment Agency,18-Nov-10,Office Furniture,HO Capital WiP,Interface FLOR,2241764,"Ł27,424.31"
DEFRA,Environment Agency,11-Nov-10,Building Repair & Maintenance,FM Operating Unit - Central and South West,Roshal Space Consultants Ltd,2241201,"Ł27,411.11"
DEFRA,Environment Agency,16-Nov-10,Construction Service Providers, Capital WiP,Michael Murphy Associates,2241502,"Ł27,300.57"
DEFRA,Environment Agency,09-Nov-10,Main Contractors, Capital WiP,Rampling Plant Hire Ltd,2240872,"Ł27,289.38"
DEFRA,Environment Agency,25-Nov-10,Building Management,MI Regional Facilities,Solihull Metropolitan Borough Council,2242544,"Ł27,121.00"
DEFRA,Environment Agency,23-Nov-10,Systems Delivery,CIS Capital WiP,Scisys UK Ltd,2242175,"Ł26,762.10"
DEFRA,Environment Agency,04-Nov-10,Fleet Management,Vehicle Incidents,Royal & Sunalliance,2240503,"Ł26,596.90"
DEFRA,Environment Agency,04-Nov-10,Staff Training & Development,Asset Management Manager,Eastwood Park Ltd,2240374,"Ł26,517.10"
DEFRA,Environment Agency,16-Nov-10,Building Management,National Facilities Manager,Gelder Ltd,2241420,"Ł26,516.99"
DEFRA,Environment Agency,09-Nov-10,Environmental Monitoring Services,Incident Management Manager,Met Office,2240819,"Ł26,437.50"
DEFRA,Environment Agency,09-Nov-10,Environmental Services, Capital WiP,Blom Aerofilms Ltd,2240635,"Ł26,349.38"
DEFRA,Environment Agency,25-Nov-10,Security,TH South East-Tidal Defence Mgr,Security Services Group,2242526,"Ł26,156.62"
DEFRA,Environment Agency,04-Nov-10,Building Management,FM Operating Unit - Central and South East,DEFRA,2240364,"Ł26,069.62"
DEFRA,Environment Agency,25-Nov-10,Construction Service Providers, Capital WiP,EC Harris Llp,2242344,"Ł26,018.92"
DEFRA,Environment Agency,25-Nov-10,Building Management,AN Regional Facilities,Peterborough City Council,2242492,"Ł25,595.00"
DEFRA,Environment Agency,18-Nov-10,"Marine, Coastal & Inland Waterways Services",NW South-AEM - Merseyside,Serck Controls Ltd,2241863,"Ł25,333.90"
DEFRA,Environment Agency,02-Nov-10,Non Procurement Related,WA Northern-AEM - E M Monitoring,City & County Of Swansea,2033242,"Ł25,000.00"
DEFRA,Environment Agency,23-Nov-10,Non Procurement Related,Director of Evidence,NERC,2242132,"Ł25,000.00"
DEFRA,Environment Agency,16-Nov-10,Environmental Materials,"Research, Monitoring and Innovation",NERC,2241515,"Ł25,000.00"
