Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount (Sterling) 
DFID,DFID,01/02/2011,Entertainment & Hospitality,West and Southern Africa,Natwest Government Procurement Card,100035,11.74
DFID,DFID,01/02/2011,Furniture & Fittings,Human Resources Division,Natwest Government Procurement Card,100035,85.72
DFID,DFID,01/02/2011,Hardware,Business Solutions Division Level,Natwest Government Procurement Card,100035,"2,302.71"
DFID,DFID,25/02/2011,Hardware,Business Solutions Division Level,Natwest Government Procurement Card,100036,"6,776.99"
DFID,DFID,25/02/2011,Hardware,Policy and Research Directorate,Natwest Government Procurement Card,100036,60.5
DFID,DFID,25/02/2011,Hardware,West and Southern Africa,Natwest Government Procurement Card,100036,"7,994.27"
DFID,DFID,25/02/2011,Office Equipment,Finance and Corporate Performance Division,Natwest Government Procurement Card,100036,27.93
DFID,DFID,01/02/2011,Office Equipment,Human Resources Division,Natwest Government Procurement Card,100035,"2,085.22"
DFID,DFID,25/02/2011,Office Equipment,Human Resources Division,Natwest Government Procurement Card,100036,589.41
DFID,DFID,01/02/2011,Office Equipment,Western Asia and Stabilisation Division,Natwest Government Procurement Card,100035,693.06
DFID,DFID,01/02/2011,"Printing, Stationary & Postage",Business Solutions Division Level,Natwest Government Procurement Card,100035,18.8
DFID,DFID,01/02/2011,"Printing, Stationary & Postage",Human Resources Division,Natwest Government Procurement Card,100035,"1,548.08"
DFID,DFID,25/02/2011,"Printing, Stationary & Postage",Human Resources Division,Natwest Government Procurement Card,100036,"3,490.17"
DFID,DFID,01/02/2011,"Printing, Stationary & Postage","Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Natwest Government Procurement Card,100035,98.89
DFID,DFID,25/02/2011,"Printing, Stationary & Postage",West and Southern Africa,Natwest Government Procurement Card,100036,152.79
DFID,DFID,01/02/2011,"Printing, Stationary & Postage",Western Asia and Stabilisation Division,Natwest Government Procurement Card,100035,"1,431.37"
DFID,DFID,25/02/2011,"Printing, Stationary & Postage",Western Asia and Stabilisation Division,Natwest Government Procurement Card,100036,"6,893.77"
DFID,DFID,01/02/2011,Professional member subscriptions,Finance and Corporate Performance Division,Natwest Government Procurement Card,100035,193
DFID,DFID,25/02/2011,Professional member subscriptions,Finance and Corporate Performance Division,Natwest Government Procurement Card,100036,374
DFID,DFID,01/02/2011,Professional member subscriptions,Human Resources Division,Natwest Government Procurement Card,100035,"2,931.63"
DFID,DFID,01/02/2011,Professional member subscriptions,Policy and Research Directorate,Natwest Government Procurement Card,100035,348
DFID,DFID,01/02/2011,Software,Asia Division,Natwest Government Procurement Card,100035,749.07
DFID,DFID,01/02/2011,Software,Business Solutions Division Level,Natwest Government Procurement Card,100035,-273.44
DFID,DFID,25/02/2011,Software,Business Solutions Division Level,Natwest Government Procurement Card,100036,554.07
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,Asia Division,Natwest Government Procurement Card,100035,160.7
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,Business Solutions Division Level,Natwest Government Procurement Card,100035,125
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,Business Solutions Division Level,Natwest Government Procurement Card,100036,604.71
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,East and Central Africa,Natwest Government Procurement Card,100035,65
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,Finance and Corporate Performance Division,Natwest Government Procurement Card,100035,161.95
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,Finance and Corporate Performance Division,Natwest Government Procurement Card,100036,354.04
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,Human Resources Division,Natwest Government Procurement Card,100035,-35.78
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,Human Resources Division,Natwest Government Procurement Card,100036,271.15
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,International Finance Division,Natwest Government Procurement Card,100035,"1,245.18"
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,International Finance Division,Natwest Government Procurement Card,100036,875.7
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,International Relations Division,Natwest Government Procurement Card,100035,"1,785.55"
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,Policy and Research Directorate,Natwest Government Procurement Card,100035,"1,334.38"
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,Policy and Research Directorate,Natwest Government Procurement Card,100036,"1,036.66"
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Natwest Government Procurement Card,100035,688.99
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Natwest Government Procurement Card,100036,97.9
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,Top Management Group,Natwest Government Procurement Card,100036,14.5
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,West and Southern Africa,Natwest Government Procurement Card,100035,"4,202.72"
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,West and Southern Africa,Natwest Government Procurement Card,100036,"4,422.15"
DFID,DFID,01/02/2011,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,Natwest Government Procurement Card,100035,"2,183.78"
DFID,DFID,25/02/2011,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,Natwest Government Procurement Card,100036,820.73
DFID,DFID,01/02/2011,Staff training & Conferences,Asia Division,Natwest Government Procurement Card,100035,40
DFID,DFID,25/02/2011,Staff training & Conferences,Asia Division,Natwest Government Procurement Card,100036,67
DFID,DFID,25/02/2011,Staff training & Conferences,Business Solutions Division Level,Natwest Government Procurement Card,100036,37.18
DFID,DFID,01/02/2011,Staff training & Conferences,Finance and Corporate Performance Division,Natwest Government Procurement Card,100035,441
DFID,DFID,25/02/2011,Staff training & Conferences,Finance and Corporate Performance Division,Natwest Government Procurement Card,100036,"1,059.80"
DFID,DFID,25/02/2011,Staff training & Conferences,Human Resources Division,Natwest Government Procurement Card,100036,117.46
DFID,DFID,01/02/2011,Staff training & Conferences,Policy and Research Directorate,Natwest Government Procurement Card,100035,"3,207.25"
DFID,DFID,25/02/2011,Staff training & Conferences,Policy and Research Directorate,Natwest Government Procurement Card,100036,"4,925.83"
DFID,DFID,01/02/2011,Staff training & Conferences,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Natwest Government Procurement Card,100035,690
DFID,DFID,25/02/2011,Staff training & Conferences,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Natwest Government Procurement Card,100036,225
DFID,DFID,01/02/2011,Staff training & Conferences,West and Southern Africa,Natwest Government Procurement Card,100035,"2,098.53"
DFID,DFID,25/02/2011,Staff training & Conferences,West and Southern Africa,Natwest Government Procurement Card,100036,289.01
DFID,DFID,01/02/2011,Staff training & Conferences,Western Asia and Stabilisation Division,Natwest Government Procurement Card,100035,34
DFID,DFID,25/02/2011,Staff training & Conferences,Western Asia and Stabilisation Division,Natwest Government Procurement Card,100036,69.44
DFID,DFID,01/02/2011,Subscriptions,Asia Division,Natwest Government Procurement Card,100035,102
DFID,DFID,25/02/2011,Subscriptions,Asia Division,Natwest Government Procurement Card,100036,75.65
DFID,DFID,25/02/2011,Subscriptions,Business Solutions Division Level,Natwest Government Procurement Card,100036,499.38
DFID,DFID,25/02/2011,Subscriptions,Finance and Corporate Performance Division,Natwest Government Procurement Card,100036,540
DFID,DFID,01/02/2011,Subscriptions,International Relations Division,Natwest Government Procurement Card,100035,137.88
DFID,DFID,01/02/2011,Subscriptions,West and Southern Africa,Natwest Government Procurement Card,100035,13.47
DFID,DFID,25/02/2011,Subscriptions,West and Southern Africa,Natwest Government Procurement Card,100036,13.15
DFID,DFID,01/02/2011,Subscriptions,Western Asia and Stabilisation Division,Natwest Government Procurement Card,100035,253
DFID,DFID,25/02/2011,Technical & Advisory services,Policy and Research Directorate,Natwest Government Procurement Card,100036,21.56
DFID,DFID,25/02/2011,Vehicle Running Costs,West and Southern Africa,Natwest Government Procurement Card,100036,183.5
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Asia Division,Hogg Robinson Travel Group,6000040,"13,398.26"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Asia Division,Hogg Robinson Travel Group,6000041,"7,097.06"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Business Solutions Division Level,Hogg Robinson Travel Group,6000040,"4,973.76"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Business Solutions Division Level,Hogg Robinson Travel Group,6000041,"9,881.37"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Communications Division,Hogg Robinson Travel Group,6000040,479.18
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Communications Division,Hogg Robinson Travel Group,6000041,475.8
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,East and Central Africa,Hogg Robinson Travel Group,6000040,"18,973.73"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,East and Central Africa,Hogg Robinson Travel Group,6000041,"18,181.84"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Evaluation Department,Hogg Robinson Travel Group,6000040,"4,693.95"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Evaluation Department,Hogg Robinson Travel Group,6000041,"2,026.81"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Finance and Corporate Performance Division,Hogg Robinson Travel Group,6000040,"2,827.28"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Finance and Corporate Performance Division,Hogg Robinson Travel Group,6000041,"5,541.23"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Human Resources Division,Hogg Robinson Travel Group,6000040,"2,978.62"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Human Resources Division,Hogg Robinson Travel Group,6000041,"9,340.24"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Internal Audit,Hogg Robinson Travel Group,6000040,"2,097.02"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Internal Audit,Hogg Robinson Travel Group,6000041,"14,054.81"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,International Finance Division,Hogg Robinson Travel Group,6000040,"6,640.65"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,International Finance Division,Hogg Robinson Travel Group,6000041,"11,616.75"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,International Relations Division,Hogg Robinson Travel Group,6000040,"9,240.20"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,International Relations Division,Hogg Robinson Travel Group,6000041,"14,134.73"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Policy and Research Directorate,Hogg Robinson Travel Group,6000040,"30,545.76"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Policy and Research Directorate,Hogg Robinson Travel Group,6000041,"44,618.06"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Hogg Robinson Travel Group,6000040,"5,044.29"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Hogg Robinson Travel Group,6000041,"39,541.56"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Top Management Group,Hogg Robinson Travel Group,6000040,"21,172.11"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Top Management Group,Hogg Robinson Travel Group,6000041,"43,239.74"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,West and Southern Africa,Hogg Robinson Travel Group,6000040,"12,004.75"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,West and Southern Africa,Hogg Robinson Travel Group,6000041,"15,290.95"
DFID,DFID,17/02/2011,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,Hogg Robinson Travel Group,6000040,"39,662.14"
DFID,DFID,21/02/2011,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,Hogg Robinson Travel Group,6000041,"50,102.50"
DFID,DFID,17/02/2011,Staff training & Conferences,Business Solutions Division Level,Hogg Robinson Travel Group,6000040,273.94
DFID,DFID,17/02/2011,Staff training & Conferences,Finance and Corporate Performance Division,Hogg Robinson Travel Group,6000040,491.92
DFID,DFID,17/02/2011,Staff training & Conferences,Policy and Research Directorate,Hogg Robinson Travel Group,6000040,111.23
DFID,DFID,21/02/2011,Donor Replenishment of funding,International Finance Division,Africa Development Fund Programme Capital,400144432,"2,406,332.61"
DFID,DFID,21/02/2011,Donor Replenishment of funding,International Finance Division,Africa Development Fund Programme Capital,400144434,"6,051,708.73"
DFID,DFID,21/02/2011,Donor Replenishment of funding,International Finance Division,Africa Development Fund Programme Capital,400144435,"15,397,725.00"
DFID,DFID,02/02/2011,Donor Replenishment of funding,International Finance Division,Asian Development Fund Programme Capital,400141090,"4,280,000.00"
DFID,DFID,02/02/2011,Donor Replenishment of funding,International Finance Division,Asian Development Fund Programme Capital,400141109,"3,349,000.00"
