Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount (Sterling) 
DFID,DFID,14/02/2011,Technical & Advisory services,West and Southern Africa,ONE WORLD,400142886,"53,742.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,ALAFA,400142895,"228,111.00"
DFID,DFID,12/02/2011,Technical & Advisory services,Asia Division,TRIBAL HELM CORPORATION LTD,400142898,"49,040.00"
DFID,DFID,14/02/2011,Research & Development,Policy and Research Directorate,International Development UEA,400142899,"26,804.40"
DFID,DFID,14/02/2011,Technical & Advisory services,Asia Division,TRIBAL HELM CORPORATION LTD,400142900,"129,848.18"
DFID,DFID,14/02/2011,Technical & Advisory services,Policy and Research Directorate,WRENmedia,400142902,"24,138.54"
DFID,DFID,15/02/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400142906,"66,133.64"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,Clinton Health Access Initiative,400142907,"65,919.72"
DFID,DFID,22/02/2011,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400142908,"48,794.77"
DFID,DFID,15/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,HTSPE LTD,400142909,"25,172.10"
DFID,DFID,14/02/2011,Research & Development,Policy and Research Directorate,International Development UEA,400142910,"29,989.20"
DFID,DFID,12/02/2011,Technical & Advisory services,East and Central Africa,THE CROWN AGENTS,400142911,"69,580.00"
DFID,DFID,12/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,ACTION AGAINST HUNGER UK,400142914,"940,814.24"
DFID,DFID,16/02/2011,Technical & Advisory services,West and Southern Africa,EFFECTIVE DEVELOPMENT GROUP (EDG),400142916,"120,078.25"
DFID,DFID,12/02/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400142918,"109,667.68"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,DANISH REFUGEE COUNCIL,400142919,"30,000.00"
DFID,DFID,15/02/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400142922,"55,527.21"
DFID,DFID,15/02/2011,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400142932,"41,423.00"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",HSRG School for International Studies,400142937,"169,008.19"
DFID,DFID,14/02/2011,Technical & Advisory services,Asia Division,NATURAL RESOURCES INTERN,400142939,"28,171.32"
DFID,DFID,15/02/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400142948,"38,284.87"
DFID,DFID,12/02/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400142949,"43,417.19"
DFID,DFID,12/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,CARE INTERNATIONAL,400142950,"250,346.92"
DFID,DFID,12/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,WATERAID,400142954,"66,556.00"
DFID,DFID,12/02/2011,Technical & Advisory services,East and Central Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400142962,"144,923.79"
DFID,DFID,15/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,RIVER PATH ASSOCIATES,400142967,"32,236.40"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,PLAN MALAWI,400142969,"59,847.00"
DFID,DFID,14/02/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400142981,"25,364.59"
DFID,DFID,12/02/2011,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400142984,"71,317.80"
DFID,DFID,12/02/2011,Aid to other bilateral donors,Policy and Research Directorate,MET OFFICE,400142988,"40,000.00"
DFID,DFID,12/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DAI EUROPE LIMITED,400142996,"49,082.56"
DFID,DFID,14/02/2011,Technical & Advisory services,Asia Division,CARE INTERNATIONAL,400143004,"134,650.63"
DFID,DFID,14/02/2011,Technical & Advisory services,Asia Division,CARE INTERNATIONAL,400143005,"134,650.63"
DFID,DFID,12/02/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400143009,"321,397.00"
DFID,DFID,12/02/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400143009,"180,592.16"
DFID,DFID,15/02/2011,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS PRIVATE LTD,400143010,"200,017.39"
DFID,DFID,12/02/2011,Research & Development,Policy and Research Directorate,UNIVERSITY OF LEEDS,400143023,"340,266.00"
DFID,DFID,12/02/2011,Software,Business Solutions Division Level,Ninian Solutions Ltd,400143027,"93,464.00"
DFID,DFID,15/02/2011,Research & Development,Policy and Research Directorate,UNIVERSITY OF BIRMINGHAM,400143029,"162,273.30"
DFID,DFID,15/02/2011,Technical & Advisory services,East and Central Africa,HELPAGE INTERNATIONAL,400143030,"48,000.00"
DFID,DFID,12/02/2011,Research & Development,Policy and Research Directorate, University Of Oxford,400143041,"156,780.06"
DFID,DFID,15/02/2011,Technical & Advisory services,Policy and Research Directorate,HLSP LIMITED,400143043,"25,969.16"
DFID,DFID,12/02/2011,Technical & Advisory services,Asia Division,HEALTH PARTNERS INTERNATIONAL,400143045,"31,824.85"
DFID,DFID,14/02/2011,"Property Repairs, Maintenance & Alterations",Asia Division,ADEX Corporation Limited,400143063,"26,441.10"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DEVELOPMENT INITIATIVES,400143135,"45,207.00"
DFID,DFID,15/02/2011,Aid to international organisations,Policy and Research Directorate,Medicines for Malaria Venture,400143136,"4,000,000.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,International Relations Division,EAST WEST MANAGEMENT INSTITUTE,400143138,"47,771.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,EISA,400143139,"183,887.18"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,Soul City,400143158,"1,844,037.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,Soul City,400143158,"971,207.00"
DFID,DFID,14/02/2011,Aid to international organisations,International Relations Division, OECD,400143159,"250,000.00"
DFID,DFID,14/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DAI EUROPE LIMITED,400143187,"60,349.49"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,RED R,400143189,"198,138.34"
DFID,DFID,14/02/2011,Research & Development,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400143196,"58,952.64"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAVE THE CHILDREN,400143201,"79,620.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division", Fond Inst Uni Htes Etudes Int(SMALL ARMS SURVEY),400143216,"62,500.00"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,ISLAMIC RELIEF,400143224,"410,000.00"
DFID,DFID,15/02/2011,Aid to international organisations,East and Central Africa,UNDP (USD) ACCOUNT,400143238,"2,000,000.00"
DFID,DFID,15/02/2011,Aid to other bilateral donors,Asia Division,WHO (GENEVA),400143240,"443,312.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,CARE INTERNATIONAL,400143247,"58,954.14"
DFID,DFID,15/02/2011,Aid to international organisations,Policy and Research Directorate,United Nations General Trust Fund Account,400143249,"120,000.00"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,SAVE THE CHILDREN UK,400143250,"180,389.00"
DFID,DFID,16/02/2011,Aid to civil society organisations / NGOs,Finance and Corporate Performance Division,CMI MICHELSEN INSTITUTE,400143251,"50,000.00"
DFID,DFID,14/02/2011,Debt Relief,International Finance Division,INTERNATIONAL DEVELOPMENT ASSOCIATION 'B ACC',400143254,"47,250,000.00"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,TEARFUND,400143259,"765,436.00"
DFID,DFID,15/02/2011,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS ACCOUNT,400143261,"1,500,000.00"
DFID,DFID,14/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,ADAM SMITH INTERNATIONAL  LTD,400143262,"295,115.19"
DFID,DFID,17/02/2011,Legal costs,Finance and Corporate Performance Division,THE CROWN AGENTS,400143266,"1,481.89"
DFID,DFID,17/02/2011,Legal costs,Finance and Corporate Performance Division,THE CROWN AGENTS,400143266,191.2
DFID,DFID,17/02/2011,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400143266,"118,177.81"
DFID,DFID,17/02/2011,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400143266,"1,601.30"
DFID,DFID,17/02/2011,Legal costs,Policy and Research Directorate,THE CROWN AGENTS,400143266,"1,722.32"
DFID,DFID,17/02/2011,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400143266,"1,457.90"
DFID,DFID,17/02/2011,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400143266,"2,294.40"
DFID,DFID,17/02/2011,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400143266,"15,456.00"
DFID,DFID,17/02/2011,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400143266,78.75
DFID,DFID,17/02/2011,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400143266,42.84
DFID,DFID,17/02/2011,Legal costs,West and Southern Africa,THE CROWN AGENTS,400143266,99.4
DFID,DFID,17/02/2011,Legal costs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400143266,167.3
DFID,DFID,21/02/2011,Aid to international organisations,Policy and Research Directorate,IBRD - EFO,400143278,"125,000.00"
DFID,DFID,14/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,BBC WORLD SERVICE TRUST,400143279,"279,992.00"
DFID,DFID,16/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,Theatre for a Change,400143448,"52,485.00"
DFID,DFID,16/02/2011,Aid to international organisations,East and Central Africa,Registered Trustees of the Financial Sector Deepening Trust,400143456,"2,000,000.00"
DFID,DFID,17/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,NATIONAL DEMOCTRATIC INSTITUTE,400143472,"373,100.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,VSO,400143501,"109,299.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,Finance and Corporate Performance Division,Development Initiatives Poverty Research Ltd,400143519,"59,391.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,Finance and Corporate Performance Division,Development Initiatives Poverty Research Ltd,400143521,"46,282.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,Finance and Corporate Performance Division,Development Initiatives Poverty Research Ltd,400143522,"66,602.00"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,IHRA (INTL HARM REDUCTION ASSC),400143534,"152,439.44"
DFID,DFID,15/02/2011,Technical & Advisory services,West and Southern Africa,OVERSEAS DEVELOPMENT INSTITUTE,400143536,"26,226.24"
DFID,DFID,16/02/2011,Technical & Advisory services,Policy and Research Directorate,KPMG Development Services,400143552,"32,134.42"
DFID,DFID,16/02/2011,Aid to international organisations,Policy and Research Directorate,IBRD - EFO,400143561,"125,000.00"
DFID,DFID,16/02/2011,Technical & Advisory services,West and Southern Africa,DAI EUROPE LIMITED,400143562,"130,994.98"
DFID,DFID,15/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DAI EUROPE LIMITED,400143565,"29,452.71"
DFID,DFID,15/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DAI EUROPE LIMITED,400143566,"55,867.53"
DFID,DFID,15/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,MARIE STOPES INTERNATIONAL,400143567,"127,730.00"
DFID,DFID,15/02/2011,Research & Development,Policy and Research Directorate,UNIVERSITY OF  OXFORD,400143569,"282,261.98"
DFID,DFID,15/02/2011,Research & Development,Policy and Research Directorate,UNIVERSITY OF  OXFORD,400143569,"137,898.10"
DFID,DFID,17/02/2011,Technical & Advisory services,West and Southern Africa, Bank of Zambia,400143571,"29,000.00"
DFID,DFID,15/02/2011,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400143588,"151,000.00"
DFID,DFID,17/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Centre for Research on the Epidemiology of Disasters,400143589,"75,073.25"
DFID,DFID,15/02/2011,Technical & Advisory services,East and Central Africa,ATOS CONSULTING LIMITED,400143591,"255,306.03"
DFID,DFID,16/02/2011,Aid to civil society organisations / NGOs,International Relations Division,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400143724,"100,519.47"
DFID,DFID,16/02/2011,Aid to civil society organisations / NGOs,Asia Division,INTERNATIONAL RESCUE COMMITTEE UK,400143736,"171,161.00"
DFID,DFID,16/02/2011,Aid to partner government,Asia Division,THE CROWN AGENTS,400143761,"381,471.54"
DFID,DFID,28/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,REFUGEE LAW PROJECT,400143763,"55,268.00"
DFID,DFID,16/02/2011,Aid to international organisations,Policy and Research Directorate,International Monetary Fund (GBP),400143774,"300,000.00"
DFID,DFID,16/02/2011,Aid to partner government,Asia Division,THE CROWN AGENTS,400143775,"679,585.00"
DFID,DFID,21/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,NELSON MANDELA FOUNDATION,400143780,"49,177.76"
DFID,DFID,17/02/2011,Debt Relief,International Finance Division,AFRICAN  DEVELOPMENT BANK GROUP,400143886,"10,426,349.92"
DFID,DFID,18/02/2011,Aid to civil society organisations / NGOs,Asia Division,CFNA,400143888,"30,880.00"
DFID,DFID,17/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400143890,"64,984.58"
DFID,DFID,24/02/2011,Legal costs,International Finance Division,THE CROWN AGENTS,400143918,"2,079.30"
DFID,DFID,24/02/2011,Legal costs,Finance and Corporate Performance Division,THE CROWN AGENTS,400143918,406.3
DFID,DFID,24/02/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400143918,"2,915.80"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,THE CROWN AGENTS,400143918,"2,822.37"
DFID,DFID,24/02/2011,Technical & Advisory services,East and Central Africa,THE CROWN AGENTS,400143918,"15,917.40"
DFID,DFID,22/02/2011,Technical & Advisory services,Policy and Research Directorate,UNIVERSITY OF BIRMINGHAM,400143926,"51,316.52"
DFID,DFID,22/02/2011,Technical & Advisory services,Policy and Research Directorate,UNIVERSITY OF BIRMINGHAM,400143926,821.44
DFID,DFID,18/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,POLICY AND LEGAL ADVOCACY CENTRE,400143929,"136,330.00"
DFID,DFID,18/02/2011,Aid to other bilateral donors,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",KfW Development Bank,400143933,"25,335.00"
DFID,DFID,17/02/2011,Technical & Advisory services,West and Southern Africa,Cambridge  Education Limited,400143939,"1,423,114.18"
DFID,DFID,17/02/2011,Technical & Advisory services,East and Central Africa,HAREWELLE INTERNATIONAL LIMITED,400143944,"29,746.24"
DFID,DFID,17/02/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400143945,"63,882.96"
DFID,DFID,17/02/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400143958,"107,411.04"
DFID,DFID,17/02/2011,Technical & Advisory services,Asia Division,Harewelle International Limited.,400143975,"74,020.22"
DFID,DFID,17/02/2011,Aid to civil society organisations / NGOs,Asia Division,Harewelle International Limited.,400143975,"36,965.45"
DFID,DFID,18/02/2011,Aid to other bilateral donors,West and Southern Africa,UNDP (UK),400143997,"200,000.00"
DFID,DFID,18/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Carnegie Endowment for International Peace,400144002,"162,500.00"
DFID,DFID,17/02/2011,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WORLD VISION UNITED KINGDOM,400144008,"160,425.00"
DFID,DFID,18/02/2011,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400144017,"68,810.42"
DFID,DFID,17/02/2011,Aid to civil society organisations / NGOs,Asia Division,Harewelle International Limited.,400144020,"1,855,176.00"
DFID,DFID,17/02/2011,Aid to international organisations,East and Central Africa,UNFPA,400144022,"107,666.00"
DFID,DFID,17/02/2011,Software,Business Solutions Division Level,TRUSTMARQUE SOLUTIONS LTD,400144024,"89,259.58"
DFID,DFID,18/02/2011,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400144076,"12,111.00"
DFID,DFID,18/02/2011,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400144076,"26,503.00"
DFID,DFID,18/02/2011,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400144080,"150,000.00"
DFID,DFID,21/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,MEDAIR,400144088,"802,598.00"
DFID,DFID,18/02/2011,Aid to partner government,Asia Division,THE CROWN AGENTS,400144089,"166,389.68"
DFID,DFID,18/02/2011,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400144096,"130,988.45"
DFID,DFID,18/02/2011,Research & Development,Policy and Research Directorate,GBS Re DFID Third Party Monies,400144099,"30,016.93"
DFID,DFID,18/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400144101,"267,409.94"
DFID,DFID,18/02/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400144103,"36,400.00"
DFID,DFID,18/02/2011,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400144117,"65,618.00"
DFID,DFID,18/02/2011,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400144120,"37,728.00"
DFID,DFID,18/02/2011,Technical & Advisory services,East and Central Africa,MOTT MACDONALD LTD,400144122,"72,495.00"
DFID,DFID,18/02/2011,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400144123,"37,778.00"
DFID,DFID,18/02/2011,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400144125,"37,770.00"
DFID,DFID,18/02/2011,Aid to partner government,Asia Division,THE CROWN AGENTS,400144126,"308,943.89"
DFID,DFID,18/02/2011,Aid to international organisations,International Finance Division,IBRD HSBC T,400144127,"813,591.06"
DFID,DFID,18/02/2011,Aid to international organisations,International Finance Division,IBRD HSBC T,400144127,"3,831,000.00"
DFID,DFID,18/02/2011,Aid to civil society organisations / NGOs,Asia Division,INTERNATIONAL ALERT,400144130,"80,572.94"
DFID,DFID,18/02/2011,Research & Development,Policy and Research Directorate,Ipact at the University of Aberdeen,400144145,"27,220.50"
DFID,DFID,18/02/2011,Technical & Advisory services,Policy and Research Directorate,HLSP LIMITED,400144147,"21,370.00"
DFID,DFID,21/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,African Security Sector Network (ASSN),400144149,"102,663.78"
DFID,DFID,18/02/2011,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400144152,"42,919.63"
DFID,DFID,21/02/2011,Technical & Advisory services,Asia Division,CAMBRIDGE EDUCATION LTD,400144156,"90,115.96"
DFID,DFID,18/02/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400144158,"78,869.43"
DFID,DFID,21/02/2011,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400144167,"54,305.00"
DFID,DFID,21/02/2011,Technical & Advisory services,Asia Division,ERNST &  YOUNG PRIVATE LTD,400144175,"106,889.00"
DFID,DFID,21/02/2011,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400144176,"21,421.48"
DFID,DFID,22/02/2011,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400144182,"32,477.75"
DFID,DFID,18/02/2011,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400144187,"180,207.67"
DFID,DFID,22/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WSP INTERNATIONAL LIMITED,400144189,"63,459.00"
DFID,DFID,18/02/2011,Aid to civil society organisations / NGOs,International Finance Division,SCHOOL OF ORIENTAL & AFRICAN STUDIES,400144191,"48,935.42"
DFID,DFID,21/02/2011,Aid to international organisations,Policy and Research Directorate,The World Bank (EFO),400144286,"250,000.00"
DFID,DFID,21/02/2011,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400144298,"1,500,000.00"
DFID,DFID,21/02/2011,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400144298,"500,000.00"
DFID,DFID,22/02/2011,Aid to international organisations,Asia Division, OECD,400144304,"35,500.00"
DFID,DFID,28/02/2011,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400144316,"101,025.60"
DFID,DFID,21/02/2011,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400144320,"1,000,000.00"
DFID,DFID,21/02/2011,Aid to international organisations,Policy and Research Directorate,IBRD HSBC T,400144335,"200,000.00"
DFID,DFID,21/02/2011,Technical & Advisory services,West and Southern Africa,SARAH LADBURY,400144347,"21,885.28"
DFID,DFID,21/02/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400144360,"91,965.60"
DFID,DFID,22/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,World Federation of Science Journalists (GBP),400144362,"118,611.40"
DFID,DFID,22/02/2011,Communications,Asia Division,THE CROWN AGENTS,400144365,"32,895.00"
DFID,DFID,28/02/2011,Technical & Advisory services,Policy and Research Directorate,INSTITUTE FOR INTEGRATED ECONOMIC RESEARCH,400144366,"29,974.50"
DFID,DFID,22/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,The Nile Basin Discourse (NBD),400144379,"370,068.23"
DFID,DFID,21/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OXFORD POLICY MANAGEMENT,400144382,"30,961.00"
DFID,DFID,21/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400144388,"410,580.00"
DFID,DFID,21/02/2011,Research & Development,Policy and Research Directorate,BBSRC,400144390,"50,000.00"
DFID,DFID,21/02/2011,Aid to civil society organisations / NGOs,West and Southern Africa,MERLIN,400144391,"1,990,186.00"
DFID,DFID,21/02/2011,Aid to civil society organisations / NGOs,Communications Division,VSO,400144395,"88,150.00"
DFID,DFID,25/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,ADAM SMITH INTERNATIONAL  LTD,400144397,"33,468.22"
DFID,DFID,21/02/2011,Aid to partner government,East and Central Africa,IBRD HSBC T,400144402,"2,500,000.00"
DFID,DFID,23/02/2011,Technical & Advisory services,West and Southern Africa,TRIBAL HELM CORPORATION LTD,400144404,"28,714.30"
DFID,DFID,21/02/2011,Aid to international organisations,East and Central Africa,UNICEF,400144406,"600,000.00"
DFID,DFID,21/02/2011,Aid to other bilateral donors,West and Southern Africa,UNICEF,400144408,"33,003.30"
DFID,DFID,23/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,POPULATION  SERVICES INTERNATIONAL,400144417,"1,598,346.00"
DFID,DFID,24/02/2011,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400144429,"797,815.63"
DFID,DFID,22/02/2011,Technical & Advisory services,Policy and Research Directorate,WFP CONTRIBUTIONS UNIT,400144491,"65,789.00"
DFID,DFID,22/02/2011,Aid to international organisations,West and Southern Africa, UNICEF,400144522,"275,000.00"
DFID,DFID,22/02/2011,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400144532,"284,141.87"
DFID,DFID,23/02/2011,"Property Repairs, Maintenance & Alterations",West and Southern Africa,RADIUS Consulting Ghana Ltd,400144536,"25,323.58"
DFID,DFID,22/02/2011,Aid to civil society organisations / NGOs,East and Central Africa,HENNET,400144545,"180,387.67"
DFID,DFID,22/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400144560,"34,932.75"
DFID,DFID,22/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400144565,"32,724.69"
DFID,DFID,22/02/2011,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400144567,"85,532.60"
DFID,DFID,28/02/2011,Technical & Advisory services,International Finance Division,NATHAN EME LTD,400144573,"116,381.81"
DFID,DFID,22/02/2011,Technical & Advisory services,International Relations Division,ECOTEC RESEARCH AND CONSULTING LTD,400144592,"104,384.00"
DFID,DFID,22/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,BRITISH COUNCIL,400144597,"37,086.90"
DFID,DFID,24/02/2011,Technical & Advisory services,Policy and Research Directorate,Perspectives GmbH,400144600,"30,000.00"
DFID,DFID,22/02/2011,Aid to civil society organisations / NGOs,Communications Division,INTERN DEVEL EDUC ASSOC OF SCOTLAND,400144610,"56,662.00"
DFID,DFID,23/02/2011,Technical & Advisory services,Policy and Research Directorate,CAB INTERNATIONAL,400144616,"35,215.22"
DFID,DFID,23/02/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400144621,"974,719.57"
DFID,DFID,23/02/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400144624,"52,149.00"
DFID,DFID,23/02/2011,Technical & Advisory services,Western Asia and Stabilisation Division,PRICEWATERHOUSECOOPERS,400144633,"64,022.51"
DFID,DFID,22/02/2011,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",International Monetary Fund (GBP),400144636,"2,000,000.00"
DFID,DFID,24/02/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Sea & Shore Construction,400144637,"544,495.40"
DFID,DFID,23/02/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400144646,"80,361.85"
DFID,DFID,22/02/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400144648,"47,473.07"
DFID,DFID,22/02/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400144649,"73,347.00"
DFID,DFID,22/02/2011,Research & Development,Policy and Research Directorate,Practical Action (GBP),400144655,"25,066.51"
DFID,DFID,22/02/2011,Research & Development,Policy and Research Directorate,Practical Action (GBP),400144655,"14,460.00"
DFID,DFID,22/02/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400144659,"1,480.48"
DFID,DFID,22/02/2011,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400144659,"51,047.41"
DFID,DFID,28/02/2011,Aid to international organisations,East and Central Africa,UNDP (USD) ACCOUNT,400144663,"10,500,000.00"
