Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (œ) ,VAT Registration Number
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656," 32,524.51 ",
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656," 3,594.96 ",
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656, 678.00 ,
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656," 3,124.67 ",
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656, 470.32 ,
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656," 1,127.06 ",
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656, 600.00 ,
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656," 2,499.99 ",
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656, 503.95 ,
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656," 1,029.23 ",
FCO,FCO,19-Jan-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,3000656, 501.34 ,
FCO,FCO,17-Jan-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,2005321," 50,008.82 ",
FCO,FCO,07-Jan-11,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140," 2,295.24 ",
FCO,FCO,07-Jan-11,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140, 254.73 ,
FCO,FCO,07-Jan-11,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140, 890.44 ,
FCO,FCO,07-Jan-11,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140, 228.12 ,
FCO,FCO,07-Jan-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140," 10,026.75 ",
FCO,FCO,07-Jan-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140, 326.41 ,
FCO,FCO,07-Jan-11,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140, 113.24 ,
FCO,FCO,07-Jan-11,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140, 255.05 ,
FCO,FCO,07-Jan-11,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140," 6,811.36 ",
FCO,FCO,07-Jan-11,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140," 5,337.10 ",
FCO,FCO,07-Jan-11,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140," 1,702.84 ",
FCO,FCO,07-Jan-11,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140, 147.50 ,
FCO,FCO,07-Jan-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140," 11,491.71 ",
FCO,FCO,07-Jan-11,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140, 174.16 ,
FCO,FCO,07-Jan-11,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10140," 6,011.15 ",
FCO,FCO,12-Jan-11,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142," 2,922.41 ",
FCO,FCO,12-Jan-11,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142, 300.51 ,
FCO,FCO,12-Jan-11,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142," 1,050.47 ",
FCO,FCO,12-Jan-11,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142, 269.11 ,
FCO,FCO,12-Jan-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142," 11,828.75 ",
FCO,FCO,12-Jan-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142, 484.78 ,
FCO,FCO,12-Jan-11,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142, 133.59 ,
FCO,FCO,12-Jan-11,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142, 604.38 ,
FCO,FCO,12-Jan-11,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142," 8,035.49 ",
FCO,FCO,12-Jan-11,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142," 6,296.28 ",
FCO,FCO,12-Jan-11,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142," 2,008.87 ",
FCO,FCO,12-Jan-11,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142, 174.00 ,
FCO,FCO,12-Jan-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142," 13,556.99 ",
FCO,FCO,12-Jan-11,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142, 205.46 ,
FCO,FCO,12-Jan-11,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10142," 7,091.46 ",
FCO,FCO,12-Jan-11,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143," 3,373.53 ",
FCO,FCO,12-Jan-11,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143, 668.15 ,
FCO,FCO,12-Jan-11,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143, 484.04 ,
FCO,FCO,12-Jan-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143," 3,908.93 ",
FCO,FCO,12-Jan-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143, 331.53 ,
FCO,FCO,12-Jan-11,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143, 66.15 ,
FCO,FCO,12-Jan-11,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143, 335.00 ,
FCO,FCO,12-Jan-11,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143," 6,716.71 ",
FCO,FCO,12-Jan-11,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143," 4,793.79 ",
FCO,FCO,12-Jan-11,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143," 1,679.17 ",
FCO,FCO,12-Jan-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143," 1,004.93 ",
FCO,FCO,12-Jan-11,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143, 710.56 ,
FCO,FCO,12-Jan-11,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10143," 5,196.52 ",
FCO,FCO,07-Jan-11,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387," 2,954.08 ",
FCO,FCO,07-Jan-11,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387," 3,272.22 ",
FCO,FCO,07-Jan-11,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387, 175.34 ,
FCO,FCO,07-Jan-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387," 10,334.70 ",
FCO,FCO,07-Jan-11,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387, 181.43 ,
FCO,FCO,07-Jan-11,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387, 16.88 ,
FCO,FCO,07-Jan-11,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387," 5,048.20 ",
FCO,FCO,07-Jan-11,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387," 3,080.13 ",
FCO,FCO,07-Jan-11,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387," 1,262.05 ",
FCO,FCO,07-Jan-11,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387, 582.73 ,
FCO,FCO,07-Jan-11,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002387, 905.50 ,
FCO,FCO,06-Jan-11,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 113,226.55 ",
FCO,FCO,06-Jan-11,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 2,377.61 ",
FCO,FCO,06-Jan-11,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 45,799.82 ",
FCO,FCO,06-Jan-11,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 7,157.58 ",
FCO,FCO,06-Jan-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 138,291.01 ",
FCO,FCO,06-Jan-11,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 2,503.75 ",
FCO,FCO,06-Jan-11,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 6,047.09 ",
FCO,FCO,06-Jan-11,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 41,908.79 ",
FCO,FCO,06-Jan-11,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 4,594.11 ",
FCO,FCO,06-Jan-11,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 2,608.63 ",
FCO,FCO,06-Jan-11,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 10,442.48 ",
FCO,FCO,06-Jan-11,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 48,997.97 ",
FCO,FCO,06-Jan-11,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1006637," 39,248.91 ",
FCO,FCO,06-Jan-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1006637," 81,060.76 ",
FCO,FCO,06-Jan-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1006637,-0.01 ,
FCO,FCO,26-Jan-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BJ5 SA,1012834," 38,285.99 ",
FCO,FCO,14-Jan-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1007277," 141,021.15 ",
FCO,FCO,14-Jan-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1007277," 10,551.02 ",
FCO,FCO,14-Jan-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1007277," 24,678.70 ",
FCO,FCO,14-Jan-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1007277," 1,846.43 ",
FCO,FCO,18-Jan-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KEN EMPLOYEE EXPENSES,17748," 32,224.80 ",
FCO,FCO,12-Jan-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,MRAG LTD,1007072," 97,629.32 ",
FCO,FCO,13-Jan-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,MRAG LTD,1007073," 97,630.32 ",
FCO,FCO,19-Jan-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,DIPLOMATIC SERVICE BUREAU,1243812," 320,839.04 ",
FCO,FCO,19-Jan-11,Wdhs/Wsds,DG CHANGE & DELIVERY,BUYING SOLUTIONS,3000629," 51,240.96 ",
FCO,FCO,19-Jan-11,Wdhs/Wsds,DG CHANGE & DELIVERY,BUYING SOLUTIONS,3000629," 10,248.19 ",
FCO,FCO,24-Jan-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,THE VOYAGE BRITISH GERMAN CONNECTION,1007902," 35,000.00 ",
FCO,FCO,14-Jan-11,Additional Volunteer Contribution,NON CASH & UNALLOCATED COSTS,SCOTTISH WIDOWS PLC,1007296," 27,405.53 ",
FCO,FCO,19-Jan-11,Specialist Contractors,DG CHANGE & DELIVERY,SURREY POLICE AUTHORITY,1007628," 28,020.04 ",
FCO,FCO,07-Jan-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,NATO PARLIAMENTARY ASSEMBLY,1002384," 392,588.07 ",
FCO,FCO,07-Jan-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,NATO PARLIAMENTARY ASSEMBLY,1002385," 392,588.07 ",
FCO,FCO,12-Jan-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CHANCERY,10174," 227,689.45 ",
FCO,FCO,31-Jan-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003114," 586,996.30 ",
FCO,FCO,31-Jan-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003115," 443,648.24 ",
FCO,FCO,31-Jan-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003118," 6,000,467.81 ",
FCO,FCO,05-Jan-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GLOBAL PARTNERS & ASSOCIATES LTD,1006539," 41,097.56 ",
FCO,FCO,28-Jan-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GLOBAL PARTNERS & ASSOCIATES LTD,1008316," 37,236.96 ",
FCO,FCO,24-Jan-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,UNIVERSITY OF CAMBRIDGE,1007908," 63,798.00 ",
FCO,FCO,18-Jan-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,MAYFAIR HOTEL & SPA,40000000718," 11,192.82 ",
FCO,FCO,18-Jan-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,MAYFAIR HOTEL & SPA,40000000718," 15,248.50 ",
FCO,FCO,12-Jan-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,DESIGN IT SOLUTIONS LTD,5373," 62,499.99 ",
FCO,FCO,17-Jan-11,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1007329," 20,000.00 ",
FCO,FCO,17-Jan-11,Overseas Duty Travel,DG FINANCE,DTZ CONSULTING AND RESEARCH,1007329," 2,809.94 ",
FCO,FCO,17-Jan-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1007329," 3,991.74 ",
FCO,FCO,17-Jan-11,Overseas Duty Travel,DG FINANCE,DTZ CONSULTING AND RESEARCH,1007329,"-2,809.94 ",
FCO,FCO,17-Jan-11,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1007329,"-20,000.00 ",
FCO,FCO,17-Jan-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1007329,"-3,991.74 ",
FCO,FCO,17-Jan-11,Overseas Duty Travel,DG FINANCE,DTZ CONSULTING AND RESEARCH,1007329," 2,809.94 ",
FCO,FCO,17-Jan-11,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1007329," 20,000.00 ",
FCO,FCO,17-Jan-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1007329," 3,991.74 ",
FCO,FCO,21-Jan-11,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,WRG CREATIVE COMMINICATIONS LIMITED,1007838," 125,137.41 ",
FCO,FCO,21-Jan-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WRG CREATIVE COMMINICATIONS LIMITED,1007838," 21,899.05 ",
FCO,FCO,31-Jan-11,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1008384, 84.00 ,
FCO,FCO,31-Jan-11,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1008384, 276.00 ,
FCO,FCO,31-Jan-11,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1008384, 14.00 ,
FCO,FCO,31-Jan-11,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1008384," 23,420.00 ",
FCO,FCO,31-Jan-11,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1008384, 540.00 ,
FCO,FCO,31-Jan-11,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1008384," 1,080.00 ",
FCO,FCO,31-Jan-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,RADA ENTERPRISES LIMITED,1008384," 5,082.80 ",
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
