Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,Spend
Home Office,DBS - Disclosure & Barring Services,04/03/2014,Business Process Outsourcing,DBS - Disclosure & Barring Services,CAPITA BUSINESS SERVICES LTD,1001545941,"1,092,155.20"
Home Office,DBS - Disclosure & Barring Services,04/03/2014,Business Process Outsourcing,DBS - Disclosure & Barring Services,CAPITA BUSINESS SERVICES LTD,1001545941,"72,746.33"
Home Office,DBS - Disclosure & Barring Services,04/03/2014,Business Process Outsourcing,DBS - Disclosure & Barring Services,CAPITA BUSINESS SERVICES LTD,1001545941,"464,082.70"
Home Office,DBS - Disclosure & Barring Services,05/03/2014,Business Process Outsourcing,DBS - Disclosure & Barring Services,CGI IT UK LTD,1001546715,"52,320.00"
Home Office,DBS - Disclosure & Barring Services,28/03/2014,Business Process Outsourcing,DBS - Disclosure & Barring Services,CAPITA BUSINESS SERVICES LTD,1001559431,"-670,931.17"
Home Office,DBS - Disclosure & Barring Services,28/03/2014,Business Process Outsourcing,DBS - Disclosure & Barring Services,CAPITA BUSINESS SERVICES LTD,1001559431,"1,225,430.29"
Home Office,DBS - Disclosure & Barring Services,28/03/2014,Business Process Outsourcing,DBS - Disclosure & Barring Services,CAPITA BUSINESS SERVICES LTD,1001559431,"78,936.67"
Home Office,DBS - Disclosure & Barring Services,28/03/2014,Business Process Outsourcing,DBS - Disclosure & Barring Services,CAPITA BUSINESS SERVICES LTD,1001559431,"456,141.20"
Home Office,DBS - Disclosure & Barring Services,05/03/2014,Contingent Labour,DBS - Disclosure & Barring Services,HOME OFFICE,9000088,"38,740.82"
Home Office,DBS - Disclosure & Barring Services,04/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,HOME OFFICE,9000087,"177,026.00"
Home Office,DBS - Disclosure & Barring Services,04/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,HOME OFFICE,9000087,"144,922.00"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,AVON & SOMERSET POLICE & CRIME COMMISSIONER,1001553274,"39,990.87"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,BRITISH TRANSPORT POLICE,1001553281,"35,563.31"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER,1001553285,"31,864.04"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER,1001553344,"51,034.34"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER,1001553353,"56,588.00"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR CHESHIRE,1001553356,"39,562.52"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE,1001553358,"43,616.02"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR ESSEX,1001553361,"33,097.32"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR NORTH WALES,1001553367,"39,565.40"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE),1001553369,"48,776.90"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,WEST MERCIA PCC,1001553404,"28,777.73"
Home Office,DBS - Disclosure & Barring Services,18/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,WEST MIDLANDS OFFICE FOR POLICING & CRIME,1001553405,"95,692.62"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,BRITISH TRANSPORT POLICE,1001555986,"40,429.91"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER,1001556117,"31,853.26"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,DISCLOSURE SCOTLAND,3000048021,"26,966.91"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001556192,"536,679.89"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER,1001556197,"26,046.39"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER,1001556200,"90,388.83"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER,1001556200,"95,965.23"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE,1001556201,"73,653.44"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE,1001556202,"47,634.19"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORFOLK,1001556203,"92,862.57"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE,1001556205,"26,023.17"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER,1001556207,"57,281.25"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR ESSEX,1001556216,"120,173.07"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE,1001556218,"57,996.88"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE,1001556220,"62,826.45"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE,1001556221,"97,918.03"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE,1001556221,"75,520.55"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,POLICE & CRIME COMMISSIONER FOR SURREY,1001556222,"31,835.17"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,THAMES VALLEY POLICE,1001556247,"64,203.35"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA,1001556250,"69,481.69"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,THE POLICE & CRIME COMMISSIONER FOR LANCASHIRE,1001556251,"48,225.67"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,THE POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE,1001556252,"53,615.75"
Home Office,DBS - Disclosure & Barring Services,24/03/2014,Criminal Record Checks,DBS - Disclosure & Barring Services,WEST MIDLANDS OFFICE FOR POLICING & CRIME,1001556266,"96,117.35"
Home Office,DBS - Disclosure & Barring Services,31/03/2014,Early Retirement Costs,DBS - Disclosure & Barring Services,HOME OFFICE,9000097,"22,450.46"
Home Office,DBS - Disclosure & Barring Services,31/03/2014,Early Retirement Costs,DBS - Disclosure & Barring Services,HOME OFFICE,9000097,"69,649.26"
Home Office,DBS - Disclosure & Barring Services,03/03/2014,Fees - Other,DBS - Disclosure & Barring Services,HOME OFFICE,9000084,"36,387.16"
Home Office,DBS - Disclosure & Barring Services,28/03/2014,Fees - Other,DBS - Disclosure & Barring Services,HOME OFFICE,9000095,"36,387.16"
Home Office,DBS - Disclosure & Barring Services,03/03/2014,IT Running Costs,DBS - Disclosure & Barring Services,HOME OFFICE,9000085,"63,448.46"
Home Office,DBS - Disclosure & Barring Services,10/03/2014,IT Running Costs,DBS - Disclosure & Barring Services,MINISTRY OF JUSTICE,3000047953,"82,500.00"
Home Office,DBS - Disclosure & Barring Services,10/03/2014,IT Running Costs,DBS - Disclosure & Barring Services,MINISTRY OF JUSTICE,3000047953,"25,500.00"
Home Office,DBS - Disclosure & Barring Services,10/03/2014,IT Running Costs,DBS - Disclosure & Barring Services,MINISTRY OF JUSTICE,3000047953,"82,500.00"
Home Office,DBS - Disclosure & Barring Services,10/03/2014,IT Running Costs,DBS - Disclosure & Barring Services,MINISTRY OF JUSTICE,3000047953,"25,500.00"
