DEPARTMENTAL FAMILY,ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,MoJ HQ,14-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,METHODS CONSULTING,1053446,"£26,664.00"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1054442,"£61,931.52"
Ministry of Justice,MoJ HQ,05-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1052705,"£26,061.59"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1052833,"£31,789.13"
Ministry of Justice,MoJ HQ,14-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1053288,"£36,792.64"
Ministry of Justice,MoJ HQ,14-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1053288,"£37,065.17"
Ministry of Justice,MoJ HQ,18-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1053680,"£34,535.83"
Ministry of Justice,MoJ HQ,18-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1053680,"£36,987.30"
Ministry of Justice,MoJ HQ,21-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1053904,"£34,079.98"
Ministry of Justice,MoJ HQ,25-Jul-11,LZ600-Transforming Justice,212001-Agency staff,CENTRAL OFFICE OF INFORMATION (COI),1054203,"£26,901.00"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,212001-Agency staff,CAPITA RESOURCING LTD,1054442,"£38,016.48"
Ministry of Justice,MoJ HQ,05-Jul-11,NZ406-Strategic Estates Feeder,221000-Property Rent and Rates,GVA GRIMLEY LTD T/A GVA,1052727,"£37,257.30"
Ministry of Justice,MoJ HQ,11-Jul-11,NZ406-Strategic Estates Feeder,221000-Property Rent and Rates,DTZ DEBENHAM TIE LEUNG,1053048,"£1,006,550.35"
Ministry of Justice,MoJ HQ,05-Jul-11,NZ406-Strategic Estates Feeder,222002-Other Property Costs,LAMBERT SMITH HAMPTON GROUP LTD - TA LAMBERT SMITH HAMPTON,1052738,"£45,120.00"
Ministry of Justice,MoJ HQ,27-Jul-11,NZ406-Strategic Estates Feeder,222002-Other Property Costs,HOME OFFICE,1054388,"£7,075,000.00"
Ministry of Justice,MoJ HQ,14-Jul-11,NZ406-Strategic Estates Feeder,261000-Fuel and Utilities,EDF ENERGY LTD,1053335,"£26,944.29"
Ministry of Justice,MoJ HQ,25-Jul-11,NZ406-Strategic Estates Feeder,261000-Fuel and Utilities,EDF ENERGY LTD,1054228,"£69,093.68"
Ministry of Justice,MoJ HQ,28-Jul-11,NZ406-Strategic Estates Feeder,261000-Fuel and Utilities,DEPARTMENT OF ENERGY & CLIMATE CHANGE (DECC),1054475,"£160,015.44"
Ministry of Justice,MoJ HQ,11-Jul-11,NZ406-Strategic Estates Feeder,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1053027,"£119,471.89"
Ministry of Justice,MoJ HQ,11-Jul-11,NZ406-Strategic Estates Feeder,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1053027,"£41,130.12"
Ministry of Justice,MoJ HQ,07-Jul-11,NZ406-Strategic Estates Feeder,222002-Other Property Costs,LANCASTER OFFICE CLEANING CO LTD,1052896,"£107,609.83"
Ministry of Justice,MoJ HQ,14-Jul-11,NZ406-Strategic Estates Feeder,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1053284,"£33,407.52"
Ministry of Justice,MoJ HQ,21-Jul-11,NZ406-Strategic Estates Feeder,222002-Other Property Costs,JACOBS ENGINEERING UK LTD,1053994,"£37,834.56"
Ministry of Justice,MoJ HQ,14-Jul-11,NZ406-Strategic Estates Feeder,222002-Other Property Costs,AMARYLLIS LIMITED,1053211,"£31,560.23"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,222001-Maintenance,M J FERGUSON LTD,1053762,"£311,710.17"
Ministry of Justice,MoJ HQ,21-Jul-11,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1054018,"£363,001.68"
Ministry of Justice,MoJ HQ,14-Jul-11,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1053426,"£57,337.08"
Ministry of Justice,MoJ HQ,21-Jul-11,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1054018,"£60,433.62"
Ministry of Justice,MoJ HQ,21-Jul-11,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1054018,"£30,402.19"
Ministry of Justice,MoJ HQ,14-Jul-11,NX900-MOJ Shared Services,262000-SCA Costs,LIBERATA UK LTD,1053426,"£1,409,821.84"
Ministry of Justice,MoJ HQ,14-Jul-11,RE999-CJG - Research & Analysis,223000-Other Expenditure,UNIVERSITY OF SURREY,1053609,"£30,010.95"
Ministry of Justice,MoJ HQ,28-Jul-11,RE999-CJG - Research & Analysis,223000-Other Expenditure,UNIVERSITY OF KENT,1054662,"£37,893.60"
Ministry of Justice,MoJ HQ,18-Jul-11,PZ501-MoJ ICT Feeder,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1053755,"£73,496.52"
Ministry of Justice,MoJ HQ,18-Jul-11,PZ501-MoJ ICT Feeder,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1053755,"£62,001.65"
Ministry of Justice,MoJ HQ,07-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,GOVERNMENT CAR & DESPATCH AGENCY,1052864,"£34,463.32"
Ministry of Justice,MoJ HQ,07-Jul-11,MD600-Information Directorate,223000-Other Expenditure,SWEET & MAXWELL LTD,1052973,"£43,962.00"
Ministry of Justice,MoJ HQ,07-Jul-11,MD600-Information Directorate,223000-Other Expenditure,SWEET & MAXWELL LTD,1052973,"£66,806.42"
Ministry of Justice,MoJ HQ,14-Jul-11,MD600-Information Directorate,223000-Other Expenditure,LEXIS NEXIS BUTTERWORTHS,1053425,"£190,012.80"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£58,879.38"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£56,709.44"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£35,405.27"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£56,685.94"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£102,767.64"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£56,425.07"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£43,060.82"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£25,715.68"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£56,425.07"
Ministry of Justice,MoJ HQ,18-Jul-11,NZ406-Strategic Estates Feeder,223001-Printing Postage and Office expenditure,C F CAPITAL PLC,1053677,"£64,590.17"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ORACLE CORPORATION UK LTD,1052626,"£573,437.43"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CACI LTD,1052829,"£25,245.60"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CACI LTD,1052829,"£69,870.00"
Ministry of Justice,MoJ HQ,14-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CABLE & WIRELESS,1053281,"£105,840.00"
Ministry of Justice,MoJ HQ,14-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CABLE & WIRELESS,1053281,"£48,026.40"
Ministry of Justice,MoJ HQ,14-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,DESIGN SYSTEMS,1053313,"£53,658.00"
Ministry of Justice,MoJ HQ,21-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CACI LTD,1053900,"£48,450.16"
Ministry of Justice,MoJ HQ,21-Jul-11,NX900-MOJ Shared Services,265000-IT & Telecommunications,ACCENTURE (UK) LIMITED,1053844,"£402,848.40"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HOME OFFICE,1054522,"£63,670.36"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,BYTES SOFTWARE SERVICES LTD,1054437,"£30,615.66"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054636,"£63,986.40"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054636,"£33,822.00"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ALLIES COMPUTING,1054405,"£31,200.00"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CABLE & WIRELESS,1054438,"£62,945.10"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£57,713.00"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£177,038.40"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£54,642.13"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£46,622.40"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£1,132,531.19"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£145,567.99"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£57,713.00"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£42,831.12"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£145,567.99"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£1,128,542.08"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£65,635.76"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£25,048.91"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£54,110.30"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£54,550.54"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£177,038.40"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,DETICA LTD,1052561,"£95,376.00"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£2,824,325.82"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£39,865.42"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£32,961.15"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£50,526.31"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£174,584.82"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£133,674.40"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£43,887.60"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£121,756.27"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£41,062.32"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£447,908.34"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£70,099.45"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CACI LTD,1052829,"£28,200.00"
Ministry of Justice,MoJ HQ,07-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1052859,"£43,483.20"
Ministry of Justice,MoJ HQ,14-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,DETICA LTD,1053314,"£156,687.60"
Ministry of Justice,MoJ HQ,18-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1053717,"£119,847.99"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1054271,"£65,208.08"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£2,434,856.98"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£94,526.10"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£37,868.48"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1054271,"£65,208.08"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£1,034,160.76"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£31,835.75"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£60,350.28"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£36,058.80"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£69,936.38"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£175,169.32"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£245,760.00"
Ministry of Justice,MoJ HQ,25-Jul-11,ME600-Legal Directorate,265000-IT & Telecommunications,CAPITA HARTSHEAD LTD,1054197,"£39,000.00"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054352,"£38,996.20"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1054271,"£101,956.54"
Ministry of Justice,MoJ HQ,26-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1054385,"£101,956.54"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1054525,"£39,746.92"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CABLE & WIRELESS,1054438,"£473,918.83"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1054496,"£68,764.04"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1054525,"£41,235.00"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1054525,"£93,096.00"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,STERIA LTD,1054636,"£112,359.41"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1054496,"£95,641.99"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1054525,"£50,758.12"
Ministry of Justice,MoJ HQ,28-Jul-11,LZ600-Transforming Justice,223000-Other Expenditure,CENTRAL OFFICE OF INFORMATION (COI),1054449,"£48,000.00"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£157,250.00"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£151,394.45"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£31,794.07"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£172,777.64"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£245,253.68"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£31,833.54"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HP ENTERPRISE SERVICES UK LTD,1052589,"£29,144.83"
Ministry of Justice,MoJ HQ,04-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,VODAFONE CORPORATE LTD,1052676,"£26,090.54"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,VODAFONE CORPORATE LTD,1054663,"£26,313.46"
Ministry of Justice,MoJ HQ,07-Jul-11,MD600-Information Directorate,223000-Other Expenditure,TNT UK LTD,1052986,"£79,032.44"
Ministry of Justice,MoJ HQ,18-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1053759,"£109,105.20"
Ministry of Justice,MoJ HQ,18-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1053759,"£46,900.80"
Ministry of Justice,MoJ HQ,25-Jul-11,LZ430-I&B Operations,265000-IT & Telecommunications,LOGICA UK LTD,1054288,"£72,027.60"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1054561,"£45,045.25"
Ministry of Justice,MoJ HQ,04-Jul-11,RE999-CJG - Research & Analysis,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1052530,"£108,150.00"
Ministry of Justice,MoJ HQ,21-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1053857,"£26,792.40"
Ministry of Justice,MoJ HQ,21-Jul-11,NZ406-Strategic Estates Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1053857,"£25,455.60"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054173,"£207,040.68"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054173,"£116,802.00"
Ministry of Justice,MoJ HQ,25-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054173,"£124,121.52"
Ministry of Justice,MoJ HQ,28-Jul-11,NZ406-Strategic Estates Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054412,"£215,041.68"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054412,"£154,984.50"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054412,"£56,404.30"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054412,"£30,242.53"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054412,"£25,981.20"
Ministry of Justice,MoJ HQ,28-Jul-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1054412,"£146,607.60"
