DEPARTMENTAL FAMILY,ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCTS,22-Jul-11,AP999-HQ - Strategy & Change,262000-SCA Costs,LIBERATA UK LTD,1685147,"£40,255.12"
Ministry of Justice,HMCTS,06-Jul-11,AP999-HQ - Strategy & Change,262000-SCA Costs,LIBERATA UK LTD,1664755,"£163,323.28"
Ministry of Justice,HMCTS,08-Jul-11,AP999-HQ - Strategy & Change,262000-SCA Costs,LIBERATA UK LTD,1666974,"£25,533.38"
Ministry of Justice,HMCTS,20-Jul-11,AP999-HQ - Strategy & Change,262000-SCA Costs,LIBERATA UK LTD,1680496,"£25,072.34"
Ministry of Justice,HMCTS,20-Jul-11,AP999-HQ - Strategy & Change,262000-SCA Costs,LIBERATA UK LTD,1680496,"£52,384.96"
Ministry of Justice,HMCTS,29-Jul-11,AP999-HQ - Strategy & Change,262000-SCA Costs,LIBERATA UK LTD,1693920,"£296,201.10"
Ministry of Justice,HMCTS,15-Jul-11,HZ999-North East Region,262000-SCA Costs,MODERN COURTS (HUMBERSIDE) LTD,1675761,"£427,486.95"
Ministry of Justice,HMCTS,19-Jul-11,GZ999-North West Region,262000-SCA Costs,UK COURT SERVICES LTD,1679486,"£572,459.20"
Ministry of Justice,HMCTS,19-Jul-11,GZ999-North West Region,262000-SCA Costs,UK COURT SERVICES LTD,1679486,"£87,327.43"
Ministry of Justice,HMCTS,19-Jul-11,HZ999-North East Region,262000-SCA Costs,PALECASTLE LTD,1679152,"£112,369.80"
Ministry of Justice,HMCTS,19-Jul-11,DZ999-South West Region,262000-SCA Costs,ENTERPRISE CIVIC BUILDINGS LIMITED,1677719,"£305,031.62"
Ministry of Justice,HMCTS,19-Jul-11,FZ999-Midlands Region,262000-SCA Costs,H & W COURTS LIMITED,1677825,"£562,415.20"
Ministry of Justice,HMCTS,19-Jul-11,CZ999-South East Region,262000-SCA Costs,MODERN COURTS (EAST ANGLIA) LTD,1678227,"£496,561.36"
Ministry of Justice,HMCTS,19-Jul-11,DZ999-South West Region,262000-SCA Costs,SERVICES SUPPORT (AVON & SOMERSET) LTD,1679330,"£814,389.17"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,262000-SCA Costs,IRON MOUNTAIN UK LTD,1685092,"£195,691.72"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,262000-SCA Costs,H & W COURTS LIMITED,1685054,"£604,746.97"
Ministry of Justice,HMCTS,01-Jul-11,HZ999-North East Region,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1658977,"£157,160.62"
Ministry of Justice,HMCTS,27-Jul-11,HZ999-North East Region,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1691577,"£72,125.72"
Ministry of Justice,HMCTS,05-Jul-11,DZ999-South West Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1662259,"£36,076.04"
Ministry of Justice,HMCTS,13-Jul-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1673671,"£175,128.69"
Ministry of Justice,HMCTS,13-Jul-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1673671,"£181,893.13"
Ministry of Justice,HMCTS,13-Jul-11,CZ999-South East Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1673670,"£26,250.85"
Ministry of Justice,HMCTS,01-Jul-11,BZ999-London Region,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1658876,"£102,482.95"
Ministry of Justice,HMCTS,01-Jul-11,BZ999-London Region,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1658876,"£190,361.00"
Ministry of Justice,HMCTS,05-Jul-11,DZ999-South West Region,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1661637,"£281,928.20"
Ministry of Justice,HMCTS,15-Jul-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1675504,"£67,359.71"
Ministry of Justice,HMCTS,08-Jul-11,BZ999-London Region,265000-IT & Telecommunications,AMTEC CONSULTING PLC,1666530,"£43,740.00"
Ministry of Justice,HMCTS,05-Jul-11,CZ999-South East Region,265000-IT & Telecommunications,CABLE & WIRELESS GLOBAL CARD SERVICES,1661501,"£27,309.07"
Ministry of Justice,HMCTS,20-Jul-11,BZ999-London Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1680303,"£27,573.66"
Ministry of Justice,HMCTS,01-Jul-11,FZ999-Midlands Region,265000-IT & Telecommunications,CABLE & WIRELESS,1658789,"£50,036.40"
Ministry of Justice,HMCTS,01-Jul-11,BZ999-London Region,265000-IT & Telecommunications,CABLE & WIRELESS,1658789,"£32,776.74"
Ministry of Justice,HMCTS,05-Jul-11,FZ999-Midlands Region,265000-IT & Telecommunications,CABLE & WIRELESS,1661500,"£50,036.40"
Ministry of Justice,HMCTS,05-Jul-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1661886,"£28,940.40"
Ministry of Justice,HMCTS,12-Jul-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1670015,"£135,073.20"
Ministry of Justice,HMCTS,06-Jul-11,GZ999-North West Region,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1664535,"£25,948.80"
Ministry of Justice,HMCTS,06-Jul-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1664535,"£29,102.40"
Ministry of Justice,HMCTS,12-Jul-11,FZ999-Midlands Region,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1669585,"£28,209.60"
Ministry of Justice,HMCTS,13-Jul-11,FZ999-Midlands Region,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1672683,"£61,142.40"
Ministry of Justice,HMCTS,19-Jul-11,SK999-Enforcement,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1677406,"£25,207.20"
Ministry of Justice,HMCTS,19-Jul-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1677406,"£26,019.29"
Ministry of Justice,HMCTS,26-Jul-11,SK999-Enforcement,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1688084,"£50,575.20"
Ministry of Justice,HMCTS,27-Jul-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1691424,"£26,019.29"
Ministry of Justice,HMCTS,12-Jul-11,FZ999-Midlands Region,226000-Court Costs,EUREST SERVICES,1669800,"£40,091.70"
Ministry of Justice,HMCTS,08-Jul-11,DZ999-South West Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1667019,"£48,673.87"
Ministry of Justice,HMCTS,15-Jul-11,BZ999-London Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1675745,"£34,788.76"
Ministry of Justice,HMCTS,27-Jul-11,BZ999-London Region,226000-Court Costs,SELLERS LEGAL SERVICES LTD,1691993,"£49,714.90"
Ministry of Justice,HMCTS,12-Jul-11,BZ999-London Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1670070,"£30,236.66"
Ministry of Justice,HMCTS,19-Jul-11,GZ999-North West Region,226000-Court Costs,CATER WALSH REPORTING LTD,433239,"£70,589.10"
Ministry of Justice,HMCTS,05-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS LONDON BOROUGH OF SOUTHWARK#DX 136147,422942,"£45,551.56"
Ministry of Justice,HMCTS,05-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS I B B SOLICITORS#DX 45105,422903,"£73,718.40"
Ministry of Justice,HMCTS,05-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS RENSHAW DERRICK & COMPANY#DX 7642,1660722,"£29,083.89"
Ministry of Justice,HMCTS,05-Jul-11,SL999-Centralised Frontline,226000-Court Costs,HARBORD & CO#DX 30717,1660560,"£60,419.32"
Ministry of Justice,HMCTS,05-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS GQS SOLICITORS#DX 20658,422872,"£59,706.98"
Ministry of Justice,HMCTS,05-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS BSB#DX 37905,422809,"£74,950.13"
Ministry of Justice,HMCTS,05-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS S SATHA & CO#DX 133012,423000,"£41,082.66"
Ministry of Justice,HMCTS,15-Jul-11,SL999-Centralised Frontline,226000-Court Costs,A M STRACHAN & CO,432243,"£201,571.82"
Ministry of Justice,HMCTS,19-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS MARTIN CRAY & CO#DX 2725,1677169,"£31,843.28"
Ministry of Justice,HMCTS,19-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS HICKMAN & ROSE#DX53346,432810,"£31,533.94"
Ministry of Justice,HMCTS,19-Jul-11,SL999-Centralised Frontline,226000-Court Costs,BRIDGE MCFARLAND SOLICITORS#DX 701683,1677017,"£44,683.00"
Ministry of Justice,HMCTS,19-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS BARLOW LYDE & GILBERT LLP#DX 155,432672,"£42,082.39"
Ministry of Justice,HMCTS,19-Jul-11,SL999-Centralised Frontline,226000-Court Costs,MESSRS PEARSON FIELDING SOLICITORS#DX 14277,1677194,"£85,043.74"
Ministry of Justice,HMCTS,13-Jul-11,"AM999-HQ - Civil, Family & Tribunals",226000-Court Costs,LEGAL SERVICE TRANSLATION & INTERPRETING LTD,1672878,"£79,068.86"
Ministry of Justice,HMCTS,05-Jul-11,SL999-Centralised Frontline,311200-Criminal Legal Aid,MESSRS HOGAN BROWN SOLICITORS#DX 14117,1660659,"£61,115.06"
Ministry of Justice,HMCTS,19-Jul-11,SL999-Centralised Frontline,311200-Criminal Legal Aid,FRISBY SOLICITORS LTD T/A FRISBY & CO#DX 14564,1677036,"£60,064.46"
Ministry of Justice,HMCTS,19-Jul-11,SL999-Centralised Frontline,311200-Criminal Legal Aid,MESSRS MANN & CO#DX 22561,1677166,"£30,254.40"
Ministry of Justice,HMCTS,08-Jul-11,DZ999-South West Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1666907,"£55,131.60"
Ministry of Justice,HMCTS,08-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1666907,"£64,369.91"
Ministry of Justice,HMCTS,12-Jul-11,EZ999-Wales Region,532000-Tangible GBV - Additions,WYG MANAGEMENT SERVICES LTD,1670408,"£42,270.26"
Ministry of Justice,HMCTS,12-Jul-11,HZ999-North East Region,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1670081,"£25,425.20"
Ministry of Justice,HMCTS,15-Jul-11,HZ999-North East Region,532000-Tangible GBV - Additions,HONEYWELL CONTROL SYSTEMS LTD,1675627,"£66,369.37"
Ministry of Justice,HMCTS,29-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,TPS,1694476,"£27,313.20"
Ministry of Justice,HMCTS,05-Jul-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1661616,"£38,596.24"
Ministry of Justice,HMCTS,05-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,BEIGHTON CONSTRUCTION LTD,1661441,"£31,151.98"
Ministry of Justice,HMCTS,05-Jul-11,HZ999-North East Region,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1661938,"£74,885.26"
Ministry of Justice,HMCTS,06-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,CITY OF LONDON,1664594,"£269,129.38"
Ministry of Justice,HMCTS,06-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,BRITSPACE MODULAR BUILDINGS LIMITED,1664561,"£319,070.95"
Ministry of Justice,HMCTS,06-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,QUINN LONDON LTD,1665653,"£103,045.39"
Ministry of Justice,HMCTS,08-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1666962,"£2,221,594.80"
Ministry of Justice,HMCTS,08-Jul-11,DZ999-South West Region,532000-Tangible GBV - Additions,STONE BCI LTD,1667289,"£64,798.27"
Ministry of Justice,HMCTS,08-Jul-11,EZ999-Wales Region,532000-Tangible GBV - Additions,SMART UK BUILDING SERVICES LTD,1667268,"£29,788.72"
Ministry of Justice,HMCTS,08-Jul-11,GZ999-North West Region,532000-Tangible GBV - Additions,ISG CONSTRUCTION LTD,1666915,"£29,942.40"
Ministry of Justice,HMCTS,12-Jul-11,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1669833,"£1,016,062.14"
Ministry of Justice,HMCTS,12-Jul-11,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1669833,"£1,032,182.56"
Ministry of Justice,HMCTS,15-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,BRITSPACE MODULAR BUILDINGS LIMITED,1675377,"£284,582.21"
Ministry of Justice,HMCTS,15-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,BREYER GROUP PLC,432253,"£70,794.68"
Ministry of Justice,HMCTS,15-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,SYKES & SON LTD,1675935,"£32,304.23"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,532000-Tangible GBV - Additions,ARK BUILD PLC,1684769,"£51,167.11"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1684950,"£32,221.24"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,532000-Tangible GBV - Additions,PEXHURST SERVICES LTD,1685403,"£102,087.20"
Ministry of Justice,HMCTS,26-Jul-11,HZ999-North East Region,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1688531,"£75,125.26"
Ministry of Justice,HMCTS,26-Jul-11,DZ999-South West Region,532000-Tangible GBV - Additions,STONE BCI LTD,1688886,"£87,793.99"
Ministry of Justice,HMCTS,26-Jul-11,HZ999-North East Region,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1688531,"£28,260.88"
Ministry of Justice,HMCTS,27-Jul-11,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1691569,"£46,207.36"
Ministry of Justice,HMCTS,29-Jul-11,GZ999-North West Region,532000-Tangible GBV - Additions,GARSIDE & LAYCOCK LTD,1693794,"£212,585.48"
Ministry of Justice,HMCTS,29-Jul-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,JD INTERIORS,1693884,"£31,937.00"
Ministry of Justice,HMCTS,29-Jul-11,BZ999-London Region,532000-Tangible GBV - Additions,BREYER GROUP PLC,443372,"£84,534.68"
Ministry of Justice,HMCTS,22-Jul-11,AP999-HQ - Strategy & Change,512000-Intangible GBV - Additions,LOGICA UK LTD,1685152,"£40,537.20"
Ministry of Justice,HMCTS,29-Jul-11,AP999-HQ - Strategy & Change,512000-Intangible GBV - Additions,LOGICA UK LTD,1693929,"£34,779.60"
Ministry of Justice,HMCTS,01-Jul-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1659168,"£120,200.00"
Ministry of Justice,HMCTS,08-Jul-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1667060,"£125,999.00"
Ministry of Justice,HMCTS,19-Jul-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1678295,"£137,314.00"
Ministry of Justice,HMCTS,26-Jul-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1688555,"£122,650.00"
Ministry of Justice,HMCTS,29-Jul-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1693998,"£139,208.00"
Ministry of Justice,HMCTS,01-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,AYLESBURY CONSERVATIVES,1658731,"£38,750.00"
Ministry of Justice,HMCTS,05-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CLSH MANAGEMENT LIMITED,1661555,"£112,582.54"
Ministry of Justice,HMCTS,08-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ARROWCROFT SERVICES LTD,6430,"£83,333.40"
Ministry of Justice,HMCTS,08-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1667057,"£26,531.71"
Ministry of Justice,HMCTS,12-Jul-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,BEACHCROFT,1669614,"£53,383.33"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1685053,"£41,828.40"
Ministry of Justice,HMCTS,26-Jul-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,PORT TALBOT LIMITED PARTNERSHIP,1688771,"£85,404.19"
Ministry of Justice,HMCTS,27-Jul-11,AG999-HQ - Estates,610400-Debtors <1 year - Prepayments & Accrued Income,GENERAL PHYSICS (UK) LTD,1691546,"£66,094.20"
Ministry of Justice,HMCTS,01-Jul-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NEWPORT CITY COUNCIL,1659170,"£32,419.64"
Ministry of Justice,HMCTS,01-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,ROYAL BOROUGH OF KINGSTON UPON THAMES,1659288,"£82,300.63"
Ministry of Justice,HMCTS,06-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1665744,"£587,135.40"
Ministry of Justice,HMCTS,06-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1665744,"£1,198,846.64"
Ministry of Justice,HMCTS,06-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1664594,"£1,237,750.00"
Ministry of Justice,HMCTS,06-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1665744,"£1,199,451.22"
Ministry of Justice,HMCTS,12-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LANCASHIRE POLICE AUTHORITY,1669991,"£48,427.34"
Ministry of Justice,HMCTS,12-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1669701,"£58,936.47"
Ministry of Justice,HMCTS,12-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LANCASHIRE COUNTY COUNCIL,1669990,"£112,965.00"
Ministry of Justice,HMCTS,15-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEVON COUNTY COUNCIL,1675485,"£90,484.00"
Ministry of Justice,HMCTS,15-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1675481,"£95,976.28"
Ministry of Justice,HMCTS,22-Jul-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,FLINTSHIRE COUNTY COUNCIL,1685003,"£38,139.91"
Ministry of Justice,HMCTS,12-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1669876,"£194,599.49"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1684743,"£33,774.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1684518,"£301,245.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1684518,"£52,707.73"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1684518,"£27,898.23"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1684518,"£35,060.28"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1684518,"£46,206.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1684518,"£31,519.76"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,1684671,"£25,114.00"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BASILDON DISTRICT COUNCIL,1684468,"£33,341.00"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BOURNEMOUTH BOROUGH COUNCIL,1684485,"£38,320.50"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRADFORD METROPOLITAN COUNCIL,1684487,"£53,259.00"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1684492,"£69,280.00"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1684492,"£47,630.00"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1684492,"£44,166.00"
Ministry of Justice,HMCTS,22-Jul-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1684500,"£29,447.00"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,EXETER CITY COUNCIL,1684563,"£43,083.50"
Ministry of Justice,HMCTS,22-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1684597,"£125,570.00"
Ministry of Justice,HMCTS,22-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1684597,"£69,713.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1684612,"£76,557.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1684612,"£49,377.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1684618,"£43,941.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1684618,"£104,190.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1684618,"£84,258.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1684618,"£31,483.50"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAIDSTONE BOROUGH COUNCIL,1684623,"£57,589.00"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,DERBY CITY COUNCIL,1684540,"£27,279.00"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1684505,"£30,093.50"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1684505,"£26,629.50"
Ministry of Justice,HMCTS,22-Jul-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF STOKE ON TRENT,1684517,"£30,310.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1684603,"£29,671.50"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1684603,"£55,719.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1684603,"£154,020.00"
Ministry of Justice,HMCTS,22-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,CARLISLE CITY COUNCIL,1684501,"£25,330.50"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1684516,"£61,238.00"
Ministry of Justice,HMCTS,22-Jul-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1684516,"£34,046.50"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1684741,"£41,772.27"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1684632,"£61,053.00"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1684632,"£28,794.50"
Ministry of Justice,HMCTS,22-Jul-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1684640,"£64,084.00"
Ministry of Justice,HMCTS,22-Jul-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORWICH CITY COUNCIL,1684653,"£28,578.00"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PORTSMOUTH CITY COUNCIL,1684660,"£41,568.00"
Ministry of Justice,HMCTS,22-Jul-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRESTON CITY COUNCIL,1684662,"£51,094.00"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1684698,"£30,959.50"
Ministry of Justice,HMCTS,22-Jul-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1684698,"£37,671.00"
