Department,Entity,Payment date,Transaction Number,Invoice Amount,Supplier ,Account Description
FCO,FCO,02/07/2015,"5,109,021","182,926.80",AL ISLAAX CAR SALES AND RENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,434","97,265",PROJECT HOUGOUMONT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,432","96,971.03",PROJECT HOUGOUMONT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,388","89,829",ORGANISATION FOR ECONOMIC CO OPERATION AND DEVELOPMENT OECD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,257","56,404.02",GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,423","47,975.84",PROJECT HOUGOUMONT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,259","44,374",IISS - INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,131","42,524.14",RA INITERNATIONAL,Security: Works Non-Residential
FCO,FCO,02/07/2015,"5,109,025","33,571.51",GO GROUP NLE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,108,793","31,517.76",GENERAL DEPRTMNT OF VIETNAM CUSTOMS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,349","30,000",INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/07/2015,"5,109,360","29,520",INSTITUT FRANCAIS,Language Tuition: Essential
FCO,FCO,02/07/2015,"5,109,222","26,578.72",WILLIAMS LEA,General Information Services
FCO,FCO,03/07/2015,"5,110,514","148,000",UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/07/2015,"5,110,521","95,027.84",CARE INTERNATIONAL UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/07/2015,"5,110,518","72,798.77",CARE INTERNATIONAL UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/07/2015,"5,110,524","54,146",SAFERWORLD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/07/2015,"5,110,721","48,513.50",STRATEGIC INITIATIVE FOR WOMEN IN THE HORN OF AFRICA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/07/2015,"5,110,691","41,066.12",MSECURE LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,03/07/2015,"5,110,079","33,766.81",RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
FCO,FCO,06/07/2015,"5,111,903","281,118.90",GILBERT ASH LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,06/07/2015,"5,111,745","235,000",MEXICHEM UK LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/07/2015,"5,111,673","233,189.70",BORDEN LADNER GERVAIS,Costs Associated with the Disposal of Capitalised Assets
FCO,FCO,06/07/2015,"5,111,918","93,851",CAPITA PROPERTY AND INFRASTRUCTURE LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,06/07/2015,"5,111,809","66,012.46",HOTELLINE ,"Meals, Rental Payments - residential"
FCO,FCO,06/07/2015,"5,112,077","53,800.87",CONTROL RISKS GROUP,Local Guards
FCO,FCO,07/07/2015,"5,113,957","902,378.80",GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,07/07/2015,"5,113,971","331,445.90",G4S SECURE SOLUTIONS UK,Manned Guarding Services
FCO,FCO,07/07/2015,"5,113,966","277,480",FCO SERVICES,IT/IS Consultancy
FCO,FCO,07/07/2015,"5,113,365","212,824.70",DEFENCE BUSINESS SERVICES FINANCE,Mod Guarding Services Residential
FCO,FCO,07/07/2015,"5,112,815","149,263.20",DIPLOMAT FREIGHT SERVICES LTD(DFS),Post - Air Travel
FCO,FCO,07/07/2015,"5,113,917","143,650",OROSTREAM INTERNATIONAL CONTRACTS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,07/07/2015,"5,113,346","124,090.50",LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,07/07/2015,"5,113,979","80,105",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,07/07/2015,"5,113,983","80,093.95",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,07/07/2015,"5,113,336","65,000",LANGUAGE SERVICES DIRECT,Language Tuition: Essential
