Departmental Family,Entity,Date,Expense type,Expense area,Supplier,Transaction Number,Amount,Description
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",WEST SUSSEX COUNTY COUNCIL,4000254683,31000.00,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",WARWICKSHIRE COUNTY COUNCIL,4000254684,27000.00,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",SURREY COUNTY COUNCIL,4000254685,26000.00,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",NORTH TYNESIDE,4000254688,38683.39,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",LONDON BOROUGH OF REDBRIDGE COUNCIL,4000254694,32383.37,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",SOMERSET COUNTY COUNCIL,4000254699,81066.76,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",HERTFORDSHIRE,4000254703,78550.07,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",NOTTINGHAMSHIRE COUNTY COUNCIL,4000254708,30000.00,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",LANCASHIRE COUNTY COUNCIL,4000254709,26166.70,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",BRACKNELL FOREST BOROUGH COUNCIL,4000254718,30816.71,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",STOKE ON TRENT CITY COUNCIL,4000254721,92016.79,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",DARLINGTON BOROUGH COUNCIL,4000254731,42116.73,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",DORSET COUNTY COUNCIL,4000254737,45333.40,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",DERBY CITY COUNCIL,4000254738,78583.45,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",BUCKINGHAMSHIRE COUNTY COUNCIL,4000254741,46116.73,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",HAMPSHIRE C C,4000254752,52766.74,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,Teachers and Teaching Group,COLLEGE OF TEACHING LTD,4000254758,84617.65,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",THE FRONTLINE ORGANISATION,4000254774,130009.52,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",SHEFFIELD CITY COUNCIL,4000254779,132050.17,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,Children's Services Special Educational Needs Group,THE FAMILY FUND TRUST,4000254781,1917000.00,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Professional Services Consultancy and Contingent Labour,Information Technology Group,CAPGEMINI UK PLC,4000254786,131.76,"Fees / expenses of professionals such as auditors, accountants, lawyers, etc. engaged to provide advice or opinion on how to affect something"
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,ICT,Information Technology Group,CAPGEMINI UK PLC,4000254786,92023.62,ICT Services
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",METROPOLITAN BOROUGH OF WIRRAL,4000254799,55416.75,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Programme costs,Adoption and Children in Care Division,MOTT MACDONALD LTD,4000254804,81981.39,Funding to deliver policies (excluding consultancy) paid to third parties via a service delivery contract
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",SALFORD CITY COUNCIL,4000254818,54983.41,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000254820,91150.11,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,ICT,Change Team,CAPGEMINI UK PLC,4000254786,580.00,ICT Services - hardware maintenance and support
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Professional Services Other,"Assessment, Curriculum and General Qualifications Group",CAPGEMINI UK PLC,4000254786,7915.20,"Fees / expenses of professionals, for example to implement advice or changes"
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Professional Services Other,Strategic Analysis and Research Group,IFF RESEARCH LTD,4000254777,221312.00,Research and evaluation activities
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",LONDON BOROUGH OF BROMLEY COUNCIL,4000254765,66283.43,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,DEPARTMENT FOR EDUCATION,01/12/2016,Grants,"Children's Services, Equalities and Communication Safeguarding Group",CAMBRIDGESHIRE COUNTY COUNCIL,4000254715,67416.75,Grants to local authorities / other establishments within aggregate external funding or aggregate exchequer grant
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Nottingham Academy,6559247,1190918.17,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,LANGDON ACADEMY,6595585,1038728.46,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Priority Schools Building Programme - Capital Team 1,Kier London,844052,1004267.98,Capital grants paid to local authorities and other educational establishments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Loxford School,6594809,910384.92,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Kingsdale Foundation School,6561725,875919.06,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Programme costs,Education Funding Group,GT Neps Limited,6707522,873939.94,Funding to deliver policies (excluding consultancy) paid to third parties via a service delivery contract
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,THE SYDNEY RUSSELL SCHOOL,6604629,868101.22,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Brampton Manor Academy,6564799,829230.01,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Thomas Deacon Academy,6558763,810736.21,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Programme costs,Education Funding Group,Heath Park,6574429,806379.00,Funding to deliver policies (excluding consultancy) paid to third parties via a service delivery contract
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bluecoat Academy,6574691,782235.14,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Tollbar Academy,6560947,766275.89,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ashfield Comprehensive School,6577153,765453.02,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Kingsbury High School,6574241,764749.62,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Northumberland CofE Academy,6559299,763251.27,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Exmouth Community College,6563169,746264.67,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Paul's Way Trust School,6612033,738637.68,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Preston Manor School,6589695,736403.47,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,City of London Academy (Southwark),6557855,716235.34,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ivybridge Community College,6561801,708697.94,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Erith Secondary School,6561171,698542.30,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Wickersley School and Sports College,6596025,697575.98,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ark Globe Academy,6558255,697131.76,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Grange Technology College,6572467,692282.31,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Outwood Grange Academy,6559519,692217.56,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Wildern School,6564367,683992.51,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Thomas Telford School (CTC),6619476,683541.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,BURNTWOOD SCHOOL,6591741,682466.15,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Kenton School,6575599,682258.68,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Dunraven School,6568221,681396.15,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bay House School,6574625,679662.78,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Haberdashers' Aske's Hatcham College,6557901,676770.93,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,CHORLTON HIGH SCHOOL,6586025,671704.05,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Suffolk One,6607525,670678.07,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St George's Academy,6559443,664861.58,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Parrs Wood High School,6612023,664307.85,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bradford Academy,6558113,655784.68,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Edmonton County School,6611987,654104.02,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Durrington High School,6596553,653340.72,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Wade Deacon High School,6583541,652732.96,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Sirius Academy West,6560005,646165.27,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Holland Park School,6590233,644668.96,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Whalley Range 11-18 High School,6598303,644386.31,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Mossbourne Community Academy,6559533,643574.83,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The de Ferrers Academy,6562385,643498.38,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Chobham Academy,6579209,643012.81,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Aston Academy,6564853,640899.19,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Stationers Crown Woods Academy,6598163,637174.08,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ecclesfield School,6593055,632719.75,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Matthew Academy,6559851,632361.28,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Homewood School and Sixth Form Centre,6571015,628853.93,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ousedale School,6567809,628404.14,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Oldbury Academy,6573221,627474.12,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bexleyheath Academy,6568659,626808.82,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Cramlington Learning Village,6571501,625594.91,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The King John School,6564491,623053.22,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Harris Academy South Norwood,6558303,622571.61,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Washwood Heath Academy,6590455,620774.43,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Archbishop Sentamu Academy,6559679,619798.55,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Woolwich Polytechnic School,6598249,619454.46,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Woodchurch High School,6573243,618934.68,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Tendring Technology College,6569187,617673.61,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Haberdashers' Aske's Knights Academy,6558289,617158.18,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,"Trinity Academy, Halifax",6560253,616295.62,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,SHOEBURYNESS HIGH SCHOOL,6573431,613978.19,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Woodlands School,6601409,613729.73,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,John Port School,6564173,612152.39,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Meadowhead School Academy Trust,6576487,610512.17,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Dixons Allerton Academy,6559151,609722.76,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Folkestone Academy,6558231,607043.97,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Excelsior Academy,6558205,606272.80,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,"Ninestiles, an Academy",6561239,603876.29,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Toot Hill School,6566189,601530.85,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Nower Hill High School,6567587,601219.01,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Petchey Academy,6558739,600032.03,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Cheam High School,6565327,598949.83,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Icknield High School,6572883,598527.42,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Emmanuel College (CTC),6619474,598192.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Malet Lambert,6607165,597124.21,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Paul's Academy,6559811,596781.66,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Haydon School,6564075,596296.75,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Kelvin Hall School,6616491,594454.40,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Kelvin Hall School,6616493,594454.40,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Lord Williams's School,6581691,594244.36,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Kettering Buccleuch Academy,6559779,594134.04,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bohunt School,6564425,591817.09,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Beal High School,6596633,591747.41,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Stantonbury Campus,6612049,591496.42,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Hall Cross Academy,6573927,591175.85,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Graveney School,6567383,589488.13,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Platanos College,6563049,587041.75,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Quintin Kynaston,6573083,586304.27,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Buttershaw Business and Enterprise College,6611941,586184.02,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Featherstone High School,6573893,585963.75,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,SKINNERS' ACADEMY,6560489,585873.96,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Oxted School,6606493,585238.26,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Winifred Holtby Academy,6585779,584636.91,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,New Charter Academy,6558443,583293.18,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,King Alfred's,6568681,582207.75,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,MANCHESTER COMMUNICATION ACADEMY,6560325,582045.33,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Barnfield South Academy Luton,6558081,581897.66,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Riddlesdown Collegiate,6579241,581340.43,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ark Burlington Danes Academy,6558129,580971.85,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Woodkirk Academy,6571819,578544.92,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Nunthorpe Academy,6584545,578086.59,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Kingsway School,6607751,577720.38,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Claremont High School,6564099,577579.75,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,South Hunsley School and Sixth Form College,6564481,577400.91,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Mary's Catholic College,6615517,577356.29,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Mary's Catholic College,6615519,577356.29,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Beckfoot Oakbank,6612153,575661.83,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The ACE Academy,6584823,575506.02,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Oasis Academy Hadley,6559563,573548.93,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Barnfield West Academy Luton,6558093,573335.76,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Cockshut Hill School,6614571,573079.77,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Bridge Academy,6558703,572897.46,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,North Liverpool Academy,6558457,572130.34,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ark Walworth Academy,6559873,571083.12,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Heartlands High School,6591151,569688.66,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bacon's College,6557797,569309.73,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Shooters Hill Post-16 Campus,6584611,568657.77,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Park High School,6568035,568642.88,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Copleston High School,6565721,567943.17,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,ARK Academy,6558821,565517.17,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Clapton Girls' Academy,6566841,565516.97,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,"The City Academy, Hackney",6559287,565131.68,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bethnal Green Academy,6574295,564668.40,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Oasis Academy Isle of Sheppey,6559709,564435.44,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Drayton Manor High School,6569511,564039.34,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Manchester Academy,6559509,562449.68,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Collingwood College,6565745,562260.65,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Barnhill Community High School,6567999,561466.83,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Garforth Academy,6561715,560723.30,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Oasis Academy Oldham,6560245,559034.31,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Waverley School,6603347,558743.01,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,President Kennedy School Academy,6591871,558348.31,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Business Academy Bexley,6557973,558240.24,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Hatch End High School,6569343,557633.12,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Coundon Court,6577423,556046.40,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Welling School,6565075,555491.24,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Walton High,6565793,555411.06,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Wembley High Technology College,6583657,554486.60,Sixth Form funding payments
