MODGPC47709,03-Dec-12,General Retail and Wholesale       , HARDWARE STORES,Ł885.60,47709
MODGPC47710,05-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł2,441.21",47710
MODGPC47711,03-Dec-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,Ł701.86,47711
MODGPC47712,13-Dec-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł3,405.94",47712
MODGPC47713,11-Dec-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"Ł3,031.50",47713
MODGPC47714,12-Dec-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł734.40,47714
MODGPC47715,12-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,255.06",47715
MODGPC47716,10-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł815.94,47716
MODGPC47717,13-Dec-12,General Retail and Wholesale       , VARIETY STORES,Ł818.94,47717
MODGPC47718,07-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł3,185.82",47718
MODGPC47719,06-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł504.00,47719
MODGPC47720,03-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł575.64,47720
MODGPC47721,03-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł6,640.81",47721
MODGPC47722,03-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,119.77",47722
MODGPC47723,03-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,080.00",47723
MODGPC47724,10-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,964.90",47724
MODGPC47725,10-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,411.39",47725
MODGPC47726,10-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,348.80",47726
MODGPC47727,11-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,088.38",47727
MODGPC47728,03-Dec-12,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"Ł2,393.52",47728
MODGPC47729,11-Dec-12,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,Ł807.84,47729
MODGPC47730,05-Dec-12,General Retail and Wholesale       , HARDWARE STORES,"Ł7,797.60",47730
MODGPC47731,11-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł573.90,47731
MODGPC47732,04-Dec-12,Leisure Activities                 , PUBLIC GOLF COURSES,"Ł3,843.70",47732
MODGPC47733,11-Dec-12,Leisure Activities                 , CAMPER TRAILER DEALER,Ł704.71,47733
MODGPC47734,05-Dec-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł598.60,47734
MODGPC47735,05-Dec-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł541.20,47735
MODGPC47736,05-Dec-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł541.20,47736
MODGPC47737,12-Dec-12,Leisure Activities                 , BOAT DEALERS,"Ł1,312.75",47737
MODGPC47738,03-Dec-12,Leisure Activities                 , BOAT DEALERS,"Ł1,376.39",47738
MODGPC47739,10-Dec-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł572.00,47739
MODGPC47740,11-Dec-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł3,856.62",47740
MODGPC47741,12-Dec-12,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,"Ł1,188.00",47741
MODGPC47742,12-Dec-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł879.24,47742
MODGPC47743,13-Dec-12,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,Ł900.00,47743
MODGPC47744,13-Dec-12,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"Ł6,000.00",47744
MODGPC47745,03-Dec-12,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,Ł504.00,47745
MODGPC47746,11-Dec-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł696.96,47746
MODGPC47747,06-Dec-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł879.71,47747
MODGPC47748,05-Dec-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł7,441.68",47748
MODGPC47749,07-Dec-12,Leisure Activities                 , AMUSEMENT PARKS/CIRCUS,Ł648.00,47749
MODGPC47750,03-Dec-12,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"Ł6,120.00",47750
MODGPC47751,13-Dec-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł714.00,47751
MODGPC47752,12-Dec-12,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,Ł975.50,47752
MODGPC47753,12-Dec-12,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,Ł975.50,47753
MODGPC47754,12-Dec-12,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,Ł959.00,47754
MODGPC47755,04-Dec-12,Mail and Courier Services          , COURIER SERVICES,Ł815.34,47755
MODGPC47756,12-Dec-12,Mail and Courier Services          , POSTAGE STAMPS,Ł540.53,47756
MODGPC47757,03-Dec-12,Mail and Courier Services          , POSTAGE STAMPS,Ł563.74,47757
MODGPC47758,12-Dec-12,Mail and Courier Services          , POSTAGE STAMPS,Ł700.00,47758
MODGPC47759,03-Dec-12,Mail and Courier Services          , POSTAGE STAMPS,"Ł2,613.45",47759
MODGPC47760,03-Dec-12,Mail and Courier Services          , POSTAGE STAMPS,Ł967.09,47760
MODGPC47761,12-Dec-12,Mail and Courier Services          , COURIER SERVICES,Ł522.91,47761
MODGPC47762,11-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,321.47",47762
MODGPC47763,05-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,536.46",47763
MODGPC47764,07-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł663.00,47764
MODGPC47765,07-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł662.99,47765
MODGPC47766,07-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł600.00,47766
MODGPC47767,13-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł898.00,47767
MODGPC47768,12-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł667.44,47768
MODGPC47769,12-Dec-12,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,"Ł1,680.00",47769
MODGPC47770,03-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł593.04,47770
MODGPC47771,05-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł592.76,47771
MODGPC47772,05-Dec-12,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,"Ł1,145.77",47772
MODGPC47773,05-Dec-12,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,"Ł1,145.77",47773
MODGPC47774,05-Dec-12,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,"Ł1,145.77",47774
MODGPC47775,05-Dec-12,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,"Ł1,145.77",47775
MODGPC47776,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,809.37",47776
MODGPC47777,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,587.39",47777
MODGPC47778,06-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,378.36",47778
MODGPC47779,13-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł4,040.72",47779
MODGPC47780,06-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,742.40",47780
MODGPC47781,04-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,652.00",47781
MODGPC47782,12-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł780.26,47782
MODGPC47783,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,297.20",47783
MODGPC47784,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,112.60",47784
MODGPC47785,04-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,874.54",47785
MODGPC47786,04-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł820.31,47786
MODGPC47787,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł985.32,47787
MODGPC47788,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł571.61,47788
MODGPC47789,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł5,792.28",47789
MODGPC47790,06-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł11,400.00",47790
MODGPC47791,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,167.20",47791
MODGPC47792,10-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł531.20,47792
MODGPC47793,03-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł531.20,47793
MODGPC47794,13-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł509.95,47794
MODGPC47795,13-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł829.79,47795
MODGPC47796,12-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł4,504.90",47796
MODGPC47797,05-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,925.58",47797
MODGPC47798,06-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł600.00,47798
MODGPC47799,07-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,439.04",47799
MODGPC47800,07-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł2,524.74",47800
MODGPC47801,12-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,768.00",47801
MODGPC47802,06-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł504.67,47802
MODGPC47803,10-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł571.27,47803
MODGPC47804,06-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,912.33",47804
MODGPC47805,04-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,024.14",47805
MODGPC47806,05-Dec-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł514.49,47806
MODGPC47807,04-Dec-12,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,"Ł1,032.20",47807
MODGPC47808,03-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł515.98,47808
MODGPC47809,11-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł580.41,47809
MODGPC47810,09-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł901.57,47810
MODGPC47811,10-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł707.98,47811
MODGPC47812,06-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł534.77,47812
MODGPC47813,10-Dec-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł700.36,47813
MODGPC47814,13-Dec-12,Medical Supplies and Services      , ORTHOPEDIC GOODS,"Ł4,359.33",47814
MODGPC47815,04-Dec-12,Medical Supplies and Services      , ORTHOPEDIC GOODS,"Ł1,282.28",47815
MODGPC47816,04-Dec-12,Medical Supplies and Services      , ORTHOPEDIC GOODS,"Ł3,905.25",47816
MODGPC47817,03-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł1,346.40",47817
MODGPC47818,03-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł531.60,47818
MODGPC47819,05-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł517.24,47819
MODGPC47820,10-Dec-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł500.00,47820
MODGPC47821,12-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł798.04,47821
MODGPC47822,12-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł1,836.00",47822
MODGPC47823,12-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł1,008.60",47823
MODGPC47824,12-Dec-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł1,500.00",47824
MODGPC47825,06-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł2,507.40",47825
MODGPC47826,03-Dec-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł4,934.40",47826
MODGPC47827,03-Dec-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł4,689.60",47827
MODGPC47828,03-Dec-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł6,883.39",47828
MODGPC47829,03-Dec-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł3,866.98",47829
MODGPC47830,03-Dec-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł7,164.77",47830
MODGPC47831,03-Dec-12,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"Ł6,292.90",47831
MODGPC47832,06-Dec-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł612.00,47832
MODGPC47833,04-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł1,668.00",47833
MODGPC47834,12-Dec-12,Medical Supplies and Services      , OPTOMETRISTS/OPHTHALMOLOGISTS,Ł812.00,47834
MODGPC47835,07-Dec-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł992.97,47835
MODGPC47836,11-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł529.20,47836
MODGPC47837,12-Dec-12,Medical Supplies and Services      , OPTICIANS,Ł527.29,47837
MODGPC47838,12-Dec-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł1,314.00",47838
MODGPC47839,03-Dec-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł1,205.00",47839
MODGPC47840,05-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł843.59,47840
MODGPC47841,11-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł843.59,47841
MODGPC47842,03-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł539.82,47842
MODGPC47843,12-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł931.40,47843
MODGPC47844,10-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,"Ł2,340.00",47844
MODGPC47845,06-Dec-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł610.32,47845
MODGPC47846,10-Dec-12,Medical Supplies and Services      , OPTICIANS,Ł538.10,47846
MODGPC47847,05-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47847
MODGPC47848,05-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47848
MODGPC47849,05-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47849
MODGPC47850,05-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47850
MODGPC47851,05-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47851
MODGPC47852,05-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47852
MODGPC47853,10-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47853
MODGPC47854,10-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47854
MODGPC47855,10-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47855
MODGPC47856,11-Dec-12,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,47856
MODGPC47857,13-Dec-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł1,168.69",47857
MODGPC47858,06-Dec-12,Medical Supplies and Services      , ORTHOPEDIC GOODS,"Ł1,564.88",47858
MODGPC47859,04-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł856.46,47859
MODGPC47860,10-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,673.79",47860
MODGPC47861,10-Dec-12,Miscellaneous Industrial/Commercial, METAL SERVICE CENTERS,"Ł4,098.00",47861
MODGPC47862,06-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,326.60",47862
MODGPC47863,11-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,740.39",47863
MODGPC47864,12-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł628.80,47864
MODGPC47865,05-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,793.89",47865
MODGPC47866,13-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,407.40",47866
MODGPC47867,13-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,407.40",47867
MODGPC47868,13-Dec-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł641.60,47868
MODGPC47869,13-Dec-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł726.11,47869
MODGPC47870,12-Dec-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł1,255.20",47870
MODGPC47871,04-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,178.00",47871
MODGPC47872,12-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,267.20",47872
MODGPC47873,11-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,250.00",47873
MODGPC47874,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł912.65,47874
MODGPC47875,13-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,223.80",47875
MODGPC47876,05-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,488.76",47876
MODGPC47877,03-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł858.00,47877
MODGPC47878,03-Dec-12,Miscellaneous Industrial/Commercial, PETROLEUM/PETROLEUM PRODUCTS,"Ł1,161.09",47878
MODGPC47879,13-Dec-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł1,934.05",47879
MODGPC47880,11-Dec-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł3,133.68",47880
MODGPC47881,12-Dec-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł2,476.98",47881
MODGPC47882,05-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,029.69",47882
MODGPC47883,12-Dec-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł580.58,47883
MODGPC47884,07-Dec-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł824.40,47884
MODGPC47885,11-Dec-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł668.74,47885
MODGPC47886,10-Dec-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,Ł830.25,47886
MODGPC47887,11-Dec-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł1,560.00",47887
MODGPC47888,05-Dec-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł2,807.04",47888
MODGPC47889,04-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,203.90",47889
MODGPC47890,12-Dec-12,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł738.00,47890
MODGPC47891,10-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,668.00",47891
MODGPC47892,10-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,544.40",47892
MODGPC47893,13-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,130.40",47893
MODGPC47894,04-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,417.40",47894
MODGPC47895,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł6,776.06",47895
MODGPC47896,13-Dec-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł500.00,47896
MODGPC47897,12-Dec-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł864.94,47897
MODGPC47898,06-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł747.08,47898
MODGPC47899,06-Dec-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł1,703.16",47899
MODGPC47900,05-Dec-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,006.63",47900
MODGPC47901,10-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł630.10,47901
MODGPC47902,13-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,889.88",47902
MODGPC47903,05-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł632.40,47903
MODGPC47904,06-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł766.80,47904
MODGPC47905,07-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł827.88,47905
MODGPC47906,13-Dec-12,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł540.00,47906
MODGPC47907,11-Dec-12,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł540.00,47907
MODGPC47908,03-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł4,032.50",47908
MODGPC47909,07-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł991.50,47909
MODGPC47910,07-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł663.50,47910
MODGPC47911,07-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,341.50",47911
MODGPC47912,10-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł774.50,47912
MODGPC47913,07-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,099.50",47913
MODGPC47914,03-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł707.50,47914
MODGPC47915,07-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,746.50",47915
MODGPC47916,12-Dec-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł896.00,47916
MODGPC47917,13-Dec-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł1,152.01",47917
MODGPC47918,07-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,360.56",47918
MODGPC47919,04-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,056.94",47919
MODGPC47920,04-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł717.12,47920
MODGPC47921,07-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,646.72",47921
MODGPC47922,12-Dec-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł1,021.51",47922
MODGPC47923,05-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł4,998.00",47923
MODGPC47924,13-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł500.00,47924
MODGPC47925,12-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł3,339.72",47925
MODGPC47926,04-Dec-12,Miscellaneous Industrial/Commercial, TOOL HIRE,Ł615.04,47926
MODGPC47927,04-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł678.88,47927
MODGPC47928,06-Dec-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,Ł864.30,47928
MODGPC47929,11-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,237.20",47929
MODGPC47930,05-Dec-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,327.78",47930
MODGPC47931,13-Dec-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł633.18,47931
MODGPC47932,11-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł5,000.00",47932
MODGPC47933,07-Dec-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"Ł1,788.60",47933
MODGPC47934,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł577.60,47934
MODGPC47935,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł577.60,47935
MODGPC47936,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł577.60,47936
MODGPC47937,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł577.60,47937
MODGPC47938,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł673.60,47938
MODGPC47939,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł505.80,47939
MODGPC47940,06-Dec-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł639.20,47940
MODGPC47941,03-Dec-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł878.40,47941
MODGPC47942,13-Dec-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,Ł791.21,47942
MODGPC47943,11-Dec-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,Ł815.76,47943
