MODGPC47407,05-Dec-12,General Retail and Wholesale       , HARDWARE STORES,"Ł2,001.80",47407
MODGPC47408,10-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł2,741.95",47408
MODGPC47409,04-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł995.22,47409
MODGPC47410,07-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł631.80,47410
MODGPC47411,03-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł2,252.25",47411
MODGPC47412,11-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,104.31",47412
MODGPC47413,04-Dec-12,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,"Ł2,232.00",47413
MODGPC47414,06-Dec-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,708.44",47414
MODGPC47415,04-Dec-12,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,Ł652.53,47415
MODGPC47416,06-Dec-12,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,Ł757.38,47416
MODGPC47417,12-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł2,909.66",47417
MODGPC47418,13-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł750.37,47418
MODGPC47419,13-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł9,506.00",47419
MODGPC47420,03-Dec-12,General Retail and Wholesale       , PET STORES/FOOD & SUPPLY,"Ł1,080.00",47420
MODGPC47421,11-Dec-12,General Retail and Wholesale       , CHILDREN/INFANTS WEAR STORES,"Ł1,134.00",47421
MODGPC47422,10-Dec-12,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS","Ł1,000.00",47422
MODGPC47423,10-Dec-12,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS",Ł913.94,47423
MODGPC47424,03-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł617.94,47424
MODGPC47425,07-Dec-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,960.00",47425
MODGPC47426,07-Dec-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł840.00,47426
MODGPC47427,07-Dec-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,960.00",47427
MODGPC47428,10-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,367.93",47428
MODGPC47429,05-Dec-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł749.40,47429
MODGPC47430,06-Dec-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł716.40,47430
MODGPC47431,11-Dec-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,142.76",47431
MODGPC47432,03-Dec-12,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","Ł3,821.50",47432
MODGPC47433,05-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł2,793.65",47433
MODGPC47434,12-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł5,365.20",47434
MODGPC47435,11-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł19,212.00",47435
MODGPC47436,10-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł2,149.20",47436
MODGPC47437,03-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł760.80,47437
MODGPC47438,10-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł14,868.00",47438
MODGPC47439,04-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł897.60,47439
MODGPC47440,05-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł4,039.18",47440
MODGPC47441,05-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł5,643.50",47441
MODGPC47442,05-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł700.20,47442
MODGPC47443,10-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,606.80",47443
MODGPC47444,10-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł3,546.00",47444
MODGPC47445,11-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł6,200.93",47445
MODGPC47446,11-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,727.28",47446
MODGPC47447,11-Dec-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,610.40",47447
MODGPC47448,10-Dec-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł898.80,47448
MODGPC47449,10-Dec-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,800.00",47449
MODGPC47450,12-Dec-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,283.19",47450
MODGPC47451,12-Dec-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł1,579.08",47451
MODGPC47452,06-Dec-12,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","Ł1,440.00",47452
MODGPC47453,06-Dec-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł870.00,47453
MODGPC47454,03-Dec-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł4,699.20",47454
MODGPC47455,13-Dec-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł1,747.80",47455
MODGPC47456,06-Dec-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł1,206.00",47456
MODGPC47457,07-Dec-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł5,776.00",47457
MODGPC47458,04-Dec-12,General Retail and Wholesale       , SHOE REPAIR/SHINE/HAT CLEAN,Ł902.28,47458
MODGPC47459,12-Dec-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,Ł895.61,47459
