Department,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,  Spend  ,,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001885439," 60,665.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001885439," 3,559,049.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001885439," 448,512.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001885439," 3,080,307.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001885440," 183,624.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001885440," 8,856,951.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001885440," 924,509.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001885440," 5,549,893.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001885441," 241,664.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001885441," 18,885,875.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001885441," 1,796,307.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001885441," 15,115,118.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001885441," 104,837.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001885442," 99,954.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001885442," 5,603,778.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001885442," 695,092.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001885442," 3,880,772.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001885442," 41,699.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001885443," 112,456.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001885443," 5,445,455.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001885443," 585,033.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001885443," 3,304,060.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001885443," 46,755.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001885444," 128,132.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001885444," 10,205,596.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001885444," 1,175,284.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001885444," 9,403,612.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001885445," 132,904.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001885445," 5,540,552.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001885445," 701,956.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001885445," 3,328,111.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001885445," 53,914.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001885445," 54,726.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001885445," 53,547.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001885446," 85,858.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001885446," 3,393,632.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001885446," 407,577.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001885446," 1,905,592.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001885446," 36,152.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001885446," 35,893.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001885447," 73,050.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001885447," 2,586,294.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001885447," 325,811.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001885447," 1,452,090.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001885447," 30,651.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001885448," 185,486.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001885448," 14,293,902.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001885448," 1,205,590.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001885448," 10,775,905.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001885449," 281,035.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001885449," 11,768,452.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001885449," 992,159.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001885449," 6,157,532.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001885450," 113,452.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001885450," 5,123,415.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001885450," 525,779.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001885450," 3,730,629.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001885450," 48,794.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001885451," 66,666.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001885451," 3,846,026.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001885451," 572,352.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001885451," 3,210,983.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001885452," 112,834.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001885452," 5,176,803.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001885452," 612,165.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001885452," 3,142,611.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001885453," 199,354.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001885453," 8,560,797.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001885453," 1,089,093.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001885453," 5,259,901.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001885454," 2,670,990.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001885454," 422,095.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001885455," 177,748.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001885455," 8,565,203.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001885455," 916,030.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001885455," 4,661,035.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001885456," 93,063.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001885456," 2,865,833.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001885456," 373,207.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001885456," 1,627,678.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001885456," 40,578.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GWENT (G),1001885457," 3,532,774.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001885458," 209,995.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001885458," 10,001,027.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001885458," 868,681.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001885458," 5,261,625.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001885459," 138,358.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001885459," 5,949,576.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001885459," 545,275.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001885459," 3,030,731.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001885459," 56,442.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001885459," 56,594.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001885459," 55,695.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001885460," 142,841.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001885460," 8,379,619.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001885460," 926,054.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001885460," 6,596,244.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001885461," 88,222.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001885461," 3,200,270.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001885461," 481,241.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001885461," 1,693,729.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001885462," 3,857,465.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001885462," 406,479.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001885463," 127,685.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001885463," 3,473,529.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001885463," 478,842.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001885463," 2,253,387.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001885463," 51,630.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE (G),1001885464," 7,288,551.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001885465," 105,745.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001885465," 8,383,107.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001885465," 799,270.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001885465," 6,455,390.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001885466," 205,069.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001885466," 5,180,407.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001885466," 563,209.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001885466," 2,434,853.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001885467," 181,293.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001885467," 8,152,372.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001885467," 844,969.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001885467," 4,490,980.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001885467," 73,873.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001885468," 82,546.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001885468," 3,123,735.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001885468," 320,166.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001885468," 1,723,573.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001885468," 33,524.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001885469," 62,578.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001885469," 3,361,255.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001885469," 323,866.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001885469," 1,943,933.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,ROTHERHAM METROPOLITAN BOROUGH COUNCIL (G),1001885470," 33,202.85 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,STAFFORDSHIRE COUNTY COUNCIL 1 (G),1001885471," 32,548.70 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001885472," 75,994.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001885472," 9,177,235.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001885472," 572,223.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001885472," 8,947,634.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001885472," 32,426.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001885473," 164,640.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001885473," 5,529,029.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001885473," 766,660.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001885473," 3,615,671.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001885473," 66,627.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001885474," 165,945.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001885474," 20,901,975.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001885474," 1,419,533.00 ",,,
Home Office,Home Office,05/07/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001885474," 15,023,010.00 ",,,
Home Office,Home Office,06/07/2016,"IT, TelecommsManaged Service",CPG - Crime & Policing Group,DEPARTMENT FOR ENVIRONMENT FOOD AND RURAL AFFAIRS(DEFRA),3000052472," 58,000.00 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001885886," 32,012.96 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,INDEPENDENT CUSTODY VISITING ASSN (G),1001885889," 55,000.00 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001885890," 38,240.82 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001885892," 65,283.89 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001885893," 87,338.52 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001885894," 405,892.43 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001885895," 62,017.79 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001885896," 88,536.00 ",,,
Home Office,Home Office,06/07/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE (G),1001885897," 82,163.09 ",,,
