Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,
Home Office,Home Office,17/09/2012,General building construction,SSD - Shared Service Directorate,WATES INTERIORS LTD,1001308695," 15,012.13 ",
Home Office,Home Office,28/09/2012,General building construction,SSD - Shared Service Directorate,WATES INTERIORS LTD,1001314079," 165,286.22 ",
Home Office,Home Office,17/09/2012,General building construction,SSD - Shared Service Directorate,WATES INTERIORS LTD,1001308695," 198,668.40 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Grants,UKBA - UK Border Agency,ACCRINGTON & ROSSENDALE COLLEGE (G),1001304897," 28,570.59 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Uniforms & PPE.Uniforms & Protective Clothes,UKBA - UK Border Agency,ALEXANDRA PLC,1001303181," 76,167.22 ",
Home Office,UKBA - UK Border Agency,04/09/2012,"Clothes, shoes & Personal Care.Clothing ",UKBA - UK Border Agency,ALEXANDRA PLC,1001303181," 80,663.12 ",
Home Office,UKBA - UK Border Agency,14/09/2012,"Science, Technical & Research.IT Running costs",UKBA - UK Border Agency,ARQIVA LTD,1001307921," 43,714.51 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Law Enforcement & safety Equip.Surveillance & Detection equipment,UKBA - UK Border Agency,ARQIVA LTD,1001313940," 113,999.98 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Law Enforcement & safety Equip.Surveillance & Detection equipment,UKBA - UK Border Agency,ARQIVA LTD,1001313940," 112,688.71 ",
Home Office,UKBA - UK Border Agency,06/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001304792," 38,163.60 ",
Home Office,UKBA - UK Border Agency,19/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001309803," 31,132.80 ",
Home Office,UKBA - UK Border Agency,07/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001305208," 29,395.20 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Science, Technical & Research.IT Running costs",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001307450," 37,487.80 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Science, Technical & Research.IT Running costs",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001307450," 19,308.80 ",
Home Office,UKBA - UK Border Agency,07/09/2012,"IT, TelecommsManaged Service.DMS Development",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001305208," 53,159.39 ",
Home Office,UKBA - UK Border Agency,12/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001306907," 64,416.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001306907," 33,208.48 ",
Home Office,UKBA - UK Border Agency,19/09/2012,"IT, TelecommsSoftware (COTS).GIS Data-Supp & Maintenance",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001309803," 182,873.58 ",
Home Office,UKBA - UK Border Agency,19/09/2012,"IT, TelecommsSoftware (COTS).GIS Data-Supp & Maintenance",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001309803," 208,748.40 ",
Home Office,UKBA - UK Border Agency,20/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310542," 223,033.54 ",
Home Office,UKBA - UK Border Agency,20/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310542," 57,080.24 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310984," 89,090.57 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310984," 549,864.59 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310984," 339,082.30 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Science, Technical & Research.IT Running costs",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310984," 216,288.04 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310984," 545,986.94 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Science, Technical & Research.IT Running costs",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310984," 528,120.72 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Science, Technical & Research.IT Running costs",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310984," 204,001.63 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,1001310984," 78,822.35 ",
Home Office,UKBA - UK Border Agency,28/09/2012,"Science, Technical & Research.IT Running costs",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,6200030296," 72,835.20 ",
Home Office,UKBA - UK Border Agency,28/09/2012,"Science, Technical & Research.IT Running costs",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,6200030296," 37,200.00 ",
Home Office,UKBA - UK Border Agency,28/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS I T SERVICES UK LTD,6200030296,"-339,948.14 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,BARNSLEY MBC 1 (G),1001307280," 39,601.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL,1001310555," 55,280.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL (G),1001307282," 133,128.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL (G),1001307282," 40,038.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,BRADFORD COUNCIL(G),1001307283," 56,403.00 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Grants,UKBA - UK Border Agency,BRITISH COUNCIL (G),1001311620," 126,966.30 ",
Home Office,UKBA - UK Border Agency,18/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,CALDERDALE M B C,1001309145," 88,200.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,CAMBRIDGESHIRE COUNTY COUNCIL (G),1001307285," 73,167.00 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,CARDIFF COUNTY COUNCIL,1001312180," 92,769.11 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,CARDIFF COUNTY COUNCIL,1001312180," 12,142.07 ",
Home Office,UKBA - UK Border Agency,26/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001312774," 94,746.08 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001305657," 285,960.00 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001305657," 28,216.00 ",
Home Office,UKBA - UK Border Agency,05/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001304308," 105,080.18 ",
Home Office,UKBA - UK Border Agency,05/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001304308," 157,263.51 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001304803,"-95,738.33 ",
Home Office,UKBA - UK Border Agency,06/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001304803," 105,912.32 ",
Home Office,UKBA - UK Border Agency,07/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001305218," 129,457.83 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001305658," 39,753.83 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001306922," 56,074.88 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001310582," 86,775.48 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001310582," 146,332.96 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001309823," 43,956.65 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001310582," 45,438.14 ",
Home Office,UKBA - UK Border Agency,21/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001311003," 131,370.79 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001311514," 49,119.87 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001312181," 58,882.23 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001312181," 53,906.09 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001313962," 85,329.53 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,CENTRAL BEDFORDSHIRE COUNCIL (G),1001307286," 123,878.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,CENTRAL BEDFORDSHIRE COUNCIL (G),1001307286," 46,468.00 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,CENTRO,1001307480," 39,600.00 ",
Home Office,UKBA - UK Border Agency,17/09/2012,Grants,UKBA - UK Border Agency,CITY COLLEGE NOTTINGHAM (G),1001309047," 50,964.84 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,CITY OF STOKE ON TRENT (G),1001307287," 69,418.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,CITY OF WAKEFIELD METROPOLITAN DISTRICT COUNCIL (G),1001307288," 69,120.00 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,CLEAREL LTD,1001311517," 578,392.04 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,CLEAREL LTD,1001311517," 290,762.93 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,CLEAREL LTD,1001311518," 306,680.09 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,CLEAREL LTD,1001311518," 51,516.50 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001312186," 24,156.18 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001312186," 9,086.34 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,COVENTRY CITY COUNCIL 1 (G),1001307290," 73,875.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,COVENTRY CITY COUNCIL 1 (G),1001307290," 29,391.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,CROYDON COUNCIL (G),1001307291," 1,528,481.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,CROYDON COUNCIL (G),1001309909," 785,100.00 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Professional & Admin Services. Visa Processing Services,UKBA - UK Border Agency,CSC COMPUTER SCIENCES CORPORATION,1001312194," 1,268,135.23 ",
Home Office,UKBA - UK Border Agency,18/09/2012,"Vehicles, Ships, Airplanes.Vessel Maintenance",UKBA - UK Border Agency,DAMEN SHIPYARDS GORINCHEM,7000007100," 63,219.01 ",
Home Office,UKBA - UK Border Agency,06/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DEPARTMENT FOR WORK & PENSIONS (DWP),1001304812," 66,498.61 ",
Home Office,UKBA - UK Border Agency,24/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DEPARTMENT FOR WORK & PENSIONS (DWP),1001311530," 58,352.52 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,DERBY CITY COUNCIL  (G),1001307293," 32,785.00 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045350," 28,038.30 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045350," 1,698,535.61 ",
Home Office,UKBA - UK Border Agency,13/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045350," 441,575.15 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Public Administration Services.ContOut RC Services-other,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045380,"-4,636.70 ",
Home Office,UKBA - UK Border Agency,21/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045387," 121,479.62 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Public Administration Services.ContOut RC Services-other,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045380,"-116,842.92 ",
Home Office,UKBA - UK Border Agency,19/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),6300000112," 116,842.92 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Public Administration Services.ContOut RC Services-other,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045380," 73,157.22 ",
Home Office,UKBA - UK Border Agency,14/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045356," 34,777.60 ",
Home Office,UKBA - UK Border Agency,14/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045356," 244,965.54 ",
Home Office,UKBA - UK Border Agency,14/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045356," 150,678.53 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Public Administration Services.ContOut RC Services-other,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045380," 73,209.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Public Administration Services.ContOut RC Services-other,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),3000045380," 51,654.99 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Public Administration Services.ContOut RC Services-other,UKBA - UK Border Agency,DRYDENS LAWYERS T/A DRYDENSFAIRFAX SOLICITORS,1001313977," 44,435.85 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,DURHAM COUNTY COUNCIL 1 (G),1001307296," 30,212.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,EALING REGISTER OFFICE,1001310626," 37,520.00 ",
Home Office,UKBA - UK Border Agency,11/09/2012,"Messenger, Portering and Reception Services",UKBA - UK Border Agency,EAMUS CORK SOLUTIONS,7000007083," 181,986.13 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Grants,UKBA - UK Border Agency,EAST LONDON ADVANCED TECHNOLOGY TRAINING (ELATT) (G),1001311631," 51,737.79 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Grants,UKBA - UK Border Agency,EAST LONDON ADVANCED TECHNOLOGY TRAINING (ELATT) (G),1001311631," 52,500.00 ",
Home Office,UKBA - UK Border Agency,03/09/2012,Grants,UKBA - UK Border Agency,EAST OF ENGLAND LOCAL GOVERNMENT ASSOCIATION (G),1001303133," 49,999.88 ",
Home Office,UKBA - UK Border Agency,14/09/2012,Grants,UKBA - UK Border Agency,EDUWISE LTD (G),1001308357," 112,788.16 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,ENFIELD REGISTER OFFICE,1001310631," 38,400.00 ",
Home Office,UKBA - UK Border Agency,05/09/2012,Contingent Labour.Agency Staff,UKBA - UK Border Agency,ERNST AND YOUNG LLP,1001304324," 31,293.60 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,ESSEX COUNTY COUNCIL 1 (G),1001307298," 269,951.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,ESSEX COUNTY COUNCIL 1 (G),1001307298," 97,053.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Business Process Outsourcing.Capita Development Spend,UKBA - UK Border Agency,FCO SERVICES,3000045371," 2,386,800.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,FCO SERVICES,3000045381," 11,880,000.00 ",
Home Office,UKBA - UK Border Agency,10/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,FINCORE LTD,1001305674," 41,808.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,FORUM SYSTEMS,7000007112," 14,400.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,FORUM SYSTEMS,7000007112," 8,280.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,FORUM SYSTEMS,7000007112," 4,080.00 ",
Home Office,UKBA - UK Border Agency,17/09/2012,Law Enforcement & safety Equip.Surveillance & Detection equipment,UKBA - UK Border Agency,FR AVIATION LTD,1001308597," 391,259.08 ",
Home Office,UKBA - UK Border Agency,05/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,FRANCOTYP-POSTALIA LIMITED,1001304328," 30,000.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,"IT,TelecommsHardwarePeripheral.Support and Maintenance",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001303226," 80,260.27 ",
Home Office,UKBA - UK Border Agency,06/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001304824," 32,722.94 ",
Home Office,UKBA - UK Border Agency,06/09/2012,"IT, Broadcasting & Telecomms",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001304824," 132,571.33 ",
Home Office,UKBA - UK Border Agency,06/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001304824," 170,534.70 ",
Home Office,UKBA - UK Border Agency,25/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001312211," 85,729.26 ",
Home Office,UKBA - UK Border Agency,17/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001308598," 27,619.25 ",
Home Office,UKBA - UK Border Agency,17/09/2012,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LTD,1001308598," 18,406.61 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Politics & Civic Affairs.Refugee repatriation.serv,UKBA - UK Border Agency,G4S CARE AND JUSTICE SERVICES(MIDLANDS & EAST OF ENGLAND),6200030248," 1,067,759.16 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Politics & Civic Affairs.Refugee repatriation.serv,UKBA - UK Border Agency,G4S CARE AND JUSTICE SERVICES(MIDLANDS & EAST OF ENGLAND),6200030248,"-1,067,759.16 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Politics & Civic Affairs.Refugee repatriation.serv,UKBA - UK Border Agency,G4S CARE AND JUSTICE SERVICES(NORTH EAST YORKSHIRE & HUMBER),6200030596," 1,070,631.96 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Politics & Civic Affairs.Refugee repatriation.serv,UKBA - UK Border Agency,G4S CARE AND JUSTICE SERVICES(NORTH EAST YORKSHIRE & HUMBER),6200030596,"-1,070,631.96 ",
Home Office,UKBA - UK Border Agency,06/09/2012,"Law Enforcement & safety Equip.Haulage, Storage & Disposal",UKBA - UK Border Agency,G4S CASH SERVICES (UK) LIMITED,1001304826," 28,090.48 ",
Home Office,UKBA - UK Border Agency,27/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001313398," 32,140.66 ",
Home Office,UKBA - UK Border Agency,27/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001313398, 112.80 ,
Home Office,UKBA - UK Border Agency,27/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001313398, 789.60 ,
Home Office,UKBA - UK Border Agency,27/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001313398, 676.80 ,
Home Office,UKBA - UK Border Agency,27/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001313398, 282.00 ,
Home Office,UKBA - UK Border Agency,27/09/2012,"Transport, Storage & Mail Services",UKBA - UK Border Agency,GATWICK AIRPORT LTD,1001313398, 620.40 ,
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,GLASGOW CITY COUNCIL 1 (G),1001309912," 62,845.00 ",
Home Office,UKBA - UK Border Agency,20/09/2012,Citizen Ceremonies Receipts,UKBA - UK Border Agency,GREENWICH REGISTER OFFICE,1001310640," 25,600.00 ",
Home Office,UKBA - UK Border Agency,24/09/2012,Grants,UKBA - UK Border Agency,HALIFAX OPPORTUNITIES TRUST (G),1001311637," 62,799.96 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,HAMMERSMITH & FULHAM COMMUNITY (G),1001309913," 28,950.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,HAMPSHIRE COUNTY COUNCIL 1 (G),1001309914," 101,909.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001303231," 32,793.84 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001303231," 288,141.76 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001303231," 122,376.28 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001312219," 33,148.20 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001312219," 285,387.36 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1001312219," 130,907.98 ",
Home Office,UKBA - UK Border Agency,10/09/2012,Healthcare Services.Occupational Health Services,UKBA - UK Border Agency,HEALTH MANAGEMENT LTD,1001305686," 67,380.30 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,HERTFORDSHIRE COUNTY COUNCIL 1 (G),1001307299," 379,924.00 ",
Home Office,UKBA - UK Border Agency,13/09/2012,Law Enforcement & safety Equip.Surveillance & Detection equipment,UKBA - UK Border Agency,HM REVENUE & CUSTOMS,3000045351," 195,556.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Hotels Personnel- Admin.Overseas Hotel Accom,UKBA - UK Border Agency,HOLIDAY INN EXPRESS LUTON AIRPORT,1001303233," 15,960.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Hotels Personnel- Admin.Overseas Hotel Accom,UKBA - UK Border Agency,HOLIDAY INN EXPRESS LUTON AIRPORT,1001303233," 9,120.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Hotels Personnel- Admin.Overseas Hotel Accom,UKBA - UK Border Agency,HOLIDAY INN EXPRESS LUTON AIRPORT,1001303233," 11,400.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Hotels Personnel- Admin.Overseas Hotel Accom,UKBA - UK Border Agency,HOLIDAY INN EXPRESS LUTON AIRPORT,1001303233," 7,980.00 ",
Home Office,UKBA - UK Border Agency,04/09/2012,Hotels Personnel- Admin.Overseas Hotel Accom,UKBA - UK Border Agency,HOLIDAY INN EXPRESS LUTON AIRPORT,1001303233," 11,970.00 ",
Home Office,UKBA - UK Border Agency,07/09/2012,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001305242," 133,822.20 ",
Home Office,UKBA - UK Border Agency,07/09/2012,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001305242," 50,555.20 ",
Home Office,UKBA - UK Border Agency,07/09/2012,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001305242," 216,490.20 ",
Home Office,UKBA - UK Border Agency,07/09/2012,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001305242," 53,319.20 ",
Home Office,UKBA - UK Border Agency,06/09/2012,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1001304837," 260,871.30 ",
