Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,954.55,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,954.55,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,636.37,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"2,546.62",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,954.55,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"1,590.91",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"2,228.29",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,318.18,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"1,591.63",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,"1,909.10",
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,357.54,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,357.54,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,357.54,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,238.38,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,953.52,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,357.54,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,595.92,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,834.30,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,595.92,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,119.16,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,715.14,
Home Office,UKBA - UK Border Agency,28/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001161074,"78,430.10",
Home Office,UKBA - UK Border Agency,07/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001153228,"214,950.00",
Home Office,UKBA - UK Border Agency,28/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001161074,"213,750.00",
Home Office,UKBA - UK Border Agency,07/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001153228,"159,504.76",
Home Office,UKBA - UK Border Agency,06/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001152628,"132,677.46",
Home Office,UKBA - UK Border Agency,06/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001152628,"195,060.35",
Home Office,UKBA - UK Border Agency,06/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001152628,"-63,737.77",
Home Office,UKBA - UK Border Agency,09/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001154007,"53,824.51",
Home Office,UKBA - UK Border Agency,09/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001154007,"150,834.28",
Home Office,UKBA - UK Border Agency,09/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001154007,"-37,685.90",
Home Office,UKBA - UK Border Agency,09/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001154007,"60,531.70",
Home Office,UKBA - UK Border Agency,14/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001155597,"56,032.64",
Home Office,UKBA - UK Border Agency,16/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001156544,"26,172.72",
Home Office,UKBA - UK Border Agency,15/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001156117,"226,920.36",
Home Office,UKBA - UK Border Agency,20/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001158297,"80,230.26",
Home Office,UKBA - UK Border Agency,23/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001159267,"66,029.98",
Home Office,UKBA - UK Border Agency,23/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001159267,"221,684.28",
Home Office,UKBA - UK Border Agency,26/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001159845,"88,319.54",
Home Office,UKBA - UK Border Agency,27/09/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1001160392,"88,358.20",
Home Office,UKBA - UK Border Agency,28/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001161076,"662,928.12",
Home Office,UKBA - UK Border Agency,28/09/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001161076,"35,493.12",
Home Office,UKBA - UK Border Agency,28/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001161076,"204,007.11",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001159847,"148,328.94",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1001159847,"30,876.71",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001159862,"592,051.87",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1001159862,"121,639.36",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,LB OF BRENT CHILDRENS DIRECTORATE (G),1001161406,"65,317.00",
Home Office,UKBA - UK Border Agency,06/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001152660,"550,134.23",
Home Office,UKBA - UK Border Agency,06/09/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001152660,"168,294.34",
Home Office,UKBA - UK Border Agency,06/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1001152660,"137,177.40",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF BARNET 1 (G),1001161407,"34,608.00",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF CAMDEN 1 (G),1001161409,"33,790.00",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HARINGEY 1 (G),1001161412,"75,800.00",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HOUNSLOW 1 (G),1001161413,"52,392.00",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF SOUTHWARK 1 (G),1001161416,"26,233.00",
Home Office,UKBA - UK Border Agency,02/09/2011,Public Order .Jail or prison services.Detention costs,UKBA - UK Border Agency,METROPOLITAN POLICE AUTHORITY,1001151679,"45,917.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,OXFORDSHIRE COUNTY COUNCIL 1 (G),1001155957,"30,000.00",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001159874,"128,528.69",
Home Office,UKBA - UK Border Agency,26/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1001159874,"31,656.60",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,SLOUGH BOROUGH COUNCIL (G),1001161419,"65,953.00",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,SURREY COUNTY COUNCIL 1 (G),1001161421,"119,046.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,SURREY COUNTY COUNCIL 1 (G),1001155962,"94,050.00",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001160496,"115,515.83",
Home Office,UKBA - UK Border Agency,27/09/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1001160496,"23,877.22",
Home Office,UKBA - UK Border Agency,28/09/2011,Grants,UKBA - UK Border Agency,WEST SUSSEX COUNTY COUNCIL 1 (G),1001161423,"58,128.00",
Home Office,UKBA - UK Border Agency,14/09/2011,Grants,UKBA - UK Border Agency,WEST SUSSEX COUNTY COUNCIL 1 (G),1001155966,"93,450.00",
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,636.66,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,318.18,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,636.66,
Home Office,UKBA - UK Border Agency,15/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,AIRWAVE SOLUTIONS LTD,4000004112,318.18,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,238.38,
Home Office,UKBA - UK Border Agency,16/09/2011,Law Enforcement & safety Equip.Surveillance & Det Equip- PROG,UKBA - UK Border Agency,ARQIVA LTD,1001156532,119.16,
Home Office,UKBA - UK Border Agency,19/09/2011,Other Government Department,UKBA - UK Border Agency,IOM INTERNATIONAL ORGANIZATION FOR MIGRATION,1001157018,"3,127,737.00",
Home Office,UKBA - UK Border Agency,06/09/2011,"Transport, Storage & Mail Serv.Visa stock",UKBA - UK Border Agency,3M SECURITY PRINTING & SYSTEMS LTD,1001152606,"156,643.20",
Home Office,UKBA - UK Border Agency,14/09/2011,"Transport, Storage & Mail Serv.Visa stock",UKBA - UK Border Agency,3M SECURITY PRINTING & SYSTEMS LTD,1001155582,"105,652.51",
Home Office,UKBA - UK Border Agency,14/09/2011,"Transport, Storage & Mail Serv.Visa stock",UKBA - UK Border Agency,3M SECURITY PRINTING & SYSTEMS LTD,1001155582,"32,843.45",
Home Office,UKBA - UK Border Agency,28/09/2011,Professional & Admin Services. Visa Processing Services,UKBA - UK Border Agency,CSC COMPUTER SCIENCES CORPORATION,1001161079,"1,424,413.51",
Home Office,UKBA - UK Border Agency,28/09/2011,Professional & Admin Services. Visa Processing Services,UKBA - UK Border Agency,CSC COMPUTER SCIENCES CORPORATION,1001161079,"171,531.48",
Home Office,UKBA - UK Border Agency,09/09/2011,"IT, TelecommsHardware Desktop.Support and Maintenance - ADMN",UKBA - UK Border Agency,FCO SERVICES,3000043415,"10,214,332.00",
Home Office,UKBA - UK Border Agency,07/09/2011,"IT, TelecommsManaged Service.Support (General) - ADMN",UKBA - UK Border Agency,FCO SERVICES,3000043404,"169,397.94",
Home Office,UKBA - UK Border Agency,08/09/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - PROG",UKBA - UK Border Agency,FCO SERVICES,3000043412,"44,422.89",
Home Office,UKBA - UK Border Agency,15/09/2011,Operations,UKBA - UK Border Agency,NPIA (National Policing Improvement Agency),1001156163,"606,000.00",
Home Office,UKBA - UK Border Agency,13/09/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1001155212,"83,731.72",
Home Office,UKBA - UK Border Agency,28/09/2011,Professional & Admin Services. Visa Processing Services,UKBA - UK Border Agency,VF WORLDWIDE HOLDINGS LTD,7000006237,"3,293,065.18",
Home Office,UKBA - UK Border Agency,07/09/2011,"Building, Construction Service.Build a new structure (FA).",UKBA - UK Border Agency,AP25 LTD,1001153220,"103,748.48",
Home Office,UKBA - UK Border Agency,16/09/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,ARORA MANAGEMENT SERVICES ON BEHALF OF AP24 LTD,1001156531,"325,395.00",
Home Office,UKBA - UK Border Agency,16/09/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,ARORA MANAGEMENT SERVICES ON BEHALF OF AP24 LTD,1001156531,"324,600.00",
Home Office,UKBA - UK Border Agency,16/09/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,ARORA MANAGEMENT SERVICES ON BEHALF OF AP24 LTD,1001156531,"-324,600.00",
Home Office,UKBA - UK Border Agency,05/09/2011,"Public Order, Security Service.Jail & prison system.",UKBA - UK Border Agency,BARNARDO'S,1001152076,"122,149.80",
Home Office,UKBA - UK Border Agency,26/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1001159854,"461,686.77",
Home Office,UKBA - UK Border Agency,27/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1001160413,"854,277.99",
Home Office,UKBA - UK Border Agency,27/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1001160413,"407,109.75",
Home Office,UKBA - UK Border Agency,27/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1001160413,"52,031.33",
Home Office,UKBA - UK Border Agency,05/09/2011,Public Utilities.Service Charges - PROG,UKBA - UK Border Agency,GVA GRIMLEY,1001152097,"46,462.51",
Home Office,UKBA - UK Border Agency,05/09/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,GVA GRIMLEY,1001152097,"174,000.00",
Home Office,UKBA - UK Border Agency,26/09/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,MANCHESTER AIRPORT PLC,1001159865,"30,750.00",
Home Office,UKBA - UK Border Agency,14/09/2011,"Building, Construction Service.Build a new structure (FA).",UKBA - UK Border Agency,MINISTRY OF JUSTICE,3000043440,"44,709.65",
Home Office,UKBA - UK Border Agency,08/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,MITIE CARE & CUSTODY LTD,1001153682,"431,914.14",
Home Office,UKBA - UK Border Agency,06/09/2011,"Building, Construction Service.Build a new structure (FA).",UKBA - UK Border Agency,MOTT MACDONALD,1001152674,"1,388.48",
Home Office,UKBA - UK Border Agency,06/09/2011,"Building, Construction Service.Build a new structure (FA).",UKBA - UK Border Agency,MOTT MACDONALD,1001152674,"38,687.40",
Home Office,UKBA - UK Border Agency,27/09/2011,Public Utilities.Service Charges - PROG,UKBA - UK Border Agency,POLICE SERVICE OF NTHN IRELAND,1001160453,"10,000.00",
Home Office,UKBA - UK Border Agency,27/09/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,POLICE SERVICE OF NTHN IRELAND,1001160453,"20,000.00",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"-344,716.00",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"-388,275.50",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Escorting services.",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"-388,275.50",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"31,338.00",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"502,816.00",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Escorting services.",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"587,113.00",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"31,338.00",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"502,816.00",
Home Office,UKBA - UK Border Agency,09/09/2011,"Public Order, Security, Safety.Escorting services.",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001154063,"587,113.00",
Home Office,UKBA - UK Border Agency,28/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001161136,"720,934.00",
Home Office,UKBA - UK Border Agency,28/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001161136,"31,338.00",
Home Office,UKBA - UK Border Agency,28/09/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001161136,"502,816.00",
Home Office,UKBA - UK Border Agency,28/09/2011,"Public Order, Security, Safety.Escorting services.",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001161136,"406,947.00",
Home Office,UKBA - UK Border Agency,28/09/2011,"Public Order, Security, Safety.Escorting services.",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1001161136,"180,166.00",
Home Office,UKBA - UK Border Agency,05/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1001152135,"1,700,896.37",
Home Office,UKBA - UK Border Agency,05/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1001152135,"783,819.54",
Home Office,UKBA - UK Border Agency,05/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1001152135,"147,830.22",
Home Office,UKBA - UK Border Agency,05/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1001152135,"85,159.04",
Home Office,UKBA - UK Border Agency,05/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,THE GEO GROUP UK LTD,1001152143,"1,008,453.00",
Home Office,UKBA - UK Border Agency,05/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,THE GEO GROUP UK LTD,1001152143,"21,381.33",
Home Office,UKBA - UK Border Agency,06/09/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,THE GEO GROUP UK LTD,1001152703,"113,437.44",
Home Office,UKBA - UK Border Agency,05/09/2011,"Building, Construction Service.Build a new structure (FA).",UKBA - UK Border Agency,WATES CONSTRUCTION LTD,1001152151,"640,948.80",
Home Office,UKBA - UK Border Agency,30/09/2011,"Building, Construction Service.Build a new structure (FA).",UKBA - UK Border Agency,WATES CONSTRUCTION LTD,1001162120,"634,178.40",
Home Office,Home Office,26/09/2011,Grants,CPG - Crime & Policing Group,INDEPENDENT CUSTODY VISITING ASSN (G),1001159789,"41,349.00",
Home Office,Home Office,06/09/2011,Professional & Admin Services.Consultancy - Advice - ADMN,CPG - Crime & Policing Group,PRICE WATERHOUSE COOPERS LLP,1001152686,"233,709.60",
Home Office,Home Office,06/09/2011,Professional & Admin Services.Consultancy - Advice - ADMN,CPG - Crime & Policing Group,PRICE WATERHOUSE COOPERS LLP,1001152686,532.80,
Home Office,Home Office,05/09/2011,Other Government Department,CPG - Crime & Policing Group,COMMUNITIES & LOCAL GOVERNMENT (G),3000043389,"4,735,973.00",
Home Office,Home Office,26/09/2011,Grants,CPG - Crime & Policing Group,BRIDGEND COUNTY BOROUGH COUNCIL 1 (G),1001159763,"27,732.25",
Home Office,Home Office,26/09/2011,Grants,CPG - Crime & Policing Group,CAERPHILLY COUNTY BOROUGH COUNCIL (G),1001159764,"35,471.75",
Home Office,Home Office,26/09/2011,Grants,CPG - Crime & Policing Group,CARDIFF COUNTY COUNCIL 1 (G),1001159766,"73,623.25",
Home Office,Home Office,30/09/2011,Management & Admin Serv.Management Support Serv - PROG,CPG - Crime & Policing Group,COMMUNITY DEV FOUNDATION,1001162079,"36,000.00",
Home Office,Home Office,26/09/2011,Grants,CPG - Crime & Policing Group,NEWPORT COUNTY BOROUGH COUNCIL 1 (G),1001159798,"34,623.25",
Home Office,Home Office,26/09/2011,Grants,CPG - Crime & Policing Group,RHONDDA CYNON TAFF (G),1001159809,"40,694.00",
Home Office,Home Office,26/09/2011,Grants,CPG - Crime & Policing Group,WREXHAM COUNTY BOROUGH COUNCIL (G),1001159823,"27,354.75",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Consultancy - Advice - PROG,CPG - Crime & Policing Group,PRICE WATERHOUSE COOPERS LLP,1001151703,"36,000.00",
Home Office,Home Office,22/09/2011,Grants,CPG - Crime & Policing Group,PNB STAFF SIDE (G),1001159119,"31,363.00",
Home Office,Home Office,22/09/2011,Grants,CPG - Crime & Policing Group,POLICE FEDERATION OF ENGLAND & WALES (G),1001159120,"49,655.75",
Home Office,Home Office,22/09/2011,Grants,CPG - Crime & Policing Group,SUPERINTENDENTS ASSOCIATION (G),1001159128,"165,687.50",
Home Office,Home Office,13/09/2011,Grants,CPG - Crime & Policing Group,SOCA (G),1001155527,"29,000,000.00",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,AVON & SOMERSET CONSTABULARY (G),1001160850,"54,481.70",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,BEDFORDSHIRE POLICE AUTHORITY 1 (G),1001160851,"40,992.73",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,BIRMINGHAM CITY COUNCIL (G),1001160852,"108,888.86",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,BRENT AND HARROW TRADING STANDARDS SERVICE (G),1001160854,"78,065.25",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,BRITISH TRANSPORT POLICE AUTHORITY (G),1001160856,"30,214.86",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,CENTRAL BEDFORDSHIRE COUNCIL (G),1001160860,"77,485.21",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,CHESHIRE POLICE AUTHORITY 2 (G),1001160863,"113,795.67",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,CLEVELAND POLICE AUTHORITY 1 (G),1001160865,"29,994.52",
Home Office,Home Office,29/09/2011,Other Government Department,CPG - Crime & Policing Group,CROWN PROSECUTION SERVICE (G),3000043530,"3,806,047.79",
Home Office,Home Office,29/09/2011,Other Government Department,CPG - Crime & Policing Group,DEPARTMENT FOR ENVIRONMENT FOOD AND RURAL AFFAIRS (G),3000043532,"82,160.46",
Home Office,Home Office,29/09/2011,Other Government Department,CPG - Crime & Policing Group,DEPARTMENT OF WORK & PENSIONS (G),3000043533,"273,023.91",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,DERBYSHIRE POLICE AUTHORITY 1 (G),1001160868,"63,661.36",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,DEVON & CORNWALL CONSTABULARY 4 (G),1001160869,"88,737.57",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,DORSET POLICE AUTHORITY 1 (G),1001160871,"40,176.98",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,DYFED POWYS POLICE AUTHORITY 1 (G),1001160873,"54,349.24",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,ENVIRONMENT AGENCY (G),1001160874,"59,518.21",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,ESSEX POLICE AUTHORITY (G),1001160875,"58,554.63",
Home Office,Home Office,27/09/2011,Grants,CPG - Crime & Policing Group,GLOUCESTERSHIRE POLICE AUTHORITY (G),1001160877,"27,316.02",
