Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"9,655.64",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"4,956.74",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"3,646.44",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"8,234.28",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"6,408.28",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"4,256.81",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"7,439.52",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"6,100.50",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"4,992.42",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"6,202.06",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Seconded in Staff costs.ADMN,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY,1001151679,"6,138.06",
Home Office,Home Office,28/09/2011,Grants,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY  (G),1001161417,"174,124.00",
Home Office,Home Office,28/09/2011,Grants,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY  (G),1001161417,"104,361.00",
Home Office,Home Office,28/09/2011,Grants,OSCT - Office of Security and Counter-Terrorism,METROPOLITAN POLICE AUTHORITY  (G),1001161417,"182,049.00",
Home Office,Home Office,21/09/2011,Professional & Admin Services.Seconded in Staff costs - PROG,OSCT - Office of Security and Counter-Terrorism,MINISTRY OF DEFENCE,3000043476,"25,280.18",
Home Office,Home Office,21/09/2011,Professional & Admin Services.Seconded in Staff costs - PROG,OSCT - Office of Security and Counter-Terrorism,MINISTRY OF DEFENCE,3000043476,"26,818.40",
Home Office,Home Office,28/09/2011,Grants,OSCT - Office of Security and Counter-Terrorism,NORTHUMBRIA POLICE (G),1001161418,"25,207.00",
Home Office,Home Office,28/09/2011,Grants,OSCT - Office of Security and Counter-Terrorism,SURREY POLICE AUTHORITY 1 (G),1001161422,"95,559.00",
Home Office,Home Office,02/09/2011,Professional & Admin Services.Consultant - Imp & Del - PROG,OSCT - Office of Security and Counter-Terrorism,SYSTEMS CONSULTANTS SERVICES LTD,1001151721,"280,011.96",
Home Office,Home Office,09/09/2011,Professional & Admin Services.Consultant - Imp & Del - PROG,OSCT - Office of Security and Counter-Terrorism,SYSTEMS CONSULTANTS SERVICES LTD,1001154079,"150,616.39",
Home Office,Home Office,07/09/2011,Social Research,Home Office Science,THE UNIVERSITY OF SHEFFIELD,1001153283,"68,937.07",
Home Office,Home Office,07/09/2011,Education & Training Services.Training Dev External - ADMN,Home Office Science,THE UNIVERSITY OF SHEFFIELD,1001153283,1.62,
Home Office,Home Office,20/09/2011,Social Research,Home Office Science,QINETIQ LIMITED,1001157717,"36,000.00",
Home Office,Home Office,19/09/2011,RENT & RATES,Home Office Science,DTZ DEBENHAM TIE LEUNG LTD,1001156993,"33,655.33",
Home Office,Home Office,21/09/2011,"Hotel, Catering & Conference.Conference Centres - ADMN",Home Office Science,NHS IC,3000043478,"15,000.00",
Home Office,Home Office,21/09/2011,"Hotel, Catering & Conference.Conference Centres - ADMN",Home Office Science,NHS IC,3000043478,"18,000.00",
Home Office,Home Office,22/09/2011,Management & Admin Serv.Marketing Services - ADMN,Home Office Science,TNS-BMRB,1001158895,"370,590.00",
Home Office,Home Office,08/09/2011,Professional & Admin Services.DWP MyCSP Pension admin fee,Group HR,DEPARTMENT FOR WORK & PENSIONS (DWP),3000043411,"129,441.00",
Home Office,Home Office,26/09/2011,Professional & Admin Services.Personnel Recruit Serv - ADMN,Group HR,FCO SERVICES,3000043505,"45,569.00",
Home Office,Home Office,12/09/2011,Other Government Department,Group HR,HM REVENUE & CUSTOMS,3000043423,"132,000.00",
Home Office,IPCC - Independent Police Complaints Commission,05/09/2011,IT Charges,Corporate Services,Steria,RCT0037343,"324,359.00",
Home Office,IPCC - Independent Police Complaints Commission,08/09/2011,Rent,Corporate Services,Eastern Business Park,RCT 0037380,"32,767.20",
Home Office,ISA - Independent Safeguarding Authority,07/09/2011,Rent,Finance & Corporate Resources,City & Northern Ltd,3830,"140,188.20",
Home Office,ISA - Independent Safeguarding Authority,22/09/2011,Legal Fees,Finance & Corporate Resources,The Treasury Solicitor,3885,"29,362.95",
Home Office,IPS - Identity & Passport Service,20/09/2011,Passport Stationery,IPS - Identity & Passport Service,ADARE LTD,0000139945,"59,961.42",
Home Office,IPS - Identity & Passport Service,27/09/2011,Passport Stationery,IPS - Identity & Passport Service,ADARE LTD,0000140035,"126,945.33",
Home Office,IPS - Identity & Passport Service,23/09/2011,Contracted Staff,IPS - Identity & Passport Service,Capita Resourcing Ltd,0000139982,"33,143.94",
Home Office,IPS - Identity & Passport Service,09/09/2011,General Travel,IPS - Identity & Passport Service,Carlson-Wagonlit Travel,0000139804,"30,173.59",
Home Office,IPS - Identity & Passport Service,20/09/2011,Consultancy & Professional Services,IPS - Identity & Passport Service,CESG,0000139948,"37,884.00",
Home Office,IPS - Identity & Passport Service,16/09/2011,Accommodation,IPS - Identity & Passport Service,COLLIERS CRE CLIENTS ACCOUNT,0000139898,"116,941.80",
Home Office,IPS - Identity & Passport Service,06/09/2011,IT Admin & Hosting Support,IPS - Identity & Passport Service,Computercenter HQ,0000139769,"27,244.07",
Home Office,IPS - Identity & Passport Service,16/09/2011,IT Development/Service Charges,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES LTD,0000139900,"733,304.07",
Home Office,IPS - Identity & Passport Service,27/09/2011,IT Development/Service Charges,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES LTD,0000140040,"3,834,291.40",
Home Office,IPS - Identity & Passport Service,06/09/2011,Passport Printing,IPS - Identity & Passport Service,De La Rue International Ltd,0000139773,"83,351.65",
Home Office,IPS - Identity & Passport Service,16/09/2011,Other Government Departments,IPS - Identity & Passport Service,Dept For Work and Pensions,0000139902,"113,162.50",
Home Office,IPS - Identity & Passport Service,30/09/2011,Other Government Departments,IPS - Identity & Passport Service,Dept For Work and Pensions,0000140065,"145,851.85",
Home Office,IPS - Identity & Passport Service,16/09/2011,PASS,IPS - Identity & Passport Service,Equifax Plc,0000139906,"275,840.62",
Home Office,IPS - Identity & Passport Service,23/09/2011,Passport Printing,IPS - Identity & Passport Service,Security Printing Systems Ltd,0000140018,"1,682,474.16",
Home Office,IPS - Identity & Passport Service,06/09/2011,Other Government Departments,IPS - Identity & Passport Service,HOME OFFICE - AFU CASH MANAGEM,0000139776,"265,419.00",
Home Office,IPS - Identity & Passport Service,09/09/2011,Other Government Departments,IPS - Identity & Passport Service,HOME OFFICE - AFU CASH MANAGEM,0000139815,"1,064,235.38",
Home Office,IPS - Identity & Passport Service,20/09/2011,Other Government Departments,IPS - Identity & Passport Service,HOME OFFICE - AFU CASH MANAGEM,0000139963,"77,299.00",
Home Office,IPS - Identity & Passport Service,30/09/2011,Other Government Departments,IPS - Identity & Passport Service,HOME OFFICE - AFU CASH MANAGEM,0000140072,"27,252.87",
Home Office,IPS - Identity & Passport Service,09/09/2011,Rent,IPS - Identity & Passport Service,Jones Lang LASALLE,0000139819,"63,380.70",
Home Office,IPS - Identity & Passport Service,13/09/2011,Accommodation,IPS - Identity & Passport Service,MAPELEY ACQUISITION Co (2) LTD,0000139864,"178,046.40",
Home Office,IPS - Identity & Passport Service,16/09/2011,Other Government Departments,IPS - Identity & Passport Service,Office For National Statistics,0000139923,"49,724.91",
Home Office,IPS - Identity & Passport Service,16/09/2011,Consultancy & Professional Ser,IPS - Identity & Passport Service,PA Consulting Group,0000139925,"37,296.00",
Home Office,IPS - Identity & Passport Service,23/09/2011,Consultancy & Professional Ser,IPS - Identity & Passport Service,PA Consulting Group,0000140026,"111,369.60",
Home Office,IPS - Identity & Passport Service,16/09/2011,Accommodation,IPS - Identity & Passport Service,Prudential Property Investment,0000139929,"777,843.00",
Home Office,IPS - Identity & Passport Service,09/09/2011,Rates,IPS - Identity & Passport Service,Rate Collection Agency,0000139826,"30,352.00",
Home Office,IPS - Identity & Passport Service,27/09/2011,Passport Processing,IPS - Identity & Passport Service,Siemens Business Services Ltd,0000140048,"79,677.10",
Home Office,IPS - Identity & Passport Service,30/09/2011,Passports - Secure Mail,IPS - Identity & Passport Service,SECURE MAIL SERVICES LIMITED,0000140083,"978,048.73",
Home Office,IPS - Identity & Passport Service,09/09/2011,Passport Processing,IPS - Identity & Passport Service,Steria Limited,0000139831,"982,960.45",
Home Office,IPS - Identity & Passport Service,30/09/2011,Passport Processing,IPS - Identity & Passport Service,Steria Limited,0000140086,"994,644.88",
Home Office,IPS - Identity & Passport Service,16/09/2011,Accommodation,IPS - Identity & Passport Service,WH 101 OLD HALL STREET LTD,0000139943,"174,027.00",
