UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC14693,17-Oct-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,Ł995.40,14693
MODGPC14694,18-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"Ł1,274.95",14694
MODGPC14695,19-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł607.80,14695
MODGPC14696,26-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł970.56,14696
MODGPC14697,24-Oct-11,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,Ł576.68,14697
MODGPC14698,24-Oct-11,Print and Advertising              , PHOTOFINISH LABS/DEV,Ł992.40,14698
MODGPC14699,20-Oct-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS","Ł3,400.00",14699
MODGPC14700,28-Oct-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS","Ł3,400.00",14700
MODGPC14701,20-Oct-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,Ł720.00,14701
MODGPC14702,21-Oct-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł5,220.00",14702
MODGPC14703,27-Oct-11,Professional Services              , LEGAL SERVICES ATTORNEYS,Ł720.00,14703
MODGPC14704,27-Oct-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,Ł528.42,14704
MODGPC14705,26-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,530.93",14705
MODGPC14706,26-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,827.96",14706
MODGPC14707,26-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,957.80",14707
MODGPC14708,26-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł3,967.21",14708
MODGPC14709,26-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,663.98",14709
MODGPC14710,26-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,808.76",14710
MODGPC14711,20-Oct-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł1,868.38",14711
MODGPC14712,20-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,Ł927.60,14712
MODGPC14713,18-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,170.29",14713
MODGPC14714,27-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł700.00,14714
MODGPC14715,28-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł505.24,14715
MODGPC14716,21-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,Ł633.94,14716
MODGPC14717,24-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł1,350.00",14717
MODGPC14718,24-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł4,060.28",14718
MODGPC14719,24-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł2,634.95",14719
MODGPC14720,25-Oct-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"Ł1,063.08",14720
MODGPC14721,25-Oct-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"Ł1,995.69",14721
MODGPC14722,25-Oct-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"Ł1,537.56",14722
MODGPC14723,24-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł644.38,14723
MODGPC14724,28-Oct-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,505.16",14724
MODGPC14725,24-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,495.00",14725
MODGPC14726,25-Oct-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,056.25",14726
MODGPC14727,19-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł939.00,14727
MODGPC14728,21-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł657.03,14728
MODGPC14729,21-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł889.78,14729
MODGPC14730,24-Oct-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"Ł1,248.91",14730
MODGPC14731,18-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"Ł1,937.51",14731
MODGPC14732,18-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,Ł533.62,14732
MODGPC14733,21-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,Ł576.22,14733
MODGPC14734,25-Oct-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,Ł602.00,14734
MODGPC14735,26-Oct-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł3,982.18",14735
MODGPC14736,21-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,598.43",14736
MODGPC14737,31-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł2,741.83",14737
MODGPC14738,19-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł500.00,14738
MODGPC14739,20-Oct-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł906.60,14739
MODGPC14740,31-Oct-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł719.94,14740
MODGPC14741,18-Oct-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł945.60,14741
MODGPC14742,18-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł749.16,14742
MODGPC14743,25-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł1,572.58",14743
MODGPC14744,22-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł868.44,14744
MODGPC14745,25-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł868.31,14745
MODGPC14746,15-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł505.25,14746
MODGPC14747,22-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł921.53,14747
MODGPC14748,27-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł1,074.89",14748
MODGPC14749,20-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł561.22,14749
MODGPC14750,24-Oct-11,Print and Advertising              , MISC PUBLISHING & PRINTING,"Ł1,337.10",14750
MODGPC14751,28-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł660.00,14751
MODGPC14752,28-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł660.00,14752
MODGPC14753,28-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł660.00,14753
MODGPC14754,28-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł660.00,14754
MODGPC14755,21-Oct-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,Ł834.00,14755
MODGPC14756,27-Oct-11,Freight and Storage                , PUBLIC WAREHOUSING,"Ł1,560.00",14756
MODGPC14757,25-Oct-11,Freight and Storage                , PUBLIC WAREHOUSING,"Ł1,140.00",14757
MODGPC14758,20-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł830.22,14758
MODGPC14759,28-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł715.08,14759
MODGPC14760,19-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł1,000.00",14760
MODGPC14761,19-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł500.00,14761
MODGPC14762,26-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł500.00,14762
MODGPC14763,27-Oct-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł794.76,14763
MODGPC14764,21-Oct-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,"Ł1,188.82",14764
MODGPC14765,24-Oct-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,"Ł2,176.00",14765
MODGPC14766,20-Oct-11,Utilities and Non Automotive Fuel  , FUEL DEALERS,Ł703.29,14766
MODGPC14767,18-Oct-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,Ł601.27,14767
MODGPC14768,19-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,380.62",14768
MODGPC14769,20-Oct-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł3,000.00",14769
MODGPC14770,19-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,000.00",14770
MODGPC14771,20-Oct-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",Ł500.00,14771
MODGPC14772,18-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł525.00,14772
MODGPC14773,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł835.78,14773
MODGPC14774,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł853.20,14774
MODGPC14775,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł995.40,14775
MODGPC14776,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł967.54,14776
MODGPC14777,28-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł514.80,14777
MODGPC14778,24-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł978.02,14778
MODGPC14779,29-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł675.64,14779
MODGPC14780,24-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,399.94",14780
MODGPC14781,24-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,064.51",14781
MODGPC14782,19-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł621.95,14782
MODGPC14783,26-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,272.10",14783
MODGPC14784,28-Oct-11,Catering and Catering Supplies     , CATERERS,Ł600.00,14784
MODGPC14785,12-Oct-11,General Retail and Wholesale       , ELECTRONICS STORES,Ł990.00,14785
MODGPC14786,18-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł3,432.23",14786
MODGPC14787,20-Oct-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł939.00,14787
MODGPC14788,27-Oct-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł681.82,14788
MODGPC14789,17-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,260.00",14789
MODGPC14790,19-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,000.00",14790
MODGPC14791,17-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,133.00",14791
MODGPC14792,17-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,687.00",14792
MODGPC14793,21-Oct-11,General Retail and Wholesale       , DEPARTMENT STORES,"Ł1,086.80",14793
MODGPC14794,25-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,062.00",14794
MODGPC14795,25-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł611.70,14795
MODGPC14796,25-Oct-11,General Retail and Wholesale       , ELECTRONICS STORES,Ł964.42,14796
MODGPC14797,20-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł618.00,14797
MODGPC14798,18-Oct-11,Professional Services              , VETERINARY SERVICES,Ł604.80,14798
MODGPC14799,28-Oct-11,Professional Services              , VETERINARY SERVICES,"Ł1,560.00",14799
MODGPC14800,18-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł523.20,14800
MODGPC14801,26-Oct-11,Mail and Courier Services          , COURIER SERVICES,"Ł1,603.77",14801
MODGPC14802,21-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł887.15,14802
MODGPC14803,18-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł794.01,14803
MODGPC14804,31-Oct-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,097.12",14804
MODGPC14805,27-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł4,480.50",14805
MODGPC14806,17-Oct-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł4,922.12",14806
MODGPC14807,22-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,938.50",14807
MODGPC14808,14-Oct-11,General Retail and Wholesale       , SHOE STORES,Ł651.92,14808
MODGPC14809,14-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,630.40",14809
MODGPC14810,31-Oct-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł571.95,14810
MODGPC14811,24-Oct-11,General Retail and Wholesale       , SHOE STORES,Ł513.34,14811
MODGPC14812,21-Oct-11,Leisure Activities                 , RECREATION SERVICES,"Ł1,311.30",14812
MODGPC14813,31-Oct-11,Leisure Activities                 , RECREATION SERVICES,Ł570.00,14813
MODGPC14814,31-Oct-11,Leisure Activities                 , RECREATION SERVICES,Ł570.00,14814
MODGPC14815,31-Oct-11,Leisure Activities                 , RECREATION SERVICES,"Ł1,311.30",14815
MODGPC14816,17-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł2,545.38",14816
MODGPC14817,31-Oct-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł998.22,14817
MODGPC14818,28-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł509.10,14818
MODGPC14819,26-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł2,794.56",14819
MODGPC14820,31-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł973.92,14820
MODGPC14821,25-Oct-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,Ł615.72,14821
MODGPC14822,14-Oct-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,146.00",14822
MODGPC14823,18-Oct-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,685.12",14823
MODGPC14824,19-Oct-11,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,150.00",14824
MODGPC14825,26-Oct-11,General Retail and Wholesale       , HARDWARE STORES,Ł628.62,14825
MODGPC14826,17-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł836.75,14826
MODGPC14827,24-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,196.34",14827
MODGPC14828,31-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"Ł1,280.40",14828
MODGPC14829,27-Oct-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,Ł540.00,14829
MODGPC14830,19-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,400.00",14830
MODGPC14831,26-Oct-11,Training and Educational           , SCHOOLS - DEFAULT,"Ł2,340.00",14831
MODGPC14832,28-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,Ł637.45,14832
MODGPC14833,20-Oct-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,Ł710.62,14833
MODGPC14834,21-Oct-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"Ł1,537.38",14834
MODGPC14835,18-Oct-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,Ł590.64,14835
MODGPC14836,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł919.80,14836
MODGPC14837,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł995.40,14837
MODGPC14838,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł968.76,14838
MODGPC14839,10-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł860.53,14839
MODGPC14840,20-Oct-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,Ł954.00,14840
MODGPC14841,26-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł810.00,14841
MODGPC14842,20-Oct-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,Ł858.00,14842
MODGPC14843,18-Oct-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł688.10,14843
MODGPC14844,26-Oct-11,General Retail and Wholesale       , SHOE STORES,Ł789.12,14844
MODGPC14845,14-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł587.92,14845
MODGPC14846,27-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,003.00",14846
MODGPC14847,18-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"Ł1,452.00",14847
MODGPC14848,26-Oct-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł2,844.00",14848
MODGPC14849,17-Oct-11,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"Ł2,464.92",14849
MODGPC14850,24-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł873.48,14850
MODGPC14851,19-Oct-11,Medical Supplies and Services      , OPTICIANS,Ł770.00,14851
MODGPC14852,31-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,802.00",14852
MODGPC14853,25-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"Ł2,000.00",14853
MODGPC14854,27-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł505.59,14854
MODGPC14855,31-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"Ł1,938.62",14855
MODGPC14856,19-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,Ł798.75,14856
MODGPC14857,20-Oct-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł801.46,14857
MODGPC14858,24-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł822.00,14858
MODGPC14859,19-Oct-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł719.40,14859
MODGPC14860,26-Oct-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,Ł593.30,14860
MODGPC14861,19-Oct-11,General Retail and Wholesale       , SHOE STORES,Ł544.47,14861
MODGPC14862,25-Oct-11,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,229.50",14862
MODGPC14863,24-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,728.00",14863
MODGPC14864,18-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,Ł771.60,14864
MODGPC14865,19-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł931.50,14865
MODGPC14866,21-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,Ł770.45,14866
MODGPC14867,28-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł998.68,14867
MODGPC14868,18-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł4,428.00",14868
MODGPC14869,18-Oct-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,Ł511.59,14869
MODGPC14870,25-Oct-11,Business Clothing and Footwear     , CLOTHING/RENT/COSTUME/UNIFO,Ł743.20,14870
MODGPC14871,31-Oct-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł755.36,14871
MODGPC14872,21-Oct-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł1,756.63",14872
MODGPC14873,20-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł945.00,14873
MODGPC14874,27-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,Ł739.39,14874
MODGPC14875,17-Oct-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,Ł848.32,14875
MODGPC14876,24-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,Ł888.00,14876
MODGPC14877,18-Oct-11,Training and Educational           , SCHOOLS - DEFAULT,Ł690.00,14877
MODGPC14878,24-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,225.30",14878
MODGPC14879,24-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł725.86,14879
MODGPC14880,24-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,Ł540.48,14880
MODGPC14881,28-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"Ł1,475.92",14881
MODGPC14882,28-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł2,073.31",14882
MODGPC14883,28-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"Ł1,008.00",14883
MODGPC14884,20-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,Ł814.32,14884
MODGPC14885,21-Oct-11,Building Services                  ," HEATING, PLUMBING, AIR COND",Ł630.96,14885
MODGPC14886,31-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł1,320.00",14886
MODGPC14887,31-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,440.00",14887
MODGPC14888,27-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"Ł20,360.63",14888
MODGPC14889,28-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł2,395.83",14889
MODGPC14890,27-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł4,019.70",14890
MODGPC14891,27-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"Ł1,879.58",14891
MODGPC14892,27-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,Ł611.81,14892
MODGPC14893,14-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł3,349.56",14893
MODGPC14894,18-Oct-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"Ł5,348.88",14894
MODGPC14895,25-Oct-11,Print and Advertising              , MISC PUBLISHING & PRINTING,Ł574.20,14895
MODGPC14896,17-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"Ł1,681.21",14896
MODGPC14897,18-Oct-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł4,480.80",14897
MODGPC14898,25-Oct-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"Ł2,240.40",14898
MODGPC14899,19-Oct-11,Professional Services              , MISC PERSONAL SERV - DEF,"Ł3,267.99",14899
MODGPC14900,31-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł1,589.74",14900
MODGPC14901,18-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,"Ł1,368.00",14901
MODGPC14902,24-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł868.32,14902
MODGPC14903,25-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,Ł909.74,14903
MODGPC14904,14-Oct-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł616.20,14904
MODGPC14905,25-Oct-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,Ł560.19,14905
MODGPC14906,20-Oct-11,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,"Ł1,714.90",14906
MODGPC14907,28-Oct-11,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,Ł634.98,14907
MODGPC14908,27-Oct-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS","Ł1,151.50",14908
MODGPC14909,31-Oct-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"Ł3,180.94",14909
MODGPC14910,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,935.79",14910
MODGPC14911,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł581.76,14911
MODGPC14912,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,547.70",14912
MODGPC14913,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł506.01,14913
MODGPC14914,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł781.45,14914
MODGPC14915,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,Ł932.59,14915
MODGPC14916,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł1,873.02",14916
MODGPC14917,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"Ł2,169.07",14917
MODGPC14918,17-Oct-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"Ł4,561.55",14918
MODGPC14919,20-Oct-11,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,Ł650.00,14919
MODGPC14920,26-Oct-11,General Retail and Wholesale       , SHOE STORES,Ł554.98,14920
MODGPC14921,14-Oct-11,Mail and Courier Services          , POSTAGE STAMPS,"Ł2,000.00",14921
MODGPC14922,27-Oct-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł561.19,14922
MODGPC14923,27-Oct-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł900.00,14923
MODGPC14924,26-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"Ł6,341.51",14924
MODGPC14925,27-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,Ł564.00,14925
MODGPC14926,20-Oct-11,Professional Services              , PROFESSIONAL SERVICES - DEF,Ł790.00,14926
MODGPC14927,20-Oct-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS","Ł1,341.50",14927
MODGPC14928,25-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"Ł5,551.80",14928
MODGPC14929,27-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,14929
MODGPC14930,27-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,14930
MODGPC14931,27-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,Ł588.00,14931
