Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number,,
Defra,MMO Marine Management Organisation,12/06/2012,GPC Card,Central Finance Group,Barclaycard Business Issuing,4715650087776340050612," £26,451.43 ",Marine Management Organisation Government Procurement Card bill for June 2012,Marine Management Organisation Government Procurement Card bill for June 2012,TS17 6YG,,,00000000,Asset,,
Defra,MMO Marine Management Organisation,18/06/2012,Other Current Payments E,,Directflight Ltd,MMO265," £34,864.46 ",Marine Management aerial surveillance hours incurred in relation to coastal enforcement ,Marine Management aerial surveillance hours incurred in relation to coastal enforcement ,MK43 0AL,SME,,00000000,Expense,,
Defra,MMO Marine Management Organisation,22/06/2012,Consultancy Non-Scheme,,IBM United Kingdom Ltd,5805121766," £121,453.92 ",Provision of MMO Project Support Resources from IBM,Provision of MMO Project Support Resources from IBM,GU1 2LD,,,00000000,Expense,,
Defra,MMO Marine Management Organisation,06/06/2012,Clearing Construction in Progress (I.T.),,Amor Business Technology Solutions Limited,18681," £112,680.00 ",Provision of European Fisheries Fund grant system - milestone 2,Provision of European Fisheries Fund grant system - milestone 2,PA4 9LH,,,00000000,Asset,,
Defra,MMO Marine Management Organisation,26/06/2012,Other Current Payments E,,Looe Harbour Commissioners.,FEF0462200612," £25,124.31 ",European Fisheries Fund grant payment,European Fisheries Fund grant payment,PL13 1DX,SME,,00000000,Expense,,
Defra,MMO Marine Management Organisation,26/06/2012,Other Current Payments E,,Vistgate Ltd T/A Ocean Fish,FEF0185200612," £86,359.52 ",European Fisheries Fund grant payment,European Fisheries Fund grant payment,PL26 8LX,SME,,00000000,Expense,,
Defra,MMO Marine Management Organisation,22/06/2012,Other Current Payments E,,Grimsby Fish Dock Enterprises Ltd.,FEF0524150612," £179,460.34 ",European Fisheries Fund grant payment,European Fisheries Fund grant payment,DN31 3QJ,SME,,00000000,Expense,,
Defra,MMO Marine Management Organisation,26/06/2012,Other Current Payments E,,Vistgate Ltd T/A Ocean Fish,FEF01852006125189888," £51,898.88 ",European Fisheries Fund grant payment,European Fisheries Fund grant payment,PL26 8LX,SME,,00000000,Expense,,
