Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount (Sterling) 
DFID,DFID,21/03/2011,Technical & Advisory services,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE,400147486,"179,058.09"
DFID,DFID,14/03/2011,Technical & Advisory services,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400148123,"69,590.00"
DFID,DFID,26/03/2011,Technical & Advisory services,Asia Division,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400151442,"33,374.00"
DFID,DFID,02/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400145589,"65,259.19"
DFID,DFID,03/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400146194,"74,977.24"
DFID,DFID,03/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400146202,"50,135.97"
DFID,DFID,11/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400148098,"227,173.91"
DFID,DFID,11/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400148098,"-150,135.97"
DFID,DFID,18/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400149272,"76,681.53"
DFID,DFID,22/03/2011,Technical & Advisory services,International Relations Division,OXFORD POLICY MANAGEMENT,400150250,"153,366.11"
DFID,DFID,22/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400150262,"88,526.33"
DFID,DFID,28/03/2011,Technical & Advisory services,Policy and Research Directorate,Perspectives GmbH,400151120,"70,000.00"
DFID,DFID,17/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",PKF (UK) LLP,400149098,"55,243.26"
DFID,DFID,28/03/2011,Technical & Advisory services,International Relations Division,PKF (UK) LLP,400151785,"64,759.76"
DFID,DFID,28/03/2011,Technical & Advisory services,International Relations Division,PKF (UK) LLP,400151788,"155,837.68"
DFID,DFID,02/03/2011,Technical & Advisory services,International Finance Division,PRICEWATERHOUSECOOPERS,400145793,"62,706.24"
DFID,DFID,02/03/2011,Technical & Advisory services,East and Central Africa,PRICEWATERHOUSECOOPERS,400146069,"25,980.28"
DFID,DFID,14/03/2011,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400148442,"66,600.00"
DFID,DFID,25/03/2011,Technical & Advisory services,International Relations Division,PRICEWATERHOUSECOOPERS,400150108,"46,804.00"
DFID,DFID,24/03/2011,Technical & Advisory services,International Finance Division,PRICEWATERHOUSECOOPERS,400150329,"55,423.43"
DFID,DFID,25/03/2011,Technical & Advisory services,International Relations Division,PRICEWATERHOUSECOOPERS,400150341,"37,364.00"
DFID,DFID,23/03/2011,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400150674,"270,799.00"
DFID,DFID,23/03/2011,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400150674,"89,823.00"
DFID,DFID,23/03/2011,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400150674,"-50,713.00"
DFID,DFID,23/03/2011,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400150674,"262,991.00"
DFID,DFID,23/03/2011,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400150674,"-262,991.00"
DFID,DFID,26/03/2011,Technical & Advisory services,East and Central Africa,PRICEWATERHOUSECOOPERS,400151447,"26,389.40"
DFID,DFID,11/03/2011,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400148009,"38,045.00"
DFID,DFID,11/03/2011,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400148024,"45,472.00"
DFID,DFID,11/03/2011,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400148026,"38,045.00"
DFID,DFID,04/03/2011,Technical & Advisory services,International Relations Division,PUBLIC ADMINISTRATION INTERN,400145390,"49,521.90"
DFID,DFID,22/03/2011,Technical & Advisory services,International Relations Division,PUBLIC ADMINISTRATION INTERN,400150276,"38,474.53"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,RE-ACTION,400147918,"134,834.00"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,RE-ACTION,400147918,"35,675.34"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,RE-ACTION,400147918,"-5,698.75"
DFID,DFID,28/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,REPIM,400151097,"29,776.28"
DFID,DFID,24/03/2011,Technical & Advisory services,West and Southern Africa,ROBERT C WEST,400150451,"31,820.00"
DFID,DFID,11/03/2011,Technical & Advisory services,West and Southern Africa,RSM Tenon Limited,400147185,"78,394.34"
DFID,DFID,09/03/2011,Technical & Advisory services,West and Southern Africa,RSM Tenon Limited,400147475,"37,077.83"
DFID,DFID,11/03/2011,Technical & Advisory services,Policy and Research Directorate,SAC COMMERCIAL LTD,400148104,"25,812.00"
DFID,DFID,23/03/2011,Technical & Advisory services,East and Central Africa,SAFERWORLD,400150711,"25,750.00"
DFID,DFID,14/03/2011,Technical & Advisory services,East and Central Africa,SAVE THE CHILDREN FUND,400148366,"590,330.00"
DFID,DFID,11/03/2011,Technical & Advisory services,West and Southern Africa,SCHOOL OF ORIENTAL & AFRICAN STUDIES,400146533,"52,242.14"
DFID,DFID,28/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Sea and Shore Projects (Pty) Ltd,400150992,"945,867.50"
DFID,DFID,28/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Sea and Shore Projects (Pty) Ltd,400150993,"313,161.98"
DFID,DFID,22/03/2011,Technical & Advisory services,Asia Division,SIDBI FOUNDATION,400149908,"1,006,269.85"
DFID,DFID,23/03/2011,Technical & Advisory services,Asia Division,SIDBI FOUNDATION,400150234,"407,861.08"
DFID,DFID,28/03/2011,Technical & Advisory services,Asia Division,SIDBI MUMBAI,400151534,"30,413.29"
DFID,DFID,10/03/2011,Technical & Advisory services,West and Southern Africa,Society for Family  Health,400147217,"1,112,864.85"
DFID,DFID,16/03/2011,Technical & Advisory services,Policy and Research Directorate,South African Institute of International Affairs,400148815,"33,550.00"
DFID,DFID,29/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Stephanie Murray,400152272,"64,379.61"
DFID,DFID,30/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Technical Procurement Services,400151272,"136,172.48"
DFID,DFID,16/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TECHNICAL PROCUREMENT SERVICES (USD),400148827,"70,778.96"
DFID,DFID,16/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TECHNICAL PROCUREMENT SERVICES (USD),400148827,"162,040.89"
DFID,DFID,02/03/2011,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400146124,"39,088.49"
DFID,DFID,02/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400146139,"250,566.67"
DFID,DFID,04/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400146463,"82,624.80"
DFID,DFID,03/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400146552,"5,512.02"
DFID,DFID,07/03/2011,Technical & Advisory services,Central Department Division,THE CROWN AGENTS,400146761,"36,250.00"
DFID,DFID,10/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400146799,"24,000.00"
DFID,DFID,10/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400146799,"5,000.00"
DFID,DFID,04/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400146800,"24,000.00"
DFID,DFID,04/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400146800,"5,000.00"
DFID,DFID,08/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400147172,"209,627.66"
DFID,DFID,08/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400147172,-697.04
DFID,DFID,09/03/2011,Technical & Advisory services,Asia Division,THE CROWN AGENTS,400147461,"46,117.66"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400148363,"146,629.77"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400148363,"-45,727.37"
DFID,DFID,25/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400148449,"61,994.85"
DFID,DFID,15/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400148729,"37,974.71"
DFID,DFID,17/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400149049,"2,902.95"
DFID,DFID,28/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400149448,"74,000.00"
DFID,DFID,18/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400149665,"298,353.74"
DFID,DFID,18/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400149700,"15,024.67"
DFID,DFID,18/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400149700,"23,968.65"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400150105,"36,490.30"
DFID,DFID,21/03/2011,Technical & Advisory services,East and Central Africa,THE CROWN AGENTS,400150124,"29,820.00"
DFID,DFID,23/03/2011,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400150658,"111,832.50"
DFID,DFID,28/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400151497,"24,000.00"
DFID,DFID,28/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400151497,"5,000.00"
DFID,DFID,18/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE HALO TRUST,400149727,"200,683.00"
DFID,DFID,07/03/2011,Technical & Advisory services,East and Central Africa,THE IDL GROUP,400146515,"28,463.44"
DFID,DFID,14/03/2011,Technical & Advisory services,Policy and Research Directorate,THE IDL GROUP,400148121,"39,211.04"
DFID,DFID,02/03/2011,Technical & Advisory services,East and Central Africa,THE LAW DEVELOPMENT PARTNERSHIP LTD,400146112,"4,375.00"
DFID,DFID,02/03/2011,Technical & Advisory services,East and Central Africa,THE LAW DEVELOPMENT PARTNERSHIP LTD,400146112,"12,200.00"
DFID,DFID,02/03/2011,Technical & Advisory services,East and Central Africa,THE LAW DEVELOPMENT PARTNERSHIP LTD,400146112,"8,973.49"
DFID,DFID,10/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THIRD PARTY MONIES,400147698,"87,446.14"
DFID,DFID,14/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THIRD PARTY MONIES,400148299,"41,264.38"
DFID,DFID,15/03/2011,Technical & Advisory services,Evaluation Department,THIRD PARTY MONIES,400148538,"66,321.14"
DFID,DFID,15/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,THIRD PARTY MONIES,400148539,"60,479.96"
DFID,DFID,23/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THIRD PARTY MONIES,400150757,"55,146.98"
DFID,DFID,23/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THIRD PARTY MONIES,400150761,"62,548.79"
DFID,DFID,25/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THIRD PARTY MONIES,400151384,"49,209.01"
DFID,DFID,31/03/2011,Technical & Advisory services,East and Central Africa,THIRD PARTY MONIES,400152643,"32,388.75"
DFID,DFID,23/03/2011,Technical & Advisory services,East and Central Africa,TRADEMARK EAST AFRICA,400150410,"1,500,000.00"
DFID,DFID,09/03/2011,Technical & Advisory services,Asia Division,TRIBAL HELM CORPORATION LTD,400147148,"45,494.45"
DFID,DFID,02/03/2011,Technical & Advisory services,Policy and Research Directorate,Triple Line Consulting Limited,400146144,"134,563.86"
DFID,DFID,09/03/2011,Technical & Advisory services,Policy and Research Directorate,Triple Line Consulting Limited,400147608,"36,550.61"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,Triple Line Consulting Limited,400150664,"9,722.02"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,Triple Line Consulting Limited,400150664,"18,004.14"
DFID,DFID,25/03/2011,Technical & Advisory services,Policy and Research Directorate,TROPICAL HEALTH EDUCATION TRUST,400151010,"249,303.15"
DFID,DFID,28/03/2011,Technical & Advisory services,Asia Division,TURNER & TOWNSEND,400151796,"79,335.67"
DFID,DFID,28/03/2011,Technical & Advisory services,Asia Division,TURNER & TOWNSEND,400151798,"42,909.06"
DFID,DFID,28/03/2011,Technical & Advisory services,Asia Division,TURNER & TOWNSEND,400151799,"71,183.46"
DFID,DFID,21/03/2011,Technical & Advisory services,Asia Division,UNIVERSITY OF WOLVERHAMPTON,400150099,"280,163.46"
DFID,DFID,21/03/2011,Technical & Advisory services,Asia Division,UNIVERSITY OF WOLVERHAMPTON,400150102,"241,077.57"
DFID,DFID,08/03/2011,Technical & Advisory services,Policy and Research Directorate,WRENmedia,400146997,"26,752.72"
DFID,DFID,31/03/2011,Technical & Advisory services,Policy and Research Directorate,WRENmedia,400152717,"20,894.88"
DFID,DFID,16/03/2011,Technical & Advisory services,East and Central Africa,WSP INTERNATIONAL LIMITED,400142360,"63,613.00"
DFID,DFID,04/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WSP INTERNATIONAL LIMITED,400146694,"42,025.00"
DFID,DFID,04/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WSP INTERNATIONAL LIMITED,400146696,"45,462.50"
DFID,DFID,07/03/2011,Technical & Advisory services,East and Central Africa,WSP INTERNATIONAL LIMITED,400147001,"51,413.92"
DFID,DFID,08/03/2011,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400147162,"953,416.76"
DFID,DFID,09/03/2011,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400147173,"124,123.11"
DFID,DFID,17/03/2011,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400149050,"596,026.42"
DFID,DFID,17/03/2011,Technical & Advisory services,Asia Division,WSP INTERNATIONAL LIMITED,400149050,"53,026.56"
DFID,DFID,25/03/2011,Technical & Advisory services,East and Central Africa,WSP INTERNATIONAL LIMITED,400151039,"25,100.00"
DFID,DFID,25/03/2011,Technical & Advisory services,East and Central Africa,WSP INTERNATIONAL LIMITED,400151390,"106,987.49"
DFID,DFID,31/03/2011,Vehicle Running Costs,West and Southern Africa,Natwest Government Procurement Card,100037,328
DFID,DFID,25/03/2011,Vehicle Running Costs,Western Asia and Stabilisation Division,THE CROWN AGENTS,400137991,193.25
