Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount (Sterling) 
DFID,DFID,30/03/2011,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400152474,"210,124.50"
DFID,DFID,30/03/2011,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400152479,"216,774.71"
DFID,DFID,30/03/2011,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400152481,"626,493.61"
DFID,DFID,31/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",AIR PARTNER PLC,400152801,"210,270.67"
DFID,DFID,31/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",AIR PARTNER PLC,400152802,"210,454.22"
DFID,DFID,31/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",AIR PARTNER PLC,400152805,"70,517.29"
DFID,DFID,07/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ALLNATIVE  SERVICES,400146736,"36,986.71"
DFID,DFID,25/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ALLNATIVE  SERVICES,400149778,"30,176.48"
DFID,DFID,22/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ASSOCIATES FOR INTERNATIONAL DEVELOPMENT (AID INC),400148825,"84,892.47"
DFID,DFID,11/03/2011,Technical & Advisory services,West and Southern Africa,ATOS CONSULTING LIMITED,400148132,"35,961.00"
DFID,DFID,18/03/2011,Technical & Advisory services,East and Central Africa,ATOS CONSULTING LIMITED,400149788,"305,538.00"
DFID,DFID,23/03/2011,Technical & Advisory services,East and Central Africa,ATOS CONSULTING LIMITED,400150126,"302,238.00"
DFID,DFID,07/03/2011,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400144142,"606,582.73"
DFID,DFID,17/03/2011,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400148805,"579,217.36"
DFID,DFID,16/03/2011,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400148808,"48,276.32"
DFID,DFID,01/03/2011,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400144097,"224,710.84"
DFID,DFID,01/03/2011,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400144097,"59,200.68"
DFID,DFID,16/03/2011,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400147144,"382,868.70"
DFID,DFID,11/03/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400148031,"54,685.78"
DFID,DFID,11/03/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400148031,"14,714.10"
DFID,DFID,11/03/2011,Technical & Advisory services,Policy and Research Directorate,BRITISH COUNCIL,400148102,"44,467.36"
DFID,DFID,16/03/2011,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400149071,"156,823.86"
DFID,DFID,23/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",BRITISH COUNCIL,400150284,"38,499.85"
DFID,DFID,23/03/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400150752,"676,125.30"
DFID,DFID,23/03/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400150752,"868,603.11"
DFID,DFID,25/03/2011,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400151333,"43,855.49"
DFID,DFID,28/03/2011,Technical & Advisory services,Communications Division,BRITISH COUNCIL,400151793,"42,850.67"
DFID,DFID,18/03/2011,Technical & Advisory services,Policy and Research Directorate,CAB INTERNATIONAL,400149686,"36,405.10"
DFID,DFID,17/03/2011,Technical & Advisory services,West and Southern Africa,Cambridge  Education Limited,400148445,"783,841.35"
DFID,DFID,17/03/2011,Technical & Advisory services,West and Southern Africa,Cambridge  Education Limited,400148445,"634,886.07"
DFID,DFID,11/03/2011,Technical & Advisory services,East and Central Africa,CAMBRIDGE EDUCATION LTD,400148032,"29,447.63"
DFID,DFID,07/03/2011,Technical & Advisory services,West and Southern Africa,CARE INTERNATIONAL,400147017,"39,184.46"
DFID,DFID,22/03/2011,Technical & Advisory services,Asia Division,CARE INTERNATIONAL,400150269,"134,650.63"
DFID,DFID,22/03/2011,Technical & Advisory services,Asia Division,CARE INTERNATIONAL,400150273,"58,241.41"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,CARE INTERNATIONAL UK,400147199,"4,649.00"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,CARE INTERNATIONAL UK,400147199,"10,187.92"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,CARE INTERNATIONAL UK,400147199,"24,269.99"
DFID,DFID,09/03/2011,Technical & Advisory services,West and Southern Africa,CARE INTERNATIONAL UK,400147201,"36,914.75"
DFID,DFID,08/03/2011,Technical & Advisory services,Asia Division,CATALYST MANAGEMENT SERVICES PVT LTD,400147102,"59,587.16"
DFID,DFID,15/03/2011,Technical & Advisory services,East and Central Africa,CHARLES KENDALL & PARTNERS LTD,400148450,"50,000.00"
DFID,DFID,01/03/2011,Technical & Advisory services,West and Southern Africa,CHEMONICS,400145592,"204,627.79"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,CHRISTIAN AID,400148029,"30,000.00"
DFID,DFID,15/03/2011,Technical & Advisory services,Asia Division,CHRISTIAN AID,400148095,"826,362.72"
DFID,DFID,15/03/2011,Technical & Advisory services,Asia Division,CHRISTIAN AID,400148095,"-171,191.25"
DFID,DFID,26/03/2011,Technical & Advisory services,Asia Division,CHRISTIAN AID,400151517,"45,028.25"
DFID,DFID,31/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",CIPFA,400151953,"56,742.63"
DFID,DFID,02/03/2011,Technical & Advisory services,Policy and Research Directorate,Clean Energy Group,400144978,"32,000.00"
DFID,DFID,02/03/2011,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400146143,"57,488.24"
DFID,DFID,08/03/2011,Technical & Advisory services,Asia Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400146981,"77,516.00"
DFID,DFID,08/03/2011,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400146986,"121,910.86"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400146989,"37,692.37"
DFID,DFID,15/03/2011,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400148604,"52,616.62"
DFID,DFID,18/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",COFFEY INTERNATIONAL DEVELOPMENT LTD,400148650,"32,625.00"
DFID,DFID,29/03/2011,Technical & Advisory services,West and Southern Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400151524,"49,406.83"
DFID,DFID,28/03/2011,Technical & Advisory services,West and Southern Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400151795,"278,221.11"
DFID,DFID,29/03/2011,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400151797,"25,851.03"
DFID,DFID,28/03/2011,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400151801,"40,027.95"
DFID,DFID,08/03/2011,Technical & Advisory services,Asia Division,CONSTELLA FUTURES,400144585,"253,105.68"
DFID,DFID,08/03/2011,Technical & Advisory services,Asia Division,CONSTELLA FUTURES,400144585,"-189,331.82"
DFID,DFID,08/03/2011,Technical & Advisory services,Asia Division,CONSTELLA FUTURES,400144585,"24,280.48"
DFID,DFID,21/03/2011,Technical & Advisory services,Asia Division,CONSTELLA FUTURES,400150111,"67,090.65"
DFID,DFID,21/03/2011,Technical & Advisory services,Asia Division,CONSTELLA FUTURES,400150111,"32,690.75"
DFID,DFID,25/03/2011,Technical & Advisory services,Asia Division,CROWN AGENTS (INDIA) PVT. LTD,400149346,"41,070.18"
DFID,DFID,25/03/2011,Technical & Advisory services,Asia Division,CROWN AGENTS (INDIA) PVT. LTD,400149354,"37,061.31"
DFID,DFID,25/03/2011,Technical & Advisory services,Asia Division,CROWN AGENTS (INDIA) PVT. LTD,400149359,"38,549.10"
DFID,DFID,02/03/2011,Technical & Advisory services,West and Southern Africa,Crown Agents Bank,400145853,"86,947.27"
DFID,DFID,02/03/2011,Technical & Advisory services,Policy and Research Directorate,Crown Agents Bank,400146147,"583,003.09"
DFID,DFID,02/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400146147,"-20,000.00"
DFID,DFID,02/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400146147,"20,000.00"
DFID,DFID,03/03/2011,Technical & Advisory services,East and Central Africa,Crown Agents Bank,400146549,"2,200,000.00"
DFID,DFID,16/03/2011,Technical & Advisory services,East and Central Africa,Crown Agents Bank,400149005,"4,000,000.00"
DFID,DFID,21/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400150057,"338,491.00"
DFID,DFID,21/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400150123,"66,664.00"
DFID,DFID,26/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400151454,"322,634.00"
DFID,DFID,30/03/2011,Technical & Advisory services,West and Southern Africa,Crown Agents Bank,400152161,"1,806.40"
DFID,DFID,17/03/2011,Technical & Advisory services,Asia Division,CSC  & CO,400148979,"45,684.00"
DFID,DFID,22/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DAI EUROPE LIMITED,400150304,"22,240.37"
DFID,DFID,22/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DAI EUROPE LIMITED,400150306,"57,200.89"
DFID,DFID,31/03/2011,Technical & Advisory services,West and Southern Africa,DAI EUROPE LIMITED,400152722,"167,705.95"
DFID,DFID,24/03/2011,Technical & Advisory services,Evaluation Department,DANISH INSTITUTE FOR INTERNATIONAL STUDIES,400150746,"75,000.00"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,DELOITTE TOUCHE TOHAMATSU INDIA PRIVATE LTD (DTTIPL),400149415,"128,005.00"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,DELOITTE TOUCHE TOHAMATSU INDIA PRIVATE LTD (DTTIPL),400149420,"26,615.00"
DFID,DFID,23/03/2011,Technical & Advisory services,Asia Division,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,400150611,"30,079.78"
DFID,DFID,23/03/2011,Technical & Advisory services,Asia Division,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,400150633,"35,492.37"
DFID,DFID,28/03/2011,Technical & Advisory services,West and Southern Africa,Dr. Alister Munthali,400151824,"33,128.83"
DFID,DFID,15/03/2011,Technical & Advisory services,International Relations Division,ECOTEC RESEARCH AND CONSULTING LTD,400148709,"125,334.00"
DFID,DFID,15/03/2011,Technical & Advisory services,West and Southern Africa,EFFECTIVE DEVELOPMENT GROUP (EDG),400148421,"118,911.79"
DFID,DFID,02/03/2011,Technical & Advisory services,International Finance Division,EMERGING MARKETS GROUP,400146208,"57,535.00"
DFID,DFID,16/03/2011,Technical & Advisory services,Asia Division,EMERGING MARKETS GROUP,400149044,"59,917.35"
DFID,DFID,24/03/2011,Technical & Advisory services,Policy and Research Directorate,FAO (USD),400150709,"70,000.00"
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,30.42
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,2.14
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,0.55
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,"2,562.98"
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,615.11
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,3.46
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,39.95
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,18.82
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,42.66
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,3.46
DFID,DFID,09/03/2011,Technical & Advisory services,International Relations Division,FOREIGN AND COMMONWEALTH OFFICE,400147520,18.82
DFID,DFID,01/03/2011,Technical & Advisory services,Asia Division,GfK Mode Pvt. Ltd.,400145745,"48,720.29"
DFID,DFID,01/03/2011,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400145553,"44,087.00"
DFID,DFID,04/03/2011,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400146798,"12,824.00"
DFID,DFID,04/03/2011,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400146798,"28,767.00"
DFID,DFID,23/03/2011,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400150638,"62,887.00"
DFID,DFID,09/03/2011,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400147522,"67,937.04"
DFID,DFID,09/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",GRM INTERNATIONAL LTD,400147526,"95,687.71"
DFID,DFID,15/03/2011,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400148746,"54,356.72"
DFID,DFID,15/03/2011,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400148748,"84,159.49"
DFID,DFID,16/03/2011,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400148970,"44,222.20"
DFID,DFID,16/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",GRM INTERNATIONAL LTD,400149087,"167,659.61"
DFID,DFID,21/03/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400149451,"101,304.17"
DFID,DFID,21/03/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400149454,"506,028.15"
DFID,DFID,24/03/2011,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400151095,"248,499.08"
DFID,DFID,14/03/2011,Technical & Advisory services,West and Southern Africa,HAREWELLE INTERNATIONAL LIMITED,400147571,"34,495.77"
DFID,DFID,11/03/2011,Technical & Advisory services,East and Central Africa,HAREWELLE INTERNATIONAL LIMITED,400148134,"35,102.08"
DFID,DFID,17/03/2011,Technical & Advisory services,East and Central Africa,HAREWELLE INTERNATIONAL LIMITED,400149352,"66,864.90"
DFID,DFID,10/03/2011,Technical & Advisory services,Asia Division,Harewelle International Limited.,400147868,"91,354.30"
DFID,DFID,15/03/2011,Technical & Advisory services,Asia Division,Harewelle International Limited.,400148786,"26,409.23"
DFID,DFID,14/03/2011,Technical & Advisory services,International Finance Division,HAWKPOINT,400148457,"76,370.05"
DFID,DFID,10/03/2011,Technical & Advisory services,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400146660,"462,319.83"
DFID,DFID,14/03/2011,Technical & Advisory services,Asia Division,HEALTH PARTNERS INTERNATIONAL,400148140,"32,051.87"
DFID,DFID,26/03/2011,Technical & Advisory services,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400151065,"384,568.52"
DFID,DFID,24/03/2011,Technical & Advisory services,East and Central Africa,Health Research for Action (HERA),400150675,"120,687.73"
DFID,DFID,09/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,HLSP LIMITED,400147579,"57,833.37"
DFID,DFID,09/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,HLSP LIMITED,400147603,"79,571.63"
DFID,DFID,24/03/2011,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400150996,"615,250.31"
DFID,DFID,10/03/2011,Technical & Advisory services,Asia Division,Hogg Robinson Group,6000042,102.16
DFID,DFID,10/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,Hogg Robinson Group,6000042,920.13
DFID,DFID,31/03/2011,Technical & Advisory services,Asia Division,Hogg Robinson Group,6000044,725.02
DFID,DFID,31/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Hogg Robinson Group,6000044,20
DFID,DFID,31/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,Hogg Robinson Group,6000044,14.47
DFID,DFID,02/03/2011,Technical & Advisory services,Asia Division,HTSPE LTD,400146245,"75,228.90"
DFID,DFID,08/03/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400147266,"74,121.07"
DFID,DFID,08/03/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400147267,"478,472.83"
DFID,DFID,11/03/2011,Technical & Advisory services,Asia Division,HTSPE LTD,400148170,"47,513.33"
DFID,DFID,15/03/2011,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400148364,"83,888.07"
DFID,DFID,18/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,HTSPE LTD,400148732,"28,028.40"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400149366,"25,364.59"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400149395,"25,364.59"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400149408,"39,352.83"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400149418,"25,364.59"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400149421,"67,639.27"
DFID,DFID,24/03/2011,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400150645,"35,546.96"
DFID,DFID,01/03/2011,Technical & Advisory services,Asia Division,Infrastructure Professionals Enterprise (P) Ltd.,400145756,"25,932.23"
DFID,DFID,29/03/2011,Technical & Advisory services,Asia Division,Infrastructure Professionals Enterprise (P) Ltd.,400152033,"45,792.62"
DFID,DFID,24/03/2011,Technical & Advisory services,Policy and Research Directorate,INSTITUTE OF DEVELOPMENT STUDIES,400150963,"26,261.75"
DFID,DFID,26/03/2011,Technical & Advisory services,Policy and Research Directorate,INSTITUTE OF DEVELOPMENT STUDIES,400151444,"47,285.00"
DFID,DFID,11/03/2011,Technical & Advisory services,West and Southern Africa,KPMG ANGOLA & MOZAMBIQUE,400144104,"44,009.34"
DFID,DFID,14/03/2011,Technical & Advisory services,Policy and Research Directorate,KPMG Development Services,400148136,"53,021.24"
DFID,DFID,01/03/2011,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400145561,"126,959.00"
DFID,DFID,22/03/2011,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400149971,"92,429.00"
DFID,DFID,22/03/2011,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400149971,"162,581.00"
DFID,DFID,23/03/2011,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400150297,"113,166.00"
DFID,DFID,23/03/2011,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400150297,"857,050.00"
DFID,DFID,01/03/2011,Technical & Advisory services,West and Southern Africa,KPMG Inc.,400145480,"31,681.28"
DFID,DFID,14/03/2011,Technical & Advisory services,East and Central Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400148435,"176,056.17"
DFID,DFID,17/03/2011,Technical & Advisory services,West and Southern Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400149046,"28,188.46"
DFID,DFID,28/03/2011,Technical & Advisory services,Policy and Research Directorate,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,400151791,"53,880.97"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400150112,"149,769.19"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400150112,"392,679.03"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400150112,"67,063.00"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400150322,"23,347.09"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400150322,"173,447.55"
DFID,DFID,23/03/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,400150322,"314,306.62"
DFID,DFID,03/03/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF HYGIENE AND TR,400146538,"483,700.70"
DFID,DFID,03/03/2011,Technical & Advisory services,Policy and Research Directorate,LONDON SCHOOL OF HYGIENE AND TR,400146541,"767,282.05"
DFID,DFID,09/03/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400146866,"317,633.00"
DFID,DFID,09/03/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400146866,"513,202.00"
DFID,DFID,21/03/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400150060,"553,812.00"
DFID,DFID,21/03/2011,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400150060,"320,866.00"
DFID,DFID,11/03/2011,Technical & Advisory services,West and Southern Africa,Masdar (UK) Limited,400144619,"93,199.93"
DFID,DFID,18/03/2011,Technical & Advisory services,West and Southern Africa,Masdar (UK) Limited,400149456,"112,217.90"
DFID,DFID,21/03/2011,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400150058,"246,980.74"
DFID,DFID,21/03/2011,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400150097,"152,622.50"
DFID,DFID,28/03/2011,Technical & Advisory services,East and Central Africa,MAXWELL STAMP PLC,400151290,"121,904.78"
DFID,DFID,16/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,"McKinsey & Co, Inc UK",400149090,"237,600.00"
DFID,DFID,23/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,"McKinsey & Co, Inc UK",400150396,"321,950.00"
DFID,DFID,17/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MINES ADVISORY GROUP,400149064,"78,291.00"
DFID,DFID,17/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MINES ADVISORY GROUP,400149065,"79,579.00"
DFID,DFID,17/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MINES ADVISORY GROUP,400149080,"33,231.00"
DFID,DFID,17/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MINES ADVISORY GROUP,400149085,"232,297.00"
DFID,DFID,16/03/2011,Technical & Advisory services,Human Resources Division,MITIE Technical Facilities Management Ltd,400149032,748.27
DFID,DFID,16/03/2011,Technical & Advisory services,Human Resources Division,MITIE Technical Facilities Management Ltd,400149032,439.46
DFID,DFID,08/03/2011,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",MOTT MACDONALD LTD,400147012,"55,450.00"
DFID,DFID,15/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400148446,"81,047.81"
DFID,DFID,16/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400148664,"59,273.98"
DFID,DFID,18/03/2011,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400149351,"53,250.00"
DFID,DFID,02/03/2011,Technical & Advisory services,East and Central Africa,NAO VOTE A/C,400146253,"25,876.00"
DFID,DFID,31/03/2011,Technical & Advisory services,International Finance Division,NATHAN EME LTD,400152411,"37,685.44"
DFID,DFID,31/03/2011,Technical & Advisory services,International Finance Division,NATHAN EME LTD,400152411,"1,165.53"
DFID,DFID,10/03/2011,Technical & Advisory services,East and Central Africa,NATIONAL AUDIT OFFICE,400147542,"50,615.00"
DFID,DFID,15/03/2011,Technical & Advisory services,Communications Division,NATIONAL FOUNDATION FOR EDUCATIONAL RESEARCH,400148458,"99,361.00"
DFID,DFID,11/03/2011,Technical & Advisory services,East and Central Africa,NATIONAL SCHOOL OF GOVERNMENT,400148047,"33,316.06"
DFID,DFID,16/03/2011,Technical & Advisory services,West and Southern Africa,NATIONAL SCHOOL OF GOVERNMENT,400149059,"30,000.00"
DFID,DFID,04/03/2011,Technical & Advisory services,Asia Division,NATURAL RESOURCES INTERN,400146762,"30,140.55"
DFID,DFID,17/03/2011,Technical & Advisory services,Asia Division,NATURAL RESOURCES INTERN,400149282,"52,587.73"
DFID,DFID,31/03/2011,Technical & Advisory services,Human Resources Division,Natwest Government Procurement Card,100037,74.4
DFID,DFID,04/03/2011,Technical & Advisory services,East and Central Africa,NPIA,400146484,"33,439.56"
DFID,DFID,04/03/2011,Technical & Advisory services,East and Central Africa,NPIA,400146485,"40,289.48"
DFID,DFID,04/03/2011,Technical & Advisory services,East and Central Africa,NPIA,400146486,"38,329.25"
DFID,DFID,02/03/2011,Technical & Advisory services,West and Southern Africa,ONE WORLD,400146121,"30,008.00"
DFID,DFID,21/03/2011,Technical & Advisory services,West and Southern Africa,ONE WORLD,400146950,"37,123.00"
DFID,DFID,21/03/2011,Technical & Advisory services,West and Southern Africa,ONE WORLD,400146951,"35,995.00"
DFID,DFID,16/03/2011,Technical & Advisory services,West and Southern Africa,One World Sustainable Investment,400149053,"77,349.05"
DFID,DFID,10/03/2011,Technical & Advisory services,West and Southern Africa,OPTIONS CONSULTANCY SERVICES LIMITED,400147605,"111,489.98"
DFID,DFID,15/03/2011,Technical & Advisory services,West and Southern Africa,OPTIONS CONSULTANCY SERVICES LIMITED,400148438,"138,000.31"
DFID,DFID,16/03/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400148690,"1,196,410.50"
DFID,DFID,16/03/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400148690,"-855,228.00"
DFID,DFID,17/03/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400149324,"52,149.00"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400149327,"73,347.00"
DFID,DFID,17/03/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400149331,"26,460.36"
DFID,DFID,18/03/2011,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400149335,"52,324.58"
