Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount 
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ALTUS GLOBAL ALLIANCE,400123981,"138,982.00"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ALTUS GLOBAL ALLIANCE,400123981,"-7,086.00"
DFID,DFID,15/10/2010,Aid to international organisations,International Relations Division,ASSOCIATION OF COMMONWEALTH UNIVER,400123996,"63,882.78"
DFID,DFID,15/10/2010,Aid to international organisations,International Relations Division,ASSOCIATION OF COMMONWEALTH UNIVER,400123996,"-31,941.39"
DFID,DFID,19/10/2010,Technical & Advisory services,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE,400124021,"180,000.81"
DFID,DFID,18/10/2010,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400124026,"383,849.74"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,Communications Division,DEVELOPMENT EDUCATION ASSOCI,400124029,"79,561.00"
DFID,DFID,18/10/2010,Technical & Advisory services,West and Southern Africa,ONE WORLD,400124031,"54,833.00"
DFID,DFID,18/10/2010,Technical & Advisory services,Asia Division,BRITISH COUNCIL,400124032,"282,757.35"
DFID,DFID,19/10/2010,Technical & Advisory services,Asia Division,CARE INTERNATIONAL,400124036,"31,000.00"
DFID,DFID,19/10/2010,Technical & Advisory services,Asia Division,CARE INTERNATIONAL,400124036,"3,193.00"
DFID,DFID,18/10/2010,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400124047,"3,000,000.00"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,LOUGHBOROUGH UNIVERSITY,400124048,"29,156.42"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400124053,"126,837.49"
DFID,DFID,18/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400124054,"123,465.48"
DFID,DFID,18/10/2010,Technical & Advisory services,International Relations Division,PKF (UK) LLP,400124055,"150,931.21"
DFID,DFID,18/10/2010,Technical & Advisory services,International Relations Division,PRICEWATERHOUSECOOPERS,400124061,"59,214.00"
DFID,DFID,18/10/2010,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400124075,"40,770.00"
DFID,DFID,18/10/2010,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS DEVELOPMENT,400124077,"30,577.00"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400124088,"161,312.96"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,Forum for Social Studies,400124094,"38,934.75"
DFID,DFID,19/10/2010,Technical & Advisory services,West and Southern Africa,ONE WORLD,400124111,"38,092.00"
DFID,DFID,19/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division", Fond Inst Uni Htes Etudes Int(SMALL ARMS SURVEY),400124124,"125,000.00"
DFID,DFID,18/10/2010,Technical & Advisory services,West and Southern Africa,ONE WORLD,400124126,"83,079.00"
DFID,DFID,19/10/2010,Aid to international organisations,International Relations Division,UNAIDS,400124130,"5,000,000.00"
DFID,DFID,18/10/2010,Technical & Advisory services,Asia Division,CAMBRIDGE EDUCATION CONSUL,400124156,"27,303.91"
DFID,DFID,19/10/2010,Technical & Advisory services,Asia Division,SIDBI MUMBAI,400124158,"53,497.25"
DFID,DFID,19/10/2010,Aid to other bilateral donors,West and Southern Africa,UNICEF,400124165,"1,045,874.59"
DFID,DFID,18/10/2010,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400124175,"809,354.51"
DFID,DFID,18/10/2010,Technical & Advisory services,Asia Division,MOTT MACDONALD INTERNATIONAL,400124198,"31,990.28"
DFID,DFID,19/10/2010,Aid to international organisations,International Relations Division,WORLD HEALTH ORGANISATION (WHO),400124206,"6,250,000.00"
DFID,DFID,18/10/2010,Technical & Advisory services,Policy and Research Directorate,WRENmedia,400124207,"24,981.57"
DFID,DFID,18/10/2010,Technical & Advisory services,West and Southern Africa,EFFECTIVE DEVELOPMENT GROUP (EDG),400124210,"90,760.52"
DFID,DFID,19/10/2010,Aid to international organisations,Policy and Research Directorate,UNESCO GBP Account,400124211,"113,000.00"
DFID,DFID,18/10/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400124212,"185,791.76"
DFID,DFID,18/10/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400124213,"96,642.90"
DFID,DFID,18/10/2010,Research & Development,Policy and Research Directorate,UNIVERSITY OF BIRMINGHAM,400124251,"181,434.78"
DFID,DFID,18/10/2010,Research & Development,Policy and Research Directorate,THE UNIVERSITY OF MANCHESTER,400124253,"267,251.72"
DFID,DFID,20/10/2010,Aid to international organisations,Policy and Research Directorate,Institute for OneWorld Health,400124293,"400,000.00"
DFID,DFID,20/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,SAVE THE CHILDREN,400124308,"1,635,000.00"
DFID,DFID,19/10/2010,Technical & Advisory services,Asia Division,CARE INTERNATIONAL,400124383,"126,835.00"
DFID,DFID,20/10/2010,Aid to civil society organisations / NGOs,West and Southern Africa,FinMark  TRUST,400124403,"688,868.62"
DFID,DFID,20/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,OVERSEAS DEVELOPMENT INSTITUTE,400124406,"47,043.82"
DFID,DFID,20/10/2010,Aid to civil society organisations / NGOs,West and Southern Africa,The Research Institute of the McGill University Health Centre,400124412,"155,534.18"
DFID,DFID,19/10/2010,Technical & Advisory services,International Relations Division,OXFORD POLICY MANAGEMENT,400124421,"123,783.67"
DFID,DFID,20/10/2010,Aid to civil society organisations / NGOs,Asia Division,Manusher Jonno Foundation,400124439,"850,000.00"
DFID,DFID,20/10/2010,Technical & Advisory services,Asia Division,EMERGING MARKETS GROUP,400124591,"51,905.44"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,NATURAL RESOURCES INSTITUTE,400124603,"51,942.81"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,NATURAL RESOURCES INSTITUTE,400124603,-0.3
DFID,DFID,21/10/2010,Aid to international organisations,East and Central Africa,UNFPA,400124606,"92,667.00"
DFID,DFID,20/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400124611,"41,051.40"
DFID,DFID,20/10/2010,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,THE CROWN AGENTS,400124613,"599,456.07"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",PEOPLE IN AID LTD,400124619,"140,000.00"
DFID,DFID,20/10/2010,Technical & Advisory services,Asia Division,HTSPE LTD,400124622,"30,879.15"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,Ifakara Health Institute,400124644,"910,640.65"
DFID,DFID,21/10/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD (HSBC)  C/O THE WORLD BANK,400124659,"140,000.00"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,FOUNDATION FOR CIVIL SOCIETY,400124667,"178,884.94"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT,400124670,"53,960.00"
DFID,DFID,20/10/2010,Technical & Advisory services,Asia Division,HTSPE LTD,400124673,"43,724.00"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,INASP,400124681,"123,684.21"
DFID,DFID,20/10/2010,Technical & Advisory services,Asia Division,CAMBRIDGE EDUCATION LTD,400124695,"222,062.68"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,West and Southern Africa,IIED,400124698,"25,821.87"
DFID,DFID,21/10/2010,Aid to international organisations,Policy and Research Directorate,Global Development Network,400124703,"140,000.00"
DFID,DFID,20/10/2010,Research & Development,Policy and Research Directorate,UNIVERSITY OF LONDON INSTIT,400124707,"27,612.50"
DFID,DFID,21/10/2010,Aid to international organisations,Asia Division,UNDP Contribution Account (Nepal),400124710,"193,129.00"
DFID,DFID,21/10/2010,Aid to other bilateral donors,International Relations Division,Swedish International Development Cooperation Agency (SIDA),400124712,"54,991.00"
DFID,DFID,20/10/2010,Technical & Advisory services,Policy and Research Directorate,KPMG Development Services,400124713,"31,077.97"
DFID,DFID,21/10/2010,Technical & Advisory services,East and Central Africa,COFFEY INTERNATIONAL DEVELOPMENT LTD,400124714,"25,206.10"
DFID,DFID,20/10/2010,Technical & Advisory services,Policy and Research Directorate,KPMG Development Services,400124716,"51,298.44"
DFID,DFID,20/10/2010,Technical & Advisory services,Policy and Research Directorate,KPMG Development Services,400124717,"40,918.83"
DFID,DFID,20/10/2010,Technical & Advisory services,East and Central Africa,MAXWELL STAMP PLC,400124732,"123,628.59"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,WWF-UK,400124739,"872,500.00"
DFID,DFID,22/10/2010,Aid to civil society organisations / NGOs,Communications Division,MALARIA NO MORE UK,400124797,"76,385.00"
DFID,DFID,20/10/2010,Research & Development,Policy and Research Directorate,NRI LTD.,400124804,"502,172.95"
DFID,DFID,20/10/2010,Research & Development,Policy and Research Directorate,NRI LTD.,400124806,"25,000.00"
DFID,DFID,20/10/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400124819,"144,772.00"
DFID,DFID,20/10/2010,Technical & Advisory services,International Relations Division,PUBLIC ADMINISTRATION INTERN,400124830,"48,766.83"
DFID,DFID,21/10/2010,Research & Development,Policy and Research Directorate,LONDON SCHOOL OF HYGIENE AND TR,400124848,"207,565.24"
DFID,DFID,22/10/2010,Aid to civil society organisations / NGOs,West and Southern Africa,School for Life,400124849,"72,257.38"
DFID,DFID,22/10/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC),400124862,"5,000,000.00"
DFID,DFID,22/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,KPMG DEVELOPMENT SERVICE,400124880,"2,996,269.51"
DFID,DFID,21/10/2010,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400124891,"93,630.34"
DFID,DFID,21/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400124891,"2,808.91"
DFID,DFID,21/10/2010,Technical & Advisory services,Policy and Research Directorate,CAB INTERNATIONAL,400124916,"39,094.75"
DFID,DFID,21/10/2010,Aid to civil society organisations / NGOs,Communications Division,COMMONWEALTH BROADCASTING ASSOCIATIO,400124918,"149,101.18"
DFID,DFID,21/10/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400124925,"1,816,569.00"
DFID,DFID,21/10/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400124927,"209,747.78"
DFID,DFID,21/10/2010,Technical & Advisory services,West and Southern Africa,TRIBAL HELM CORPORATION LTD,400124936,"55,383.97"
DFID,DFID,25/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",CONCERN WORLDWIDE,400125030,"93,019.00"
DFID,DFID,18/10/2010,Accomodation costs,West and Southern Africa,British  High Commission Abuja,400125083,"54,398.63"
DFID,DFID,25/10/2010,Technical & Advisory services,West and Southern Africa,HLSP LIMITED,400125090,"32,888.09"
DFID,DFID,25/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",HSRG School for International Studies,400125102,"114,063.03"
DFID,DFID,22/10/2010,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400125113,"67,639.27"
DFID,DFID,22/10/2010,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400125115,"133,729.91"
DFID,DFID,22/10/2010,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400125116,"58,411.99"
DFID,DFID,25/10/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400125121,"6,750,000.00"
DFID,DFID,25/10/2010,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400125124,"1,290,000.00"
DFID,DFID,25/10/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",UNDP CONTRIBUTIONS GBP,400125134,"300,000.00"
DFID,DFID,25/10/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD HSBC T,400125140,"4,400,000.00"
DFID,DFID,22/10/2010,Accomodation costs,Human Resources Division,ROK CONSTRUCTION,400125144,"34,107.85"
DFID,DFID,22/10/2010,Accomodation costs,Human Resources Division,ROK CONSTRUCTION,400125144,"4,804.59"
DFID,DFID,22/10/2010,Accomodation costs,Human Resources Division,ROK CONSTRUCTION,400125144,503.1
DFID,DFID,25/10/2010,Technical & Advisory services,Communications Division,CHRISTIAN AID,400125149,"340,910.32"
DFID,DFID,25/10/2010,Technical & Advisory services,Communications Division,CHRISTIAN AID,400125149,"20,821.33"
DFID,DFID,25/10/2010,Aid to international organisations,International Relations Division,UNDP CONTRIBUTIONS GBP,400125152,"27,500,000.00"
DFID,DFID,25/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400125154,"97,260.97"
DFID,DFID,25/10/2010,Aid to international organisations,Policy and Research Directorate,The Foundation for Innovative Diagnostics (FIND),400125155,"500,000.00"
DFID,DFID,25/10/2010,Aid to civil society organisations / NGOs,Asia Division,BRAC,400125161,"5,000,000.00"
DFID,DFID,25/10/2010,Technical & Advisory services,Western Asia and Stabilisation Division,HLSP LIMITED,400125168,"60,481.54"
DFID,DFID,25/10/2010,Research & Development,Policy and Research Directorate,INSTITUTE OF DEV  STUDIES UNIVER,400125169,"165,941.00"
DFID,DFID,25/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,THE CO-OPERATIVE COLLEGE,400125170,"46,370.88"
DFID,DFID,25/10/2010,Research & Development,Policy and Research Directorate,Institute of Development Studies.,400125172,"47,170.44"
DFID,DFID,25/10/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400125173,"40,934.00"
DFID,DFID,25/10/2010,Aid to civil society organisations / NGOs,Asia Division,BRAC,400125176,"500,000.00"
DFID,DFID,25/10/2010,Technical & Advisory services,Communications Division,TRIPLE LINE CONSULTING LTD,400125177,"30,470.00"
DFID,DFID,25/10/2010,Consultancy Services,Communications Division,TRIPLE LINE CONSULTING LTD,400125177,667.75
DFID,DFID,25/10/2010,Aid to international organisations,Asia Division,IBRD HSBC T,400125180,"1,618,130.00"
DFID,DFID,22/10/2010,"Property Repairs, Maintenance & Alterations",East and Central Africa,DMS AFRICA,400125181,"256,593.49"
DFID,DFID,22/10/2010,Technical & Advisory services,West and Southern Africa,KPMG ANGOLA & MOZAMBIQUE,400125185,"32,905.00"
DFID,DFID,22/10/2010,Technical & Advisory services,West and Southern Africa,KPMG ANGOLA & MOZAMBIQUE,400125185,"15,669.41"
DFID,DFID,22/10/2010,Research & Development,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400125186,"366,846.72"
DFID,DFID,26/10/2010,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TCI Government,400125266,"3,333,000.00"
DFID,DFID,22/10/2010,Technical & Advisory services,International Relations Division,OXFORD POLICY MANAGEMENT,400125270,"83,297.39"
DFID,DFID,25/10/2010,Research & Development,Policy and Research Directorate,LONDON SCHOOL OF HYGIENE AND TR,400125304,"100,748.22"
DFID,DFID,26/10/2010,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400125310,"1,000,000.00"
DFID,DFID,26/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,400125358,"295,241.35"
DFID,DFID,26/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,INSTITUTE OF DEV  STUDIES UNIVER,400125360,"651,884.00"
DFID,DFID,25/10/2010,Research & Development,Policy and Research Directorate,Practical Action (GBP),400125373,"59,339.16"
DFID,DFID,26/10/2010,Aid to international organisations,West and Southern Africa,International Monetary Fund (GBP),400125375,"226,948.00"
DFID,DFID,25/10/2010,Research & Development,Policy and Research Directorate,Practical Action (GBP),400125379,"51,022.73"
DFID,DFID,26/10/2010,Aid to international organisations,International Relations Division,UNFPA,400125383,"10,000,000.00"
DFID,DFID,26/10/2010,Technical & Advisory services,West and Southern Africa,OPTIONS CONSULTANCY SERVICES LIMITED,400125399,"101,532.17"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,GVEP INTERNATIONAL LTD,400125455,"162,073.00"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",VSO,400125463,"36,600.00"
DFID,DFID,26/10/2010,Technical & Advisory services,Asia Division,CONSTELLA FUTURES,400125502,"62,700.47"
DFID,DFID,26/10/2010,Research & Development,Policy and Research Directorate,INSTITUTE OF DEV  STUDIES UNIVER,400125517,"105,535.00"
DFID,DFID,26/10/2010,Accomodation costs,Human Resources Division,LLOYDS TSB LEASING LTD,400125531,"2,181,603.74"
DFID,DFID,27/10/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",UN RELIEF AND WORKS AGENCY,400125551,"8,000,000.00"
DFID,DFID,26/10/2010,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400125570,"202,407.48"
DFID,DFID,26/10/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400125576,"75,946.00"
DFID,DFID,26/10/2010,"Property Repairs, Maintenance & Alterations",Human Resources Division,PLANNED MAINTENANCE ENGINEERING LTD,400125577,"63,504.60"
DFID,DFID,26/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400125590,"40,261.50"
DFID,DFID,27/10/2010,Aid to international organisations,West and Southern Africa, UNICEF,400125593,"500,000.00"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,Communications Division,VSO,400125601,"129,943.00"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ACTIONAID UK,400125623,"235,300.45"
DFID,DFID,26/10/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400125626,"4,437,718.48"
DFID,DFID,26/10/2010,Technical & Advisory services,Policy and Research Directorate,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,400125627,"39,684.10"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,ASSESSMENT & EVALUATION COMMISSION,400125644,"360,000.00"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,Finance and Corporate Performance Division,CMI MICHELSEN INSTITUTE,400125656,"33,334.00"
DFID,DFID,26/10/2010,Research & Development,Policy and Research Directorate,TRL LTD,400125668,"34,500.00"
DFID,DFID,26/10/2010,Technical & Advisory services,West and Southern Africa,CHEMONICS,400125676,"330,594.42"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,West and Southern Africa,LONDON SCHOOL OF HYGIENE AND TR,400125678,"40,323.63"
DFID,DFID,26/10/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400125680,"1,841,381.21"
DFID,DFID,27/10/2010,Aid to international organisations,East and Central Africa,Registered Trustees of the Financial Sector Deepening Trust,400125683,"1,000,000.00"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,The Centre for Humanitarian Dialogue,400125693,"38,728.00"
DFID,DFID,26/10/2010,Technical & Advisory services,Asia Division,UNIVERSITY OF WOLVERHAMPTON,400125695,"136,460.15"
DFID,DFID,27/10/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Nature Conservation Research Centre,400125701,"211,109.63"
DFID,DFID,27/10/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD HSBC T,400125702,"13,000,000.00"
DFID,DFID,27/10/2010,Aid to international organisations,Asia Division,UNOPS,400125704,"2,500,000.00"
DFID,DFID,28/10/2010,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400125769,"2,100,000.00"
DFID,DFID,28/10/2010,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS GBP,400125769,"1,400,000.00"
DFID,DFID,28/10/2010,Technical & Advisory services,East and Central Africa,TRADEMARK EAST AFRICA,400125807,"3,000,000.00"
DFID,DFID,28/10/2010,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS PRIVATE LIMIT,400125820,"35,376.86"
DFID,DFID,28/10/2010,Technical & Advisory services,Asia Division,PRICEWATERHOUSECOOPERS PRIVATE LIMIT,400125821,"35,376.86"
DFID,DFID,27/10/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ADAM SMITH INTERNATIONAL  LTD,400125822,"142,817.84"
DFID,DFID,27/10/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400125834,"-183,194.60"
DFID,DFID,27/10/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400125834,"183,194.60"
DFID,DFID,27/10/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400125834,"46,801.16"
DFID,DFID,27/10/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400125834,"-548,874.50"
DFID,DFID,27/10/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400125834,"548,874.50"
DFID,DFID,27/10/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400125839,"170,610.55"
DFID,DFID,28/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,Centre for Governance & Development,400125847,"53,072.48"
DFID,DFID,28/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,Centre for Governance & Development,400125847,"210,790.54"
DFID,DFID,27/10/2010,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400125879,"147,170.43"
DFID,DFID,27/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400125879,"4,267.94"
DFID,DFID,28/10/2010,Aid to civil society organisations / NGOs,Asia Division,Helvetas Nepal,400125882,"435,913.94"
DFID,DFID,27/10/2010,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400125897,"231,761.32"
DFID,DFID,27/10/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400125897,"7,485.89"
DFID,DFID,27/10/2010,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400125901,"642,749.00"
DFID,DFID,28/10/2010,Aid to international organisations,Policy and Research Directorate,Programme for Appropriate Technology in Health,400125936,"1,000,000.00"
DFID,DFID,28/10/2010,Aid to international organisations,Asia Division,IBRD HSBC T,400125937,"33,952.00"
DFID,DFID,28/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,OXFAM INSTITUTIONAL INCOME ACCOUNT,400125947,"54,063.00"
DFID,DFID,29/10/2010,Aid to international organisations,West and Southern Africa, UNICEF,400126003,"4,875,000.00"
DFID,DFID,29/10/2010,Aid to civil society organisations / NGOs,East and Central Africa,Ethiopian Economic Association,400126012,"34,927.65"
DFID,DFID,27/10/2010,Hardware,East and Central Africa,Services & Computer Industries (U) Limited,400126017,"21,413.99"
DFID,DFID,27/10/2010,Hardware,East and Central Africa,Services & Computer Industries (U) Limited,400126017,"23,198.49"
DFID,DFID,28/10/2010,Technical & Advisory services,Policy and Research Directorate,EMERGING MARKETS GROUP,400126029,"227,013.85"
DFID,DFID,28/10/2010,Technical & Advisory services,West and Southern Africa,ABT ASSOCIATES INC,400126031,"1,494,558.94"
DFID,DFID,28/10/2010,Technical & Advisory services,Policy and Research Directorate,AFRICAN CENTRE FOR TECHNOLOGY STUDIES,400126032,"372,536.00"
DFID,DFID,28/10/2010,Technical & Advisory services,Policy and Research Directorate,AFRICAN CENTRE FOR TECHNOLOGY STUDIES,400126032,"-206,841.00"
DFID,DFID,28/10/2010,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400126036,"187,782.52"
DFID,DFID,28/10/2010,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400126037,"899,969.48"
DFID,DFID,28/10/2010,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400126037,"-49,362.30"
DFID,DFID,28/10/2010,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400126037,"111,855.03"
DFID,DFID,28/10/2010,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400126037,"-111,855.03"
DFID,DFID,29/10/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OFFICE /COORDINATION OF HUMANITARIAN,400126039,"7,000,000.00"
DFID,DFID,28/10/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ALLNATIVE  SERVICES,400126040,"49,989.57"
DFID,DFID,28/10/2010,Hardware,Business Solutions Division Level,ASPEN  SOLUTIONS LTD,400126041,"31,200.00"
DFID,DFID,29/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Institute of Development Studies.,400126044,"108,085.00"
DFID,DFID,29/10/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,AATF,400126050,"519,262.68"
DFID,DFID,29/10/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Inter-American Development Bank (TSTF),400126069,"303,000.00"
DFID,DFID,28/10/2010,Technical & Advisory services,Policy and Research Directorate,BRITISH COUNCIL,400126071,"58,817.17"
DFID,DFID,28/10/2010,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400126090,"42,921.61"
DFID,DFID,28/10/2010,Aid to partner government,International Relations Division,THE CROWN AGENTS,400126091,"600,000.00"
DFID,DFID,28/10/2010,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400126093,"64,779.52"
DFID,DFID,28/10/2010,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400126096,"31,271.64"
DFID,DFID,28/10/2010,Research & Development,Policy and Research Directorate,INSTITUTE OF DEV  STUDIES UNIVER,400126100,"32,148.00"
DFID,DFID,28/10/2010,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,MINISTRY OF DEFENCE,400126106,"3,141.75"
DFID,DFID,28/10/2010,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,MINISTRY OF DEFENCE,400126106,"8,996.91"
DFID,DFID,28/10/2010,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,MINISTRY OF DEFENCE,400126106,"4,541.19"
DFID,DFID,28/10/2010,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,MINISTRY OF DEFENCE,400126106,"6,190.14"
DFID,DFID,28/10/2010,Staff Business Travel and Subsistence,Western Asia and Stabilisation Division,MINISTRY OF DEFENCE,400126106,"2,035.19"
DFID,DFID,28/10/2010,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400126110,"150,862.61"
