Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
Month,,01.06.2010 to 30.06.2010,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,242001,55829.29
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,242005,96812.36
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,242009,66215.12
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,242013,72544.5
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,LEICESTER DIOCESAN BOARD OF EDUCATION,242023,34855.36
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,242029,28657.03
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE OF MIDDLESBROUGH - CENTRAL FUND,242031,57600
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,242033,158158.99
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF LORETO GRAMMAR SCHOOL,242041,213912.26
DfE,PfS,16/06/2010,Capital Grant,Schools Capital and Revenue Grants,ST THOMAS MORE HIGH SCHOOL,242059,92719.53
DfE,PfS,22/06/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,242163,55179.69
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,LINCOLN DIOCESEN TRUSTESS BOARD OF FINANCE LTD,242214,81582.39
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,242216,68427.05
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,242218,25800.25
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,242224,33905.73
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,242230,59423.01
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,242232,97083.55
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,242236,167727.73
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,SCHOOL PROJECT ACCOUNT (APS) 7,242242,149430.71
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST MARKS WEST ESSEX SCHOOL,242244,75064.53
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,HOLY CROSS GOVERNORS FUND,242246,44601.1
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,ILFORD URSULINE HIGH SCHOOL TRUST FUND,242248,113597.28
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,242256,39943.54
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,HENRIETTA BARNETT SCHOOL TRUST DEPOSIT ACCOUNT,242260,320617.69
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,SACRED HEART ROMAN CATHOLIC SCHOOL,242264,40893.42
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,ST BERNARD'S CHURCH HIGH SCHOOL,242268,231279.4
DfE,PfS,22/06/2010,Capital Grant,Schools Capital and Revenue Grants,ISLAMIA PRIMARY SCHOOL,242272,136194.17
DfE,PfS,24/06/2010,Office Lease Costs,Corporate Overheads,DEPARTMENT OF HEALTH,242711,160093.75
DfE,PfS,24/06/2010,Contracted Staff,Director of Corporate Resources,SHARE IDEAS,242721,36425
DfE,PfS,24/06/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,ST THOMAS NORE CATHOLIC BIRMINGHAM DIOCESE ACCOUNT,242825,76980.68
DfE,PfS,24/06/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,JEWISH FREE SCHOOL - UNITARY CHARGE ACCOUNT,242827,220917.08
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,242977,44662.67
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,242983,44519.18
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON ST PETERS AND MERROW GRANGE SCHOOL,242989,50002.96
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,242991,109308.5
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),242995,41049.97
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,HENRIETTA BARNETT SCHOOL TRUST DEPOSIT ACCOUNT,243003,68149.06
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,ST EDMUND CAMPION CHURCH PRIMARY,243005,58313.7
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,243007,98032.05
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,COVENTRY DIOCESAN BOARD OF EDUCATION,243009,69078.6
DfE,PfS,24/06/2010,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,243011,78623.96
DfE,PfS,28/06/2010,Capital Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,243021,527514.89
DfE,PfS,28/06/2010,Capital Grant,Schools Capital and Revenue Grants,CITY OF WESTERMINSTER,243025,450000
DfE,PfS,28/06/2010,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,243027,145000
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,243139,84724.26
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,243143,43253.36
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,243151,31521.2
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,243153,25435.17
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,243155,84139.83
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,243157,104418.65
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,ST GEORGES SCHOOL (HARPENDEN) LTD,243161,48021.08
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,OLD SWINFORD HOSPITAL EDUCATION ACCOUNT,243165,199921.59
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,243167,33565.44
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,243169,25127.4
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,243179,54252.83
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED - ST SWITHUN'S SCHOOL SMALL PROJECTS,243181,25793.96
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,243183,83342.07
DfE,PfS,29/06/2010,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,243185,90533.86
DfE,PfS,08/06/2010,Printing & Photocopying,Corporate Overheads,THE TRAINLINE,255505,560.04
DfE,PfS,08/06/2010,Rail and Tube Costs,Approvals Director,THE TRAINLINE,255505,-7.48
DfE,PfS,08/06/2010,Rail and Tube Costs,Assets Team,THE TRAINLINE,255505,115.94
DfE,PfS,08/06/2010,Rail and Tube Costs,BSFI,THE TRAINLINE,255505,628.43
DfE,PfS,08/06/2010,Rail and Tube Costs,Central & West Director,THE TRAINLINE,255505,982.01
DfE,PfS,08/06/2010,Rail and Tube Costs,Chief Executive,THE TRAINLINE,255505,23.15
DfE,PfS,08/06/2010,Rail and Tube Costs,Co-location Programme Team,THE TRAINLINE,255505,105.57
DfE,PfS,08/06/2010,Rail and Tube Costs,Design Management,THE TRAINLINE,255505,723.86
DfE,PfS,08/06/2010,Rail and Tube Costs,Director Academies,THE TRAINLINE,255505,2311.91
DfE,PfS,08/06/2010,Rail and Tube Costs,Director Commercial Team,THE TRAINLINE,255505,1216.85
DfE,PfS,08/06/2010,Rail and Tube Costs,Director Communications,THE TRAINLINE,255505,216.44
DfE,PfS,08/06/2010,Rail and Tube Costs,Education Arts & Culture,THE TRAINLINE,255505,13.54
DfE,PfS,08/06/2010,Rail and Tube Costs,Education ICT Strategic Director,THE TRAINLINE,255505,1838.55
DfE,PfS,08/06/2010,Rail and Tube Costs,Education PE & Sports,THE TRAINLINE,255505,630.37
DfE,PfS,08/06/2010,Rail and Tube Costs,Education Strategic Director,THE TRAINLINE,255505,1129.9
DfE,PfS,08/06/2010,Rail and Tube Costs,Finance,THE TRAINLINE,255505,752.1
DfE,PfS,08/06/2010,Rail and Tube Costs,Information Systems,THE TRAINLINE,255505,-9.09
DfE,PfS,08/06/2010,Rail and Tube Costs,North Director,THE TRAINLINE,255505,857.17
DfE,PfS,08/06/2010,Rail and Tube Costs,Planning & Approvals,THE TRAINLINE,255505,74.24
DfE,PfS,08/06/2010,Rail and Tube Costs,South Director,THE TRAINLINE,255505,373.84
DfE,PfS,08/06/2010,Rail and Tube Costs,Strategic Director,THE TRAINLINE,255505,1624.25
DfE,PfS,08/06/2010,Rail and Tube Costs,Academies Programme Management,THE TRAINLINE,255505,5518.84
DfE,PfS,08/06/2010,Rail and Tube Costs,Approvals Director,THE TRAINLINE,255505,-4.84
DfE,PfS,08/06/2010,Rail and Tube Costs,Assets Team,THE TRAINLINE,255505,475.13
DfE,PfS,08/06/2010,Rail and Tube Costs,BSFI,THE TRAINLINE,255505,1963.62
DfE,PfS,08/06/2010,Rail and Tube Costs,Central & West Director,THE TRAINLINE,255505,2541.01
DfE,PfS,08/06/2010,Rail and Tube Costs,Chief Executives Office,THE TRAINLINE,255505,8.65
DfE,PfS,08/06/2010,Rail and Tube Costs,Co-location Programme Team,THE TRAINLINE,255505,342.6
DfE,PfS,08/06/2010,Rail and Tube Costs,Design Management,THE TRAINLINE,255505,889.7
DfE,PfS,08/06/2010,Rail and Tube Costs,Director Academies,THE TRAINLINE,255505,1530.81
DfE,PfS,08/06/2010,Rail and Tube Costs,Director Commercial Team,THE TRAINLINE,255505,3076.07
DfE,PfS,08/06/2010,Rail and Tube Costs,Director Communications,THE TRAINLINE,255505,517.9
DfE,PfS,08/06/2010,Rail and Tube Costs,Director Education & Planning,THE TRAINLINE,255505,-32.06
DfE,PfS,08/06/2010,Rail and Tube Costs,Education Arts & Culture,THE TRAINLINE,255505,41.2
DfE,PfS,08/06/2010,Rail and Tube Costs,Education ICT Strategic Director,THE TRAINLINE,255505,4808.49
DfE,PfS,08/06/2010,Rail and Tube Costs,Education PE & Sports,THE TRAINLINE,255505,1402.74
DfE,PfS,08/06/2010,Rail and Tube Costs,Education Strategic Director,THE TRAINLINE,255505,3054.96
DfE,PfS,08/06/2010,Rail and Tube Costs,Finance,THE TRAINLINE,255505,940.43
DfE,PfS,08/06/2010,Rail and Tube Costs,Human Resources,THE TRAINLINE,255505,26.73
DfE,PfS,08/06/2010,Rail and Tube Costs,Information Systems,THE TRAINLINE,255505,49.25
DfE,PfS,08/06/2010,Rail and Tube Costs,North Director,THE TRAINLINE,255505,3305.97
DfE,PfS,08/06/2010,Rail and Tube Costs,One Conversation Team,THE TRAINLINE,255505,127.25
DfE,PfS,08/06/2010,Rail and Tube Costs,Planning & Approvals,THE TRAINLINE,255505,26.42
DfE,PfS,08/06/2010,Rail and Tube Costs,Primary Capital Programme Team,THE TRAINLINE,255505,332.96
DfE,PfS,08/06/2010,Rail and Tube Costs,Programme Management Office,THE TRAINLINE,255505,13.07
DfE,PfS,08/06/2010,Rail and Tube Costs,South Director,THE TRAINLINE,255505,562.65
DfE,PfS,08/06/2010,Rail and Tube Costs,Strategic Director,THE TRAINLINE,255505,4024.82
DfE,PfS,08/06/2010,Rail and Tube Costs,VA Team,THE TRAINLINE,255505,35.94
