Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
01/10/2016,7759463,-68580.78,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
05/10/2016,7928545,-82684.04,ALBANY ASSOCIATES,Programme Spend (Oracle Projects Control Account)
05/10/2016,7928513,-91436.95,ALBANY ASSOCIATES,Programme Spend (Oracle Projects Control Account)
05/10/2016,7928550,-94858.69,ALBANY ASSOCIATES,Programme Spend (Oracle Projects Control Account)
05/10/2016,7928503,-120575.93,ALBANY ASSOCIATES,Programme Spend (Oracle Projects Control Account)
17/10/2016,8047570,-134818.5,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
03/10/2016,7908425,-249000,INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
14/10/2016,8028465,-2222698.55,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
14/10/2016,8028470,-4797202.07,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
19/10/2016,8084491,33489.54,WCD GROUP LLC,Property Maintenance Overseas Residential
27/10/2016,8186472,29479.25,DMS AFRICA,Property Maintenance Overseas Residential
17/10/2016,8058457,322942.53,EUROPEAN BANKING AUTHORITY,Protocol - General VAT Refunds to Other Organisations
17/10/2016,8057482,251751.51,EUROPEAN CENTRE FOR MEDIUM,Protocol - General VAT Refunds to Other Organisations
13/10/2016,8028431,244275.43,INTERNATIONAL MARITIME ORGANIZATION,Protocol - General VAT Refunds to Other Organisations
12/10/2016,8013481,219449.48,EUROPEAN CENTRE FOR MEDIUM,Protocol - General VAT Refunds to Other Organisations
17/10/2016,8057476,165646.96,EUROPEAN BANKING AUTHORITY,Protocol - General VAT Refunds to Other Organisations
17/10/2016,8057478,83400,INTERNATIONAL COFFEE ORGANIZATION,Protocol - General VAT Refunds to Other Organisations
13/10/2016,8027765,62530.52,IBRD IMPREST FUND A/C X,Protocol - General VAT Refunds to Other Organisations
13/10/2016,8027741,46460.05,EUROPEAN PARLIAMENT,Protocol - General VAT Refunds to Other Organisations
12/10/2016,8013462,33477.09,UNITED NATIONS,Protocol - General VAT Refunds to Other Organisations
17/10/2016,8058466,30217.71,NORTH EAST ATLANTIC FISHERIES COMMN,Protocol - General VAT Refunds to Other Organisations
31/10/2016,8221425,588346,CITY OF WESTMINSTER,Rates Taxes Non-Residential
31/10/2016,8220445,135184,MILTON KEYNES COUNCIL,Rates Taxes Non-Residential
31/10/2016,8221428,39034,CITY OF WESTMINSTER,Rates Taxes Non-Residential
17/10/2016,8047572,83574.37,UNOPS,Recharge Suspense Account (Oracle PA Control Account)
27/10/2016,8179822,77518.78,CRIMINAL JUSTICE TASK FORCE - CJTF,Recharge Suspense Account (Oracle PA Control Account)
05/10/2016,7928636,76890.21,CRIMINAL JUSTICE TASK FORCE - CJTF,Recharge Suspense Account (Oracle PA Control Account)
03/10/2016,7905531,71458.27,BIRZEIT UNIVERSITY,Recharge Suspense Account (Oracle PA Control Account)
06/10/2016,7943516,52026.91,BRITISH COUNCIL,Recharge Suspense Account (Oracle PA Control Account)
11/10/2016,7999533,51600,SONIC COMMUNICATIONS (INTERNATIONAL) LTD,Recharge Suspense Account (Oracle PA Control Account)
07/10/2016,7969459,50000,NATIONAL CRIME AGENCY KINGSTON,Recharge Suspense Account (Oracle PA Control Account)
31/10/2016,8219426,42715.77,BIGA PROJECTS LTD,Recharge Suspense Account (Oracle PA Control Account)
20/10/2016,8106586,41844.17,REGIONAL SECURITY SYSTEM,Recharge Suspense Account (Oracle PA Control Account)
01/10/2016,5660895,41223.77,CARAT,Recharge Suspense Account (Oracle PA Control Account)
14/10/2016,8033622,40397.51,COMMONWEALTH WAR GRAVES COMMISSION,Recharge Suspense Account (Oracle PA Control Account)
20/10/2016,8096453,32558.78,COLUMBUS TRAVELS AND TOURS LTD,Recharge Suspense Account (Oracle PA Control Account)
12/10/2016,8008909,29425.11,BMATT,Recharge Suspense Account (Oracle PA Control Account)
26/10/2016,8160494,28221.24,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,Recharge Suspense Account (Oracle PA Control Account)
05/10/2016,7929439,-36525.74,NZW OTHER DEBTORS,Rent and Service Charges
18/10/2016,8070818,203893.54,RENCO,Rental Payments - non residential
26/10/2016,8176427,177154.19,TORRE ESPACIO CASTELLANA SAU,Rental Payments - non residential
17/10/2016,8047636,169669.55,EMBASSY OF BULGARIA,Rental Payments - non residential
11/10/2016,7992516,150000,CROWN ESTATE COMMIS CASH A C,Rental Payments - non residential
17/10/2016,8053425,123010.42,NATIONAL HOTEL COMPLEX,Rental Payments - non residential
17/10/2016,8047578,72109.56,THE EGYPTIAN CONSULATE GENERAL IN LONDON,Rental Payments - non residential
05/10/2016,7929688,57100.75,FI FASTEIGNAFELAG SLHF,Rental Payments - non residential
10/10/2016,7980470,54121.32,CENTER FOR CITY MOBILITY LTD,Rental Payments - non residential
18/10/2016,8070863,50401.52,JAT CONSTROI,Rental Payments - non residential
05/10/2016,7928574,46497.9,ZAVOD ZA VODOPRIVREDU DD SARAJEVO,Rental Payments - non residential
05/10/2016,7928515,39267.02,GRAN LONKO COMERCIAL,Rental Payments - non residential
11/10/2016,7993810,37465.19,DIPSERVICE,Rental Payments - non residential
18/10/2016,8069491,35537,NATO OFFICE OF FINANCIAL CONTROL,Rental Payments - non residential
28/10/2016,8213510,26434.58,ADMINISTRADORA WARACHE CA,Rental Payments - non residential
19/10/2016,8081443,138586.42,EMIRATES INTERNATIONAL PROPERTY SERVICES,Rental Payments - residential
05/10/2016,7929566,120585.25,CROWN ESTATE COMMIS CASH A C,Rental Payments - residential
12/10/2016,8013483,41920.13,HOLDING IMMOBILIARE PALLAVICINI SPA,Rental Payments - residential
20/10/2016,8101460,28082.37,UNION REAL ESTATE,Rental Payments - residential
04/10/2016,7924436,25408.07,PROYECTOS MCR CA,Rental Payments - residential
21/10/2016,8116441,53166.89,KOIZA INTERNATIONAL LTD,Repair and maintenance of furniture and fittings
28/10/2016,8213478,87014.27,BARTON ENGINEERING AND EXPORT,Repairs And Refurbishment: Works Residential
05/10/2016,7929636,249077.12,MORSON HUMAN RESOURCES LTD,Residential Property Services
03/10/2016,7908454,46667,FCO SERVICES,Residential Property Services
07/10/2016,7956578,279720,FCO SERVICES,Security: Works Non-Residential
07/10/2016,7956585,191700,FCO SERVICES,Security: Works Non-Residential
27/10/2016,8186431,40900.5,FCO SERVICES,Security: Works Non-Residential
11/10/2016,7993666,58197.45,S MACNEILLIE & SON LTD,Security: Works Residential
11/10/2016,7993693,58197.45,S MACNEILLIE & SON LTD,Security: Works Residential
06/10/2016,7935452,169692,GLASGOWS LTD,Selling into Wider Markets
24/10/2016,8131708,56501.84,GLASGOWS LTD,Selling into Wider Markets
06/10/2016,7947440,-32349.65,FRP OTHER DEBTORS,Selling into Wider Markets
07/10/2016,7957485,1505004,FCO SERVICES,Specialist Contractors
10/10/2016,7985482,79991.63,COMPUTACENTER UK LTD,Specialist Contractors
21/10/2016,8115424,54097.46,FCO SERVICES,Specialist Contractors
28/10/2016,8209442,32127.56,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Specialist Contractors
10/10/2016,7977460,-54097.46,FCO SERVICES,Specialist Contractors
03/10/2016,7908545,-80659.1,FCO SERVICES,Specialist Contractors
03/10/2016,7908538,-92087.48,FCO SERVICES,Specialist Contractors
03/10/2016,7908522,-100823.87,FCO SERVICES,Specialist Contractors
03/10/2016,7908565,-109132.23,FCO SERVICES,Specialist Contractors
03/10/2016,7908593,50796.42,HORS NORME MEDIA,Sponsorship (Income and Expenditure)
17/10/2016,8056436,180469.69,SECUREX AGENCIES LTD,Staff and Other Advances AP Control (Oracle Ap Control Account)
25/10/2016,8155476,3072741.64,VODAFONE LTD CABLE AND WIRELESS UK,Telephone line and equipment rental charges
25/10/2016,8155484,968783.95,VODAFONE LTD CABLE AND WIRELESS UK,Telephone line and equipment rental charges
25/10/2016,8155492,371958.02,VODAFONE LTD CABLE AND WIRELESS UK,Telephone line and equipment rental charges
25/10/2016,8155481,119643.68,VODAFONE LTD CABLE AND WIRELESS UK,Telephone line and equipment rental charges
05/10/2016,7929540,52254.54,MM TELEPERFORMANCE GROUP LTD,Telephone line and equipment rental charges
25/10/2016,8155479,40779.19,VODAFONE LTD CABLE AND WIRELESS UK,Telephone line and equipment rental charges
24/10/2016,8131452,30789.64,CAPITA BUSINESS SERVICES LTD,Training Courses
01/10/2016,7994600,1349518.28,THE ROYAL BANK OF SCOTLAND,Travel Package Advance Overseas Posting (Credit Card Payments Only)
03/10/2016,7908718,153988.3,DMS AFRICA,UK - Air Travel
18/10/2016,8071526,28863,MOD MINISTRY OF DEFENCE,UK - Air Travel
18/10/2016,8071428,1841526.03,G4S RISK MANAGEMENT LTD,UK Guarding Contracts Overseas
11/10/2016,7994595,182492.51,GARDA WORLD LTD,UK Guarding Contracts Overseas
04/10/2016,7924644,83067.5,MINIMAL RISK CONSULTANCY LTD,UK Guarding Contracts Overseas
25/10/2016,8152451,46305,G4S SECURITY SERVICES KENYA LTD,UK Guarding Contracts Overseas
25/10/2016,8152452,46305,G4S SECURITY SERVICES KENYA LTD,UK Guarding Contracts Overseas
26/10/2016,8169490,40877.6,OVERSEAS SUPPLY SERVICES LTD,UK Guarding Contracts Overseas
13/10/2016,8027555,960915.07,GARDA WORLD LTD,UK Mobile Guarding Contract overseas
05/10/2016,7929549,184890,CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
19/10/2016,8084504,72715.52,CIRCUIT OF THE AMERICAS,UKTI HQ Allocation- Marketing
12/10/2016,8012745,31969.24,PICKFORDS MOVE MANAGEMENT LTD,Unaccompanied Air Freight
20/10/2016,8106626,29986,S MACNEILLIE & SON LTD,Vehicle Maintenance
14/10/2016,8038455,75967.82,CROWN COMMERCIAL SERVICE,Wdhs/Wsds
14/10/2016,8038470,41949.31,CROWN COMMERCIAL SERVICE,Wdhs/Wsds
