Organisation,,Partnerships for Schools,,,,,,
Submitted By,,Management Accountant,,,,,,
Spend Tolerance,,"£25,000",,,,,,
Month,,01.10.2011 to 31.10.2011,,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT,VAT Registration Number
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BRADFORD METROPOLITAN BOROUGH COUNCIL,397709,2020689,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,CALDERDALE METROPOLITAN BOROUGH COUNCIL,397711,886620,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,KIRKLEES COUNCIL,397713,1726980,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,LEEDS CITY COUNCIL,397715,2773301,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,397717,895315,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,GATESHEAD METROPOLITAN BOROUGH COUNCIL,397719,495175,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE CITY COUNCIL,397721,707982,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,397723,706571,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,397725,365236,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SUNDERLAND COUNTY COUNCIL,397727,809678,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND NE SOMERSET COUNCIL,397731,513097,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BRISTOL CITY COUNCIL,397733,1654537,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH SOMERSET DC,397735,619202,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH GLOUCESTERSHIRE COUNCIL,397737,1049300,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,HARTLEPOOL BOROUGH COUNCIL,397739,272111,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,MIDDLESBOROUGH COUNCIL,397741,411349,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,REDCAR AND CLEVELAND BOROUGH COUNCIL,397743,385222,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,STOCKTON ON TEES,397745,623517,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON HULL CITY COUNCIL,397747,809125,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,EAST RIDING OF YORKSHIRE,397749,984819,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH EAST LINCOLNSHIRE COUNCIL,397751,469192,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH LINCOLNSHIRE COUNCIL,397753,522619,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH YORKSHIRE COUNTY COUNCIL,397755,1926213,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,YORK CITY COUNCIL,397757,567479,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,LUTON BOROUGH COUNCIL,397759,887518,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BUCKINGAMSHIRE COUNTY COUNCIL,397761,2141132,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,MILTON KEYNES COUNCIL,397763,1422038,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,DERBYSHIRE COUNTY COUNCIL,397765,2213329,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,DERBY CITY COUNCIL,397767,832583,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,DORSET COUNTY COUNCIL,397769,1238614,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,POOLE BOROUGH COUNCIL,397771,443926,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BOURNEMOUTH BOROUGH COUNCIL,397773,500946,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,397775,1510949,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,DARLINGTON BOROUGH COUNCIL,397777,352446,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,EAST SUSSEX COUNTY COUNCIL,397779,1683164,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BRIGHTON AND HOVE CITY COUNCIL,397781,743713,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,HAMPSHIRE COUNTY COUNCIL,397783,4117786,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH CITY COUNCIL,397785,621522,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHAMPTON CITY COUNCIL,397787,912173,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE COUNTY COUNCIL,397789,2138952,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,RUTLAND COUNTY COUNCIL,397791,180331,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,STAFFORDSHIRE COUNTY COUNCIL,397793,2396874,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,STOKE ON TRENT COUNTY COUNCIL,397795,770961,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WILTSHIRE COUNCIL,397797,1821649,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SWINDON BOROUGH COUNCIL,397799,711176,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BRACKNELL FOREST BOROUGH COUNCIL,397801,577940,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WINDSOR AND MAIDENHEAD ROYAL BOROUGH COUNCIL,397803,817647,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WEST BERKSHIRE COUNCIL,397805,550132,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,READING BOROUGH COUNCIL,397807,788100,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SLOUGH BOROUGH COUNCIL,397809,810477,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WOKINGHAM BOROUGH COUNCIL,397811,1099655,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,CAMBRIDGESHIRE COUNTY COUNCIL,397813,1965540,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH CITY COUNCIL,397815,482476,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,HALTON BOROUGH COUNCIL,397817,388794,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WARRINGTON BOROUGH COUNCIL,397819,380643,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,DEVON COUNTY COUNCIL,397821,2226964,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,397823,867586,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,TORBAY COUNCIL,397825,347821,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,ESSEX COUNTY COUNCIL,397827,4794402,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHEND-ON-SEA BOROUGH COUNCIL,397829,608540,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,THURROCK COUNCIL,397831,603414,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,HEREFORDSHIRE COUNTY COUNCIL,397833,538818,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WORCESTERSHIRE COUNTY COUNCIL,397835,1488856,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,KENT COUNTY COUNCIL,397837,4880909,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,MEDWAY COUNCIL,397839,994340,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASHIRE COUNTY COUNCIL,397841,3833750,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN WITH DARWEN BOROUGH COUNCIL,397843,343167,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKPOOL BOROUGH COUNCIL,397845,213309,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,397847,2316282,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM CITY COUNCIL,397849,896650,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SHROPSHIRE COUNCIL,397851,989640,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,TELFORD AND WREKIN BOROUGH COUNCIL,397853,424663,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,CORNWALL COUNCIL,397855,1346102,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,CUMBRIA COUNTY COUNCIL,397857,1527203,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTERSHIRE COUNTY COUNCIL,397859,2161620,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,HERTFORDSHIRE COUNTY COUNCIL,397861,5528032,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,ISLE OF WIGHT COUNCIL,397863,567851,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,LINCOLNSHIRE COUNTY COUNCIL,397865,2376347.25,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORFOLK COUNTY COUNCIL,397867,3321631,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTONSHIRE COUNTY COUNCIL,397869,2487684,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHUMBERLAND COUNTY COUNCIL,397871,758917,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORDSHIRE COUNTY COUNCIL,397873,2470308,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SOMERSET COUNTY COUNCIL,397875,1614433,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SUFFOLK COUNTY COUNCIL,397877,3522809,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SURREY COUNTY COUNCIL,397879,3832337,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WARWICKSHIRE COUNTY COUNCIL,397881,1943823,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,397883,4203191,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER CITY COUNCIL,397885,672089,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,LAMBETH LONDON BOROUGH COUNCIL,397887,1654716,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,KENSINGTON AND CHELSEA ROYAL BOROUGH COUNCIL,397889,344226,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,HACKNEY LONDON BOROUGH COUNCIL,397891,673142,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK LONDON BOROUGH COUNCIL,397893,1387632,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,397895,684066,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,GREENWICH LONDON BOROUGH COUNCIL,397897,1464567,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,WANDSWORTH LONDON BOROUGH COUNCIL,397899,942594,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,CAMDEN LONDON BOROUGH COUNCIL,397901,798706,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,ISLINGTON LONDON BOROUGH COUNCIL,397903,430962,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,TOWER HAMLETS LONDON BOROUGH COUNCIL,397905,1447559,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,LEWISHAM LONDON BOROUGH COUNCIL,397909,1815293,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORDSHIRE CENTRAL COUNCIL,397911,1789500,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORD BOROUGH COUNCIL,397913,533701,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE WEST AND CHESTER COUNCIL,397915,904787,
DfE,PfS,17/10/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE EAST COUNCIL,397917,777510,
DfE,PfS,17/10/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE DELAMERE C OF E  PRIMARY ACADEMY,398020,37125,
DfE,PfS,17/10/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TORQUAY GIRLS GRAMMAR SCHOOL,398022,29670,
DfE,PfS,17/10/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WESTLANDS SCHOOL,398024,93000,
DfE,PfS,17/10/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHRISTLETON HIGH SCHOOL,398028,147500,
DfE,PfS,17/10/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHURSTON FERRERS GRAMMAR SCHOOL,398030,250000,
DfE,PfS,17/10/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHALLNEY HIGH SCHOOL FOR BOYS AND COMMUNITY COLLEG,398032,55720,
DfE,PfS,17/10/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,COTTINGHAM HIGH SCHOOL AND SIXRTH FORM COLLEGE,398036,234213.39,
DfE,PfS,17/10/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HESSLE HIGH SCHOOL AND SIXTH FORM COLLEGE,398038,106849,
DfE,PfS,18/10/2011,Technical Costs - Capital,Director Academies,TURNER & TOWNSEND,398072,-20967.6,764 2441 32
DfE,PfS,18/10/2011,Technical Costs - Capital,Free School Technical Advice,TURNER & TOWNSEND,398072,-30764.58,764 2441 32
DfE,PfS,18/10/2011,Technical Costs - Capital,Free School Technical Advice,TURNER & TOWNSEND,398072,181529.67,764 2441 32
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,398378,111992.22,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,398380,57973.02,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,HEREFORD DIOCESAN BOARD OF FINANCE,398390,71175.39,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,398392,77887.17,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,YORK DIOCESAN BOARD OF FINANCE,398398,29342.11,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,398400,171084.15,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,398402,191077.37,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,398404,94427.02,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,398406,59508,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,398412,111664.15,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,398414,150563.28,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,398416,78192,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ST DUNSTANS SCHOOL MAINTENANCE FUND,398418,47261.66,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROYAL ALEXANDRA AND ALBERT SCHOOL,398420,62430.3,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,398434,26178.02,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,398436,53512.06,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,398440,49999.91,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,COVENTRY DIOCESAN BOARD OF EDUCATION,398442,53298,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,THE MCAULEY CHURCH HIGH SCHOOL ACCOUNT,398448,112566.75,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,WILLIAM ELLIS SCHOOL,398452,30678.95,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,398454,186544.38,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,EDUCATIONAL DEVELOPMENT LTD - SCHOOLS ACCOUNT,398460,152335,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,OAKLANDS ROMAN CATHOLIC SCHOOL,398462,50809.04,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,BISHOP STOPFORD SCHOOL ACCOUNT,398466,47024.98,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,398821,93710.46,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,398823,86134.64,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,398825,85326.35,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROCHESTER DIOCESAN BOARD OF EDUCATION,398829,55029.53,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,398831,68758.69,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,398833,35641.87,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,398835,47461.19,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,398837,33991.06,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON ST WILFRIDS SCHOOL GOVERNMENT B.H.,398839,38641.53,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,398841,48548.33,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,DIOCESE OF MIDDLESBROUGH - CENTRAL FUND,398843,92803.05,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,398845,68824.67,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,398847,37063.08,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,398851,49367.48,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,HOLY CROSS ROMAN CATHOLIC PRIMARY SCHOOL - DEVOLVED FORMULA CAPITAL ACCOUNT,398853,30283.2,
DfE,PfS,19/10/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED SCHOOLS CONDITION SCHEME NO 2 ACCOUNT,398855,131435.96,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,399001,63172.02,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROCHESTER DIOCESAN BOARD OF EDUCATION,399003,34221.6,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,399005,49826.34,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,399007,55288.61,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,399009,33407.78,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,399013,87750,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,399015,168211.68,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,DIOCESE OF MIDDLESBROUGH - CENTRAL FUND,399017,146668.82,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),399019,143586.68,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,399023,33426.05,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,ST THOMAS CHURCH OF ENGLAND SCHOOL FUND,399025,90626.22,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED - HOLY CROSS PRIMARY,399027,141402.67,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,CRANBROOK SCHOOL DEVOLVED FORMULA CAPITAL ACCOUNT,399033,195663.42,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,BUCKINGHAMSHIRE COUNTY COUNCIL ST BERNARD'S CHURCH SCHOOL,399035,40332.44,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED SCHOOLS CONDITION SCHEME NO 2 ACCOUNT,399037,354521.07,
DfE,PfS,21/10/2011,Technical Costs - Capital,Free School Technical Advice,ST LUKE'S CHURCH OF ENGLAND SCHOOL,399047,8724.93,
DfE,PfS,21/10/2011,Building Work - Capital Programme,Free School Capital Costs,ST LUKE'S CHURCH OF ENGLAND SCHOOL,399047,109220.96,
DfE,PfS,21/10/2011,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,ST LUKE'S CHURCH OF ENGLAND SCHOOL,399047,3683.01,
DfE,PfS,21/10/2011,ICT - Capital Programme,Free School Capital Costs,ST LUKE'S CHURCH OF ENGLAND SCHOOL,399047,7122.8,
DfE,PfS,21/10/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,ST LUKE'S CHURCH OF ENGLAND SCHOOL,399047,25750.34,
DfE,PfS,21/10/2011,Technical Costs - Capital,Free School Technical Advice,BRADFORD SCIENCE ACADEMY,399049,24514,
DfE,PfS,21/10/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,BRADFORD SCIENCE ACADEMY,399049,4902.8,
DfE,PfS,21/10/2011,ICT - Capital Programme,Free School Capital Costs,BRISTOL FREE SCHOOL TRUST,399051,137652,
DfE,PfS,21/10/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,BRISTOL FREE SCHOOL TRUST,399051,27530.4,
DfE,PfS,21/10/2011,Building Work - Capital Programme,Free School Capital Costs,EDEN PRIMARY FREE SCHOOL ACCOUNT,399053,74064,
DfE,PfS,21/10/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,EDEN PRIMARY FREE SCHOOL ACCOUNT,399053,14812.8,
DfE,PfS,21/10/2011,Revenue Grant,Schools Capital and Revenue Grants,INGLBY BARWICK COMMUNITY CAMPUS TRUSTEE ACCOUNT,399163,71353.79,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,399552,130058.85,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,399554,30104.33,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,399556,67687.87,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,399558,94939.51,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,HEREFORD DIOCESAN BOARD OF FINANCE,399560,25650,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,399562,37056.39,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,399566,243063.99,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,399568,239501.34,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,CANON PALMER SCHOOL GOVERNORS LETTINGS,399572,47279.75,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,399576,53501.04,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST ANNE'S ROMAN CATHOLIC HIGH SCHOOL,399578,38382.66,
DfE,PfS,21/10/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DIOCESAN EDUCATION BOARD,399582,33498.73,
