Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,11/12/2012,Professional fees,NHS Finance Operations & Performance,KPMG LLP,LARGE,WD17 1DE,5500617145,36165,Wirral Community NHS Trust.  NHSFT Financial Assessments.,Programme
Department of Health,Department of Health,11/12/2012,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90113991,25785.6,CS/2012/01 - Marketing & Comms,Programme
Department of Health,Department of Health,11/12/2012,Outsourcing Contract,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90785440,265529,Contact centre procurement leading to the appointment and funding of a new contractor from June 2012,Programme
Department of Health,Department of Health,11/12/2012,Publicity & advertising,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90785441,37433,"Health Visitor recruitment, eCRM development Q3 and Q4",Programme
Department of Health,Department of Health,11/12/2012,Outsourcing Contract,Public Health,SERCO PUBLIC SERVICES LTD,LARGE,L34 1PJ,90787152,310192.49,Serco Ltd - For services provided on  Healthy Start Issuing Unit - Cycle 124  - 22nd October to 18th November 2012,Admin
Department of Health,Department of Health,11/12/2012,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH12110012,56404.99,"Be Food Smart Meal Mixer flip chart brochure, print, cut, finish, packed and delivery of 2x digital proofs",Programme
Department of Health,Department of Health,11/12/2012,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH12110013,212863.6,"27 page A5 print, fold, gather, stitch and trim to size. To include pull out back page",Programme
Department of Health,Department of Health,11/12/2012,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH12110015,138350.4,"Start4Life Heathy Habits - 28 page A5 print, fold, gather, stitch and trim to size. To include perf back page, 800,000 off",Programme
Department of Health,Department of Health,11/12/2012,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH12110043,359640,Quit Kit 2013 production costs (Job no: DOH0174),Programme
Department of Health,Department of Health,11/12/2012,Revenue Grants to non-profit institutions,Social Care,FOREST BUS LTD,VCS,SO40 4BL,ERS-479048-68081,27587.5,IESD award 2011/12 for Forest Bus Health Awareness Project,Programme
Department of Health,Department of Health,11/12/2012,Printing,External Relations,PROMOTIONAL LOGISTICS LTD,SME,CO10 1RE,OP/I129736,105885.48,Estimated monthly call off charges for storage and distribution for November 2012  recovered through journal transfers to owning policy teams,Admin
Department of Health,Department of Health,11/12/2012,Contr Other External,INFORMATICS,CAPITA BUSINESS SERVICES LTD,,,15860164,1240710.81,,
Department of Health,Department of Health,11/12/2012,Contr Other External,INFORMATICS,CAPITA BUSINESS SERVICES LTD,,,15892222,1058794.39,,
Department of Health,Department of Health,11/12/2012,Revenue Grants to non-profit institutions,Social Care,COMMUNITY MEDIA ASSOCIATION,VCS,S1 2BX,ERS-479059-68101,26265,2011/023 Community Media Association - PROJECT - Radio Nation,Programme
Department of Health,Department of Health,12/12/2012,Storage costs,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,WC1V 7PP,5419191,46561.8,Staff costs plus overheads for the distribution of Immunoglobulins & Vaccines for 2012/2013,Programme
Department of Health,Department of Health,12/12/2012,Storage costs,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,WC1V 7PP,5419192,98993.75,HPV Immunisation Programme Evaluation - 2012/2013,Programme
Department of Health,Department of Health,12/12/2012,Policy Payments,Research & Development,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,5419225,2625000,NA,Admin
Department of Health,Department of Health,12/12/2012,Other programme expenditure,Public Health,RUTLAND COUNTY COUNCIL,PUBLIC,LE15 6HP,ERS-479066-68121,83365,"2012/13 WHHP URN 1109 ""warm homes for Rutland"" ",Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,ERS-479130-68170,55834,vCJD research,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-479133-68167,446331,CLARHCs,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-479134-68169,400969,CLARHCs,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-479135-68165,412646,CLARHCs,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,ERS-479143-68163,49724,Research for patients benefit programme,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479146-68180,832320,HTA - Medical Device Assessment,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479147-68181,85382,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-479149-68166,26363,Research for patients benefit programme,Programme
Department of Health,Department of Health,12/12/2012,Revenue Grants to non-profit institutions,Social Care,NHS CONFEDERATION,PUBLIC,LS10 1JR,ERS-479150-68161,25000,2012/004 NHS Confederation - project: Supporting the embedding of mental health and wellbeing into the work of the new Public Health system at both a local and national level- policy grant ,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,KLEIJNEN SYSTEMATIC REVIEWS LTD,SME,YO19 6FD,A00479,157915.66,TASC (inc CRD reviews),Programme
Department of Health,Department of Health,12/12/2012,Outsourcing Contract,Public Health,2E2 UK LTD,LARGE,Berkshire,PRI053984,284631.48,ImmForm Managed Service,Programme
Department of Health,Department of Health,12/12/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11844,20499.9,"Freud Agency charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme
Department of Health,Department of Health,12/12/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11844,20499.9,"Freud Agency charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme
Department of Health,Department of Health,12/12/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11844,20499.9,"Freud Agency charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme
Department of Health,Department of Health,12/12/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11844,6833.3,"Freud retainer charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme
Department of Health,Department of Health,12/12/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11845,6833.3,"Freud retainer charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme
Department of Health,Department of Health,12/12/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11845,20499.9,"Freud retainer charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme
Department of Health,Department of Health,12/12/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11845,20499.9,"Freud retainer charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme
Department of Health,Department of Health,12/12/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11845,20499.9,"Freud retainer charges October to December 2012 Q3.  Covering Change4Life, Youth, Older People and Smokefree",Programme
Department of Health,Department of Health,12/12/2012,Contr Other External,INFORMATICS,CAPITA BUSINESS SERVICES LTD,,,15903872,22275,,
Department of Health,Department of Health,12/12/2012,Contr Other External,INFORMATICS,CAPITA BUSINESS SERVICES LTD,,,15905499,24890,,
Department of Health,Department of Health,12/12/2012,Rent,INFORMATICS,DTZ DEBENHAM TIE LEUNG,,,15860165,43627.4,,
Department of Health,Department of Health,12/12/2012,Revenue Grants to non-profit institutions,Social Care,OXFORD BROOKES UNIVERSITY,PUBLIC,OX3 0BP,ERS-479103-68141,165000,2012/005 Oxford Brookes University - project: Building the capacity of local authorities to facilitate their local social care market - policy grant ,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-479132-68183,32601,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-479138-68178,34750,Consumers Infrastructure,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-479140-68182,45620,Clinician Scientist Awards,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479144-68173,78152,Mental Health Portfolio,Programme
Department of Health,Department of Health,12/12/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-479145-68184,65803,Health Tech Assessment,Programme
Department of Health,Department of Health,13/12/2012,Secondees in invoiced costs,NHS Finance Operations & Performance,NORTH EAST SHA,PUBLIC,NE15 8NY,504412,9893.38,SCS3 - North East SHA 2012 -13 Q1,Admin
Department of Health,Department of Health,13/12/2012,Secondees in invoiced costs,NHS Finance Operations & Performance,NORTH EAST SHA,PUBLIC,NE15 8NY,504412,118000,SCS3 North East SHA 2012 -13 Q2,Admin
Department of Health,Department of Health,13/12/2012,Revenue Grants to non-profit institutions,External Relations,NHS INJURY BENEFITS SCHEME,PUBLIC,FY7 8LG,ERS-479240-68201,4829805.14,"Injury Benefits Payment, Dec-12",Programme
Department of Health,Department of Health,13/12/2012,Publicity & advertising,External Relations,TNS UK LTD,LARGE,W5 1UA,260115356,49930,Quantitative research to evaluate the C4L Alcohol 2012-3 campaign,Programme
Department of Health,Department of Health,13/12/2012,Outsourcing Contract,External Relations,TNS UK LTD,LARGE,W5 1UA,260115358,23350,Bowel cancer regional extension - December dip,Programme
Department of Health,Department of Health,13/12/2012,Publicity & advertising,External Relations,TNS UK LTD,LARGE,W5 1UA,260115359,127125,"Evaluation of regional and local cancer campaigns: Blood in Pee (regional), Breast over 70 (regional), Ovarian (local) and Constellation of symptoms (local)",Programme
Department of Health,Department of Health,13/12/2012,Revenue Grants to non-profit institutions,NHS Medical,HEREDITARY BREAST CANCER HELPLINE,VCS,DE45 1JE,ERS-479302-68221,40000,Provision of the Hereditary Breast Cancer Helpline in 2012-13.,Programme
Department of Health,Department of Health,14/12/2012,Addition Clearing - SW LIC,INFORMATICS,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,OL6 9RW,10023163,400000,Capital:£400k funding from Lorenzo Supplemental Activity -1A Appendix 1 Commercial Paper - 9 & 10,Programme
Department of Health,Department of Health,14/12/2012,Provisions cash payment,Public Health,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042523480J0UP7M,125379.68,,Programme
Department of Health,Department of Health,14/12/2012,Provisions cash payment,Public Health,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042523480JOUP8W,95726.6,,Programme
Department of Health,Department of Health,14/12/2012,Outsourcing Contract,External Relations,CWM TAF HEALTH BOARD,PUBLIC,CF47 0SJ,55123,75077,NHS Jobs - Cwm Taf work for 2012/13,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,ACADEMY OF MEDICAL SCIENCES,PUBLIC,W1B 1QH,ERS-479333-68255,30796,Integrated Academic Training,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,L9 7AL,ERS-479334-68245,25369,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-479356-68253,8952,NIHR Biomedical Research Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-479356-68253,13356,NIHR Biomedical Research Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-479356-68253,13134,NIHR Biomedical Research Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-479364-68250,31934,Clinician Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-479365-68248,7081,NIHR Biomedical Research Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-479365-68248,16276,NIHR Biomedical Research Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-479365-68248,12560,NIHR Biomedical Research Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-479365-68248,15799,NIHR Biomedical Research Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-479365-68248,14522,NIHR Biomedical Research Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,14090.63,NIHR in-Practice Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,82182,Professorship Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,66083,Professorship Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,29966,Post Doctoral Fellowship PDF,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,9380,NIHR in-Practice Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,9547.75,NIHR in-Practice Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,11938,NHR Research Methods Fellowships and internships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,26527,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,19019,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,35075,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,44510,Clinician Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,36832,Career Development Fellowship,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,31470,Post Doctoral Fellowship PDF,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,52273,Clinician Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,22295,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,19026,Career Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,17648,Primary Care Joint DH/PPP Awar,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,11880,Young Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-479375-68271,35792,Clinician Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-479377-68242,263306,Biomedical Units,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-479377-68242,112330,Biomedical Units,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-479378-68252,52679,Post Doctoral Fellowship PDF,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,UNIVERSITY OF THE WEST OF ENGLAND,PUBLIC,BS16 1QY,ERS-479381-68285,26641,Career Development Fellowship,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,ERS-479471-68389,3157,SHIFT,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,ERS-479471-68389,3157,SHIFT,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,ERS-479471-68389,3157,SHIFT,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,ERS-479471-68389,3157,SHIFT,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,ERS-479471-68389,3157,SHIFT,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,ERS-479471-68389,3157,SHIFT,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,ERS-479471-68389,3157,SHIFT,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXLEAS NHS FOUNDATION TRUST,PUBLIC,DA2 7WG,ERS-479471-68389,3157,SHIFT,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-479478-68386,33530,COPPI,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,PUBLIC,CB3 8RE,ERS-479481-68384,32207,Lung Cancer,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-479484-68392,448681,Biomedical Units,Programme
Department of Health,Department of Health,14/12/2012,Revenue Grants to Other Bodies,External Relations,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,ERS-479494-68401,15215640,2012/052 NHS BSA - 2012-13 Social Work Bursaries,Programme
Department of Health,Department of Health,14/12/2012,Reveue Grant to Overseas Bodies,Public Health,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,FX/12234/00007,19482012.2,,Programme
Department of Health,Department of Health,14/12/2012,ENDPBs Admin Capital Grant in Aid,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,HPA FUNDING DECEMBER 2012,2300000,Health Protection Agency (HPA) Grant in Aid (GIA) Capital costs Drawdown for 2012/13.,Other
Department of Health,Department of Health,14/12/2012,ENDPBs Admin Revenue Grant in Aid,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,HPA FUNDING DECEMBER 2012,6470000,Health Protection Agency (HPA) Grant in Aid (GIA) Admin Revenue Drawdown costs for 2012/13.,Admin
Department of Health,Department of Health,14/12/2012,Programme Revenue Grant in Aid to ENDPBs,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SP4 0JG,HPA FUNDING DECEMBER 2012,5083000,Health Protection Agency (HPA) Grant in Aid (GIA) Programme Revenue Drawdown costs for 2012/13.,Other
Department of Health,Department of Health,14/12/2012,Policy Payments,Strategy Finance & NHS,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),PUBLIC,SW1E 5DU,PFI SPECIAL GRANT3,5292017,DCLG payments in respect of LA social care PFI,Programme
Department of Health,Department of Health,14/12/2012,Outsourcing Contract,Public Health,SAPIENT LTD,LARGE,E1 6DU,26403,57162.5,EESSI software design and related services Sapient costs,Programme
Department of Health,Department of Health,14/12/2012,Outsourcing Contract,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,851198,300682.36,Advertising for Stoptober campaign - Digital,Programme
Department of Health,Department of Health,14/12/2012,Outsourcing Contract,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,851240,121165.2,Advertising for Stoptober campaign - Digital,Programme
Department of Health,Department of Health,14/12/2012,Addition Clearing - SW LIC,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,LARGE,LS19 6BA,IN62383-1,5007545.25,Capital: EMIS FY 2012/13 Capital Budget Requirements,Programme
Department of Health,Department of Health,14/12/2012,Service charge,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,LARGE,LS19 6BA,IN62383-1,681648.8,Revenue: EMIS FY 2012/13 Revenue Budget Requirements,Programme
Department of Health,Department of Health,14/12/2012,School Fruit and Veg Scheme,Public Health,Total Produce Plc (Gateshead),,,DUR1112                                                                                                     ,38930.43,,
Department of Health,Department of Health,14/12/2012,Addition Clearing - SW LIC,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,LARGE,LS19 6BA,IN62383-1,5007545.25,Capital: EMIS FY 2012/13 Capital Budget Requirements,Programme
Department of Health,Department of Health,14/12/2012,Service charge,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,LARGE,LS19 6BA,IN62383-1,681648.8,Revenue: EMIS FY 2012/13 Revenue Budget Requirements,Programme
Department of Health,Department of Health,14/12/2012,Electricity,INFORMATICS,BRITISH MEDICAL ASSOCIATION,,,15927291,1191.48,,
Department of Health,Department of Health,14/12/2012,Rent,INFORMATICS,BRITISH MEDICAL ASSOCIATION,,,15927291,43837.22,,
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,19199,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,72096,Clinician Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,13415.13,NIHR in-Practice Fellowships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,16243,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,10813,NHR Research Methods Fellowships and internships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,24003,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,49186,Clinician Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,16994,Post Doctoral Fellowship PDF,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,15245,Career Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,15687,Primary Care Joint DH/PPP Awar,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-479335-68256,11335,Clinician Scientist Awards,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-479336-68257,6812,NHR Research Methods Fellowships and internships,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-479336-68257,21517,Post Doctoral Fellowship PDF,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-479336-68257,24016,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-479336-68257,23162,Post Doctoral Fellowship PDF,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-479336-68257,25505,APPLIED CLINICAL DRF's,Programme
Department of Health,Department of Health,14/12/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-479336-68257,24230,APPLIED CLINICAL DRF's,Programme
